@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/23944490711,SCOPUS_ID:23944490711,2-s2.0-23944490711,Frugivores and seed removal at Tetragastris altissima (Burseraceae) in a fragmented forested landscape of French Guiana,Ratiarison S.,Journal of Tropical Ecology,02664674,21,5,501-508,2005-09-01,September 2005,10.1017/S0266467405002518,NA,"We aimed at (1) determining how community-wide disruptions affect visitation by frugivores at trees and (2) estimating the impact of visitation shifts on seed fate following fruit consumption, especially seed removal. We compared the seed fate of a frugivore-dispersed tree species (Tetragastris altissima, Burseraceae) in four forested islands with that for a mainland continuous forest at Saint-Eugène, French Guiana. Tetragastris trees attracted opportunistic frugivore species available in the area, the most productive trees attracting more consumer species. Only primates, which are more susceptible to forest disturbances than birds and have low abilities to cross a non-forested matrix, were more frequent at Tetragastris on the mainland than on islands. Only opportunistic frugivorous primate species acting as low-efficiency seed dispersers were recorded. As a result, seed removal was equally low among habitats (nearly 26%), high percentages of seeds dropping below tree crowns. The scarcity of large-bodied specialist frugivorous primates throughout the landscape probably explained this low removal. Our results underline how difficult it is to generalize the cascading effects of disruptions in a frugivore community on tree seed fate, these effects likely varying according to the tree species and animal community involved. Copyright © 2005 Cambridge University Press.",11,Journal,ar,Article,100,2,2,Forest fragmentation | French Guiana | Frugivores | Seed removal | Tetragastris altissima,23435,undefined,0,FALSE,21,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23944484538,SCOPUS_ID:23944484538,2-s2.0-23944484538,The impact of light quality and leaf wetness on photosynthesis in north-west Andean tropical montane cloud forest,Letts M.G.,Journal of Tropical Ecology,02664674,21,5,549-557,2005-09-01,September 2005,10.1017/S0266467405002488,NA,"Photosynthesis was limited by low-intensity photosynthetically active radiation (PAR) and leaf wetness in a lower montane cloud forest (LMCF) of Cauca, Colombia. Mean PAR intensity remained below the saturation level for leaf-scale net photosynthesis (Pn) throughout the solar day during the wet season and for most of the solar day during the dry season. PAR represented a smaller fraction of total solar radiation (K↓) in LMCF than in lowland rain forest (LRF). In LMCF trees and shrubs, mean PAR-saturated Pn ranged from 4.3-10.6 μmol C m-2 s-1 at 1450 m, and from 3.5-10.2 μmol C m-2 s-1 at 2150 m. Pn was reduced by abaxial wetness in leaves of some trees and shrubs, and eliminated in others. This study indicates that persistent cloudiness and interception of cloud water by leaves limit LMCF productivity. Copyright © 2005 Cambridge University Press.",79,Journal,ar,Article,100,2,2,Alloplectus | Anthurium | Cecropia | Clusia | Colombia | Ecuador | Light limitation | Miconia | PAR | Psychotria,23435,undefined,0,FALSE,22,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23944477419,SCOPUS_ID:23944477419,2-s2.0-23944477419,"Lianas and their supporting plants in the understorey at Los Tuxtlas, Mexico",Vleut I.,Journal of Tropical Ecology,02664674,21,5,577-580,2005-09-01,September 2005,10.1017/S0266467405002531,NA,NA,10,Journal,ar,Article,100,2,2,Cissus | Climbing | Forsteronia | Ipomoea | Paullinia | Salacia | Strychnos | Tropical rain forest | Urera,23435,undefined,0,FALSE,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23944456442,SCOPUS_ID:23944456442,2-s2.0-23944456442,Competitive interactions and distributional dynamics in two Malagasy frogs,Lehtinen R.,Journal of Tropical Ecology,02664674,21,5,569-576,2005-09-01,September 2005,10.1017/S0266467405002580,NA,"Ecological theory predicts that interspecific interactions can affect population and community dynamics. Two experiments were conducted on Mantidactylus bicalcaratus and M. punctatus, two sympatric frog species from Madagascar that live and breed in rain-forest plants (Pandanus spp.), to test for interspecific competition. The first experiment examined larval growth rates and survivorship with and without conspecifics. While survivorship did not differ among treatments, mean growth rates for M. bicalcaratus were significantly reduced in the presence of M. punctatus larvae. The second experiment manipulated the presence and density of adults in Pandanus plants. Emigration from and immigration to experimental plants tended to be higher and lower, respectively, for M. bicalcaratus in the presence of M. punctatus, but these differences were not significant. These results demonstrate asymmetric competition (at least as larvae) and indicate that M. punctatus is the superior competitor. Field data showed that M. bicalcaratus was found significantly more frequently in the absence of M. punctatus. Also, M. bicalcaratus populations were significantly more likely to go locally extinct in the presence of M. punctatus. These data suggest that asymmetric competitive interactions are important influences on the dynamics of these populations. Copyright © 2005 Cambridge University Press.",7,Journal,ar,Article,100,1,1,Amphibia | Coexistence | Madagascar | Mantidactylus | Pandanus | Phytotelmata | Population dynamics | Tadpoles,23435,undefined,0,FALSE,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23944446651,SCOPUS_ID:23944446651,2-s2.0-23944446651,"Relationships among arbuscular mycorrhizas, root morphology and seedling growth of tropical native woody species in southern Brazil",Zangaro W.,Journal of Tropical Ecology,02664674,21,5,529-540,2005-09-01,September 2005,10.1017/S0266467405002555,NA,"The relationships between arbuscular mycorrhizal fungi and root morphological characteristics were studied under greenhouse conditions of 78 tropical native woody species and 47 seedling species collected in the field. Seedlings of native woody pioneer and early secondary species that generally exhibited fine roots with a dense cover of long root hairs showed higher mycorrhizal response and root mycorrhizal colonization than late-secondary and climax species with coarse roots with a sparse cover of short root hairs. Root-hair length and incidence decreased with the progression among the successional groups while fine-root diameter increased, both in the greenhouse and in the field. The mycorrhizal response was highly correlated to root mycorrhizal colonization in the greenhouse and in the field. These parameters were inversely correlated with the seed mass and fine-root diameter, but directly correlated with root-hair incidence, both in the greenhouse and in the field. Mycorrhizal response and root mycorrhizal colonization were also directly correlated with the root-hair length and root/shoot ratio of uninoculated plants. The seedling mycorrhizal status of the early successional woody species suggests that the root traits of these fast-growing species can be more receptive to attraction, infection and colonization by arbuscular mycorrhizas than root traits of late-successional species. Copyright © 2005 Cambridge University Press.",58,Journal,ar,Article,100,5,5,Arbuscular mycorrhizal fungi | Ecological successional groups | Native woody species | Root colonization | Root hair | Root traits | Seed mass | Seedling growth | Succession | Tropical forest,23435,undefined,0,FALSE,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/23944446109,SCOPUS_ID:23944446109,2-s2.0-23944446109,Evidence for direct water absorption by the shoot of the desiccation-tolerant plant Vellozia flavicans in the savannas of central Brazil,Oliveira R.,Journal of Tropical Ecology,02664674,21,5,585-588,2005-09-01,September 2005,10.1017/S0266467405002658,NA,NA,56,Journal,ar,Article,100,3,3,Cerrado | Desiccation tolerance | Neotropical savannas | Night-time transpiration | Vellozia | Water uptake,23435,undefined,0,FALSE,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22844450886,SCOPUS_ID:22844450886,2-s2.0-22844450886,Temporal variation in abundance and diversity of butterflies in Bornean rain forests: Opposite impacts of logging recorded in different seasons,Hamer K.C.,Journal of Tropical Ecology,02664674,21,4,417-425,2005-07-01,July 2005,10.1017/S0266467405002361,NA,"We used traps baited with fruit to examine how the temporal variation of butterflies within primary forest in Sabah, Borneo differed between species. In addition, we compared patterns of temporal variation in primary and selectively logged forest, and we tested the hypothesis that selective logging has different recorded impacts on species diversity of adults during the wet monsoon period and the drier remaining half of the year. Species of Satyrinae and Morphinae had significantly less-restricted flight periods than did species of Nymphalinae and Charaxinae, which were sampled mainly during the drier season, especially in primary forest. Species diversity of adults was significantly higher during the drier season in primary forest, but did not differ between seasons in logged forest. As a consequence, logging had opposite recorded impacts on diversity during wetter and drier seasons: primary forest had significantly higher diversity than logged forest during the drier season but significantly lower diversity than logged forest during the wetter monsoon season. The results of this study have important implications for the assessment of biodiversity in tropical rain forests, particularly in relation to habitat disturbance: short-term assessments that do not take account of seasonal variation in abundance are likely to produce misleading results, even in regions where the seasonal variation in rainfall is not that great. Copyright © 2005 Cambridge University Press.",57,Journal,ar,Article,100,7,7,Biodiversity | Fruit feeding | Lepidoptera | Nymphalidae | Seasonality | Selective logging,23435,undefined,0,FALSE,27,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/22744459507,SCOPUS_ID:22744459507,2-s2.0-22744459507,Common allometric equations for estimating the tree weight of mangroves,Komiyama A.,Journal of Tropical Ecology,02664674,21,4,471-477,2005-07-01,July 2005,10.1017/S0266467405002476,NA,"Inventory data on tree weights of 104 individual trees representing 10 mangrove species were collected from mangrove forests in South-East Asia to establish common allometric equations for the trunk, leaf, above-ground and root weight. We used the measurable tree dimensions, such as dbh (trunk diameter at breast height), DR0.3 (trunk diameter at 30 cm above the highest prop root of Rhizophora species), DB (trunk diameter at lowest living branch), and H (tree height) for the independent variable of equations. Among the mangrove species studied, the trunk shape was statistically identical regardless of site and species. However, ρ (wood density of tree trunk) differed significantly among the species. A common allometric equation for trunk weight was derived, when dbh2H or DR0.32H was selected as the independent variable and wood density was taken into account. The common allometric equations for the leaf and the above-ground weight were also derived according to Shinozaki's pipe model and its extended theory. The common allometric relationships for these weights were attained with given ρ of each species, when DB2 or dbh2 or D R0.32 was selected as the independent variable. For the root weight, the common equation was derived from the allometric relationship between root weight and above-ground weight, since these two partial weights significantly correlated with each other. Based on these physical and biological parameters, we have proposed four common allometric equations for estimating the mangrove tree weight of trunk, leaf, above-ground part and root. Copyright © 2005 Cambridge University Press.",307,Journal,ar,Article,100,3,3,Above-ground biomass | Pipe model | Root biomass | South-East Asia | Wood density,23435,undefined,0,FALSE,28,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744458457,SCOPUS_ID:22744458457,2-s2.0-22744458457,Responses of seedling transplants to environmental variations in contrasting habitats of Central Amazonia,Benítez-Malvido J.,Journal of Tropical Ecology,02664674,21,4,397-406,2005-07-01,July 2005,10.1017/S0266467405002439,NA,"In the Central Amazon we investigated whether seedling performance (survival, and relative growth rates in height and leaf numbers) was affected by initial seedling size (height and leaf numbers) in habitats that varied in their degree of human disturbance: cattle pasture, young secondary forest, 1-ha forest fragment and old-growth forest. Additionally, effects of photosynthetically active radiation (PAR), litter standing crop (LSC) and insect herbivory were evaluated 12 mo after transplantation in seedlings from the native canopy trees Chrysophyllum pomiferum, Micropholis venulosa and Pouteria caimito. Seedling performance changed rank across the understorey environment depending on species. Seedlings of Chrysophyllum thrived in all conditions but under high PAR, Micropholis thrived only in intermediate light conditions, whereas Pouteria thrived under high PAR. Effects of initial seedling size, PAR and herbivory after 1 y were specific to species, whereas LSC had no effect on performance. Initially larger seedlings resulted in lower survival for Chrysophyllum and Pouteria. Herbivory affected seedling performance in all species. Negative effects of herbivory were intensified under low PAR. Overall, our results showed that, as seedlings, species of the same family and characteristic of old-growth forests respond differently to the environmental constraints present in contrasting human-disturbed conditions. Larger seedlings may not always present greater tolerance to physical and biotic mortality risks. Copyright © 2005 Cambridge University Press.",34,Journal,ar,Article,100,4,4,Amazonia | Chrysophyllum pomiferum | Fragmentation | Herbivory | Light environment | Micropholis venulosa | Pouteria caimito | Sapotaceae | Seedlings | Succession,23435,undefined,0,FALSE,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744457844,SCOPUS_ID:22744457844,2-s2.0-22744457844,Seasonal variation in the leaf gas exchange of tropical forest trees in the rain forest-savanna transition of the southern Amazon Basin,Miranda E.J.,Journal of Tropical Ecology,02664674,21,4,451-460,2005-07-01,July 2005,10.1017/S0266467405002427,NA,"The photosynthetic light response of Amazonian semi-deciduous forest trees of the rain forest-savanna transition near Sinop Mato Grosso, Brazil was measured between July 2000 and September 2003 to test the hypothesis that the photosynthetic capacity of trees acclimated to different growth light environments will decline during the dry season. Maximum photosynthesis (A max) and stomatal conductance (gmax) were significantly higher during the wet season; however, the physiological response to drought was not a clear function of growth light environment. For some species, such as Psychotria sp. growing in the mid-canopy, internal leaf CO2 concentration (Ci) was > 30% lower during the dry season suggesting that declines in Amax were caused in part by stomatal limitations to CO2 diffusion. For other species, such as Brosimum lactescens growing at the top of the canopy, Tovomita schomburgkii growing in the mid-canopy, and Dinizia excelsa growing in the understorey, dry season Ci declined by < 20% suggesting that factors independent of CO2 diffusion were more important in limiting Amax. Dry-season declines in gmax appeared to be important for maintaining a more consistent leaf water potential for some species (T. schomburgkii and D. excelsa) but not others (Psychotria sp.). These results indicate that while seasonal drought exerts an important limitation on the physiological capacity of semi-deciduous Amazonian forest trees, the mechanism of this limitation may differ between species. Copyright © 2005 Cambridge University Press.",36,Journal,ar,Article,100,9,9,Brosimum lactescens | Dinizia excelsa | Drought | Ecophysiology | Ecotone | Mato grosso | Psychotria | Quiina pteridophylla | Tovomita schomburgkii,23435,undefined,0,FALSE,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744455713,SCOPUS_ID:22744455713,2-s2.0-22744455713,Sarcocystosis of chital (Axis axis) and dhole (Cuon alpinus): Ecology of a mammalian prey-predator-parasite system in Peninsular India,Jog M.,Journal of Tropical Ecology,02664674,21,4,479-482,2005-07-01,July 2005,10.1017/S0266467405002403,NA,NA,4,Journal,ar,Article,100,6,6,Prey predator dynamics | Sarcocystis axicuonis | Wildlife ecology,23435,undefined,0,FALSE,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744452360,SCOPUS_ID:22744452360,2-s2.0-22744452360,Food selection by a hyperdense population of red howler monkeys (Alouatta seniculus),Lopez G.,Journal of Tropical Ecology,02664674,21,4,445-450,2005-07-01,July 2005,10.1017/S0266467405002415,NA,"We studied diet choice by a generalist herbivore, the red howler monkey (Alouatta seniculus) under conditions of high and normal population density. Densities equivalent to 800-1000 km-2 (roughly 20-40 times normal) occurred in populations trapped on small, predator-free islands in Lago Guri, Venezuela. For three successive years, we studied one such population, a group of six animals living on a 0.6-ha island and compared its feeding ecology to that of two groups living at normal densities on a 190-ha island. The 0.6-ha island supported a total of 351 trees > 10 cm dbh of 46 species, whereas > 100 species probably occurred within the 16- and 23-ha home ranges of the two large-island howler troops. Small-island howlers were thus predicted to consume fewer resources, in particular less fruit, and to be less selective in diet choice than large-island howlers. As predicted, small-island howlers consumed fewer resources and obtained a smaller fraction of their intake from rare tree species (those contributing < 1% of basal area). Small-island howlers consumed less fruit (2% of feeding time vs. 22%) and more foliage (73% vs. 55%) than the large-island groups. Diet breadth of small-island howlers was markedly less than that of their large-island counterparts. Tree species not present on the small island contributed > 60% of leaf consumption by large-island howlers. Foliage sources preferred by large-island howlers were different in each of 3 years, whereas foliage of the same species of tree consistently ranked first on the small island. Long-term persistence (17 y) of self-perpetuating howler groups on Lago Guri islets at > 20 times normal density strongly suggests that food availability does not limit mainland populations. Copyright © 2005 Cambridge University Press.",21,Journal,ar,Article,100,3,3,Food selectivity | Forest fragments | Lago Guri | Land-bridge island | Population density | Population regulation | Red howler monkey | Venezuela,23435,undefined,0,FALSE,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744452087,SCOPUS_ID:22744452087,2-s2.0-22744452087,Fire effects on the spatial patterns of soil resources in a Nicaraguan wet tropical forest,Blair B.,Journal of Tropical Ecology,02664674,21,4,435-444,2005-07-01,July 2005,10.1017/S0266467405002452,NA,"Anthropogenic wildfires are becoming increasingly frequent in wet tropical forests. This trend follows that of other anthropogenic disturbances, which are now acute and widespread. Fires pose a potentially serious threat to tropical forests. However, little is known about the impact of unintended forest fires on below-ground resources in these ecosystems. This study investigated the influence of fires on the distribution and variability of soil resources on two sets of 50 x 50-m burned and unburned plots in a Nicaraguan rain forest. Samples were collected at 5-m intervals throughout each plot as well as subsamples at 50-cm intervals. Geostatistical techniques as well as univariate statistics were used to quantify the spatial autocorrelation and variability of selected nutrients (N, P and K), carbon and standing leaf litter. Most variability in this forest was spatially dependent at a scale of 30 m or less. However the average range of autocorrelations varied greatly between properties and sites. Burning altered soil heterogeneity by decreasing the range over which soil properties were autocorrelated. Overall the average patch size (range) for nitrogen was reduced by 7%, phosphorus by 52%, potassium by 60% and carbon by 43%. While phosphorus and leaf litter increased in the burned plots compared to unburned plots, potassium was not different. Nitrogen and carbon did not display a consistent pattern between burning regimes and this may be explained by variation in fire intensity. Leaf litter measurements did not correlate with measured soil nutrients within plots. Observed changes in the burned forest were likely a result of both the intensity of burning and change in vegetative cover between the time of the fires and soil sampling. Copyright © 2005 Cambridge University Press.",12,Journal,ar,Article,100,1,1,Geostatistics | Lowland humid tropics | Nicaragua | Nitrogen | Nutrient | Phosphorus | Potassium | Rain forest | Spatial heterogeneity,23435,undefined,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744451216,SCOPUS_ID:22744451216,2-s2.0-22744451216,Spatial patterns in the understorey shrub genus Psychotria in central Amazonia: Effects of distance and topography,Kinupp V.F.,Journal of Tropical Ecology,02664674,21,4,363-374,2005-07-01,July 2005,10.1017/S0266467405002440,NA,"We evaluated the effects of topography on the distribution of understorey herbs, shrubs and small trees of the pantropical genus Psychotria (Rubiaceae) in a 10 000-ha rain-forest reserve in central Amazonia. As plots were long and thin, and followed altitudinal isoclines, we were able to avoid the trade off between plot size and precision of measurement of topographical variables. The minimum distance between plots (1 km) was sufficient to avoid spatial autocorrelation in topographical variables. However, indices of plot similarity based on species composition were spatially autocorrelated to distances of at least 4 km. Although Multivariate Analysis of Covariance (MANCOVA) indicated significant effects of altitude, slope, and watershed on species composition within plots, topographical variables were generally poor surrogates for species distributions. Differences between eastern and western watersheds within the reserve were not due to distance effects, and most species occurred in both watersheds, indicating that differences in species assemblages between watersheds are determined by ecological factors. Habitat specialization and local density were not clearly associated with rarity. At scales of 1-10 km, both distance and habitat affect the distribution of understorey shrubs of the genus Psychotria, but much of the variation in species abundances remains unexplained. Copyright © 2005 Cambridge University Press.",61,Journal,ar,Article,100,2,2,Amazonia | Biological survey | Landscape | Reserve design | Rubiaceae | Spatial autocorrelation | Species diversity | Topography | Tropical forest | Understorey,23435,undefined,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744450975,SCOPUS_ID:22744450975,2-s2.0-22744450975,Do mycorrhizas improve tropical tree seedling performance under water stress and low light conditions? A case study with Dicorynia guianensis (Caesalpiniaceae),Béreau M.,Journal of Tropical Ecology,02664674,21,4,375-381,2005-07-01,July 2005,10.1017/S0266467405002348,NA,"We tested the response of seedlings of Dicorynia guianensis, a major timber tree species of French Guiana, to mycorrhizal symbiosis and water limitation in a semi-controlled experiment under natural light conditions. Under well-watered conditions, mycorrhizal colonization resulted in an increase of net photosynthesis, growth and phosphorus uptake. When submitted to water stress, no growth reduction of mycorrhizal seedlings was observed. Mycorrhizal seedlings were more sensitive to drought than non-mycorrhizal ones in terms of carbon assimilation, but not with regard to stomatal closure. In contrast to previous studies on temperate tree seedlings, this result precludes a mycorrhizal effect on the hydraulic properties of this species. Furthermore, our results suggest that below a specific threshold of soil moisture, carbon assimilation of D. guianensis seedlings was decreased by the mycorrhizal symbiosis. This is probably related to the competition between the plant and its host fungus for carbon allocation under low light intensity, even though it did not seem to have a significant effect on mortality in our experiment. Copyright © 2005 Cambridge University Press.",7,Journal,ar,Article,100,4,4,French Guiana | Leaf gas exchange | Mycorrhizal symbiosis | Tropical forest | Water limitation,23435,undefined,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744446441,SCOPUS_ID:22744446441,2-s2.0-22744446441,Foraging polymorphism in Heliconius charitonia (Lepidoptera: Nymphalidae): Morphological constraints and behavioural compensation,Mendoza-Cuenca L.,Journal of Tropical Ecology,02664674,21,4,407-415,2005-07-01,July 2005,10.1017/S0266467405002385,NA,"Sexes and also within sex phenotypes, frequently differ in morphological traits associated with efficiency and performance in foraging and mating behaviours. In butterflies and other flying animals, phenotypic differences in wing size and traits associated with flight are involved in flight performance and individual fitness, but explorations of links among two or more traits and intrasexual differences are scarce. Foraging patterns were studied in a population of Heliconius charitonia butterflies having three phenotypes (females and two male phenotypes) which differ in their wing morphology and reproductive behaviour. As in previous studies, intersexual differences in foraging patterns were found; more interestingly, intrasexual differences were found between alternative male mating strategies. Using morphological and behavioural data, as well as data from previous flight analyses in Heliconius butterflies, we show that intrasexual differences may be explained by the energetic demands of each phenotype. Energetic expenditure is partially related to phenotypic variability in flight morphology and efficiency, and at least in both male phenotypes, differences may also be related to the energetic demands of alternative mating strategies. Copyright © 2005 Cambridge University Press.",16,Journal,ar,Article,100,2,2,Aerodynamics | Alternative mating strategies | Body size | Flight performance | Foraging polymorphism | Heliconius | Mate-locating behaviour | Pollen feeding | Wing size,23435,undefined,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744443918,SCOPUS_ID:22744443918,2-s2.0-22744443918,Nutrient cycling and plant-soil feedbacks along a precipitation gradient in lowland Panama,Santiago L.,Journal of Tropical Ecology,02664674,21,4,461-470,2005-07-01,July 2005,10.1017/S0266467405002464,NA,"This study addresses patterns of nutrient dynamics on a precipitation gradient (1800-3500 mm y-1) in lowland tropical forest with heterogeneous soil parent material, high plant species diversity and large changes in species composition. Mean foliar concentrations of phosphorus, potassium, calcium and magnesium decreased with increasing precipitation, whereas foliar carbon:nitrogen increased with increasing precipitation. Mean foliar nitrogen:phosphorus varied from 16.4-23.8 suggesting that plant productivity at these sites is limited by phosphorus. Total soil nitrogen increased as a function of foliar litter lignin:nitrogen, whereas net nitrogen mineralization rates decreased with increasing lignin:N indicating that as litter quality decreases, more soil nitrogen is held in soil organic matter and the mineralization of that nitrogen is slower. Extractable phosphorus in soil was negatively correlated with foliar litter lignin:phosphorus, illustrating effects of litter quality on soil phosphorus availability. Overall, the results suggest that variation in plant community composition along this precipitation gradient is tightly coupled with soil nutrient cycling. Much of our understanding of effects of precipitation on nutrient cycling in tropical forest is based on precipitation gradients across montane forest in Hawaii, where species composition and soil parent material are constant. Our results suggest that variation in parent material or species composition may confound predictions developed in model island systems. Copyright © 2005 Cambridge University Press.",70,Journal,ar,Article,100,3,3,Calcium | Foliar nutrients | Litterfall productivity | Magnesium | Nitrogen | Panama canal | Phosphorus | Potassium | Soil carbon | Tropical forest,23435,undefined,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744443044,SCOPUS_ID:22744443044,2-s2.0-22744443044,Ground-foraging palm cockatoos (Probosciger aterrimus) in lowland New Guinea: Fruit flesh as a directed deterrent to seed predation?,Filardi C.,Journal of Tropical Ecology,02664674,21,4,355-361,2005-07-01,July 2005,10.1017/S0266467405002336,NA,"Fruit traits that selectively deter vertebrate seed predators without affecting high-quality seed dispersers are said to exhibit directed deterrence. Directed deterrence has been criticized as being unlikely in natural systems, but has rarely been explicitly tested. We evaluated the potential for directed deterrence to explain the double-layered viscous fruit morphology and fruiting phenology of Terminalia impediens, a common canopy tree endemic to New Guinea. The large fleshy fruits of this tree are consumed and dispersed by cassowaries (Casuarius spp.) and are consumed and killed by palm cockatoos (Probosciger aterrimus). Fruit flesh in this tree species appears to function as a deterrent to seed predation by palm cockatoos; the fruits of T. impediens fall to the ground before ripening, and are avoided by palm cockatoos until after the flesh has rotted off the hard nut. We found that palm cockatoos are able to prey upon seeds from fruits without flesh on the forest floor more efficiently than they can consume seeds from unripe fruit still on the trees. Further, through foraging preference tests, we found that palm cockatoos largely ignore seeds within ripe fruit on the ground, but readily eat the seeds when the fruit flesh has been removed. Cassowaries consume the fruit whole, when ripe, and defecate seeds in piles away from parent trees, where seed predation rates are lower. These results challenge the prevailing view that fleshy fruits evolved in tight synchrony with high-quality seed dispersers and add support to the non-exclusive hypothesis that aspects of fruit fleshiness may also have evolved as a response to seed predation. Copyright © 2005 Cambridge University Press.",11,Journal,ar,Article,100,2,2,Cassowary | Directed deterrence | Dispersal | Evolution | Fruit-frugivore interaction | Morphology | Terminalia,23435,undefined,0,FALSE,38,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744440228,SCOPUS_ID:22744440228,2-s2.0-22744440228,"Deep ground fires cause massive above- and below-ground biomass losses in tropical montane cloud forests in Oaxaca, Mexico",Asbjornsen H.,Journal of Tropical Ecology,02664674,21,4,427-434,2005-07-01,July 2005,10.1017/S0266467405002373,NA,"Although fire is occurring at greater frequencies and spatial scales in the moist tropics, few studies have examined the ecological impacts of fire in tropical montane cloud forest (TMCF). This study, conducted in the Chimalapas region of Oaxaca, Mexico, documents changes in live tree biomass, live fine-root biomass, and fallen and standing dead wood 4 y following deep ground fires occurring in TMCF during the 1997-98 El Niño Southern Oscillation event. Forests growing on two different substrates (metamorphic and sedimentary) and having three different statures (mean canopy heights: 20-30 m, 15-20 m and 4-6 m) were assessed within six paired plots established on adjacent burned and unburned forest sites. Total live tree biomass was 82% and 88% lower for burned TMCF growing on metamorphic and sedimentary substrates, respectively, compared with unburned TMCF. Nearly 100% of the living biomass was killed in elfin TMCF located on exposed sedimentary limestone at the highest elevations. Live fine-root biomass in the upper organic soil horizon of burned TMCF sites was 49% lower on metamorphic substrates and 77% lower on sedimentary substrates compared with unburned sites. The amount of total dead wood was 3- to 14-fold greater in burned forests compared with unburned forests. These results suggest that first-time fires in relatively undisturbed TMCF can cause dramatic changes in live above- and below-ground biomass at levels greatly exceeding values reported for most lowland tropical rain forests. These patterns may be attributed to the slower decomposition rates and thick organic soils typical of TMCF, combined with the relatively fast drainage associated with steep topography and, in some locations, sedimentary limestone-derived substrates. Copyright © 2005 Cambridge University Press.",43,Journal,ar,Article,100,4,4,Chimalapas | Disturbance dynamics | Ecosystem recovery | Fire | Mexico | Oaxaca | Root biomass | Tropical montane cloud forest | Woody biomass,23435,undefined,0,FALSE,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/22744435474,SCOPUS_ID:22744435474,2-s2.0-22744435474,Light-dependent seedling survival and growth of four tree species in Costa Rican second-growth rain forests,Balderrama S.,Journal of Tropical Ecology,02664674,21,4,383-395,2005-07-01,July 2005,10.1017/S026646740500235X,NA,"The dependence of tree seedling survival and growth on light availability was evaluated over 15 mo in three second-growth, wet forest stands (15-18 y old) in north-eastern Costa Rica. Seedlings of four canopy tree species (Dipteryx panamensis, Hyeronima alchorneoides, Virola koschnyi and Vochysia guatemalensis) were planted into four canopy treatments in three replicated stands and in a pasture site, spanning a nearly complete gradient of light availability. Survival and growth of all species increased in response to increasing light availability, but species differed in survival in shaded microsites (6-20% light transmittance) and in growth increments per light increase. Hyeronima showed the highest mortality at low light levels and the highest relative height growth increase per light increase. In contrast, Virola showed high survival at low and moderate light, but showed the lowest leaf area and above-ground biomass per light increase among all species. Dipteryx and Vochysia maintained relatively high rates of survival and growth across the entire light gradient. Hyeronima and Virola showed trade-offs between growth and survival responses to light, unlike Dipteryx and Vochysia. Differences among species in seedling survival at low light may be determined by a variety of physiological and morphological traits that may or may not be mechanistically linked to growth responses. Copyright © 2005 Cambridge University Press.",44,Journal,ar,Article,100,2,2,Costa Rica | Dipteryx panamensis | Forest regeneration | Hyeronima alchorneoides | Light availability | Secondgrowth forests | Tree seedlings | Virola koschnyi | Vochysia guatemalensis,23435,undefined,0,FALSE,40,NA,NA
