@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030326662,SCOPUS_ID:0030326662,2-s2.0-0030326662,Responses of five arboreal marsupials to recent selective logging in tropical Australia,Laurence W.F.,Biotropica,00063606,28,3,310-322,1996-01-01,1996,"We assessed effects of selective logging of rain forest upon a diverse assemblage of folivorous (leaf-earing) marsupials in tropical Queensland. Australia. Spotlighting censuses of mammal populations were conducted for 1-yr periods before logging (1986/87) and 3 yr after logging (1993/94), on a 150-ha site in which an average of 8-10 tree/ ha (50-55 m'/ha) were extracted. Two formerly logged ""reference sites"" were censused concurrently to assess effects of sampling variation and beraren-year population fluctuations on census results. Lemuroid ringtail possums (Hemibelideus lemmroides) declined markedly in logged forest, while three other possums (Pseudochesrops arcbert. Tricbasmtns vmlpecma, Pseudocberms berbersensis) and a tree-kangaroo (Dendrolagms lmmbolizi) did not differ significantly between pre- and post-logging censuses. Folivores that are highly dependent upon primary forest clearly are most vulnerable to logging. The magnitude and duration of logging impacts on arboreal mammal populations is probably strongly affected by the level of forest structural damage incurred during logging operations We suggest that ecological and behavioral traits such as the degree of arboreality. diet, denning requirements and territorial behavior influenced the responses of these marsupials to logging.",54,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,21,10.2307/2389195,Arboreal mammals | Australia | Blmid tropical forest | Population response | Quenceland | Selecting logging | Warsmpials,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030324625,SCOPUS_ID:0030324625,2-s2.0-0030324625,Comparison of forest structure and use by the Indian giant squirrel (Ratufa indica) in two riverine forests of central India,Datta A.,Biotropica,00063606,28,3,394-399,1996-01-01,1996,"Forest structure and the use of feeding and nest trees by Ratufa indica were assessed at a disturbed and an undisturbed riverine habitat in Bon Wildlife Sanctuary, central India. There were differences in the availability of large trees between the sites. However, despite these differences in forest structure, R. indica at both sites showed similar preferences for feeding in trees greater than 150 cm in girth at breast height (GBH) and with heights greater than 15 m. A preference for larger trees was also observed in the use of nest trees. Though the species may be able to adapt to disturbed forests, there is preferential use of tall mature trees and dependence on canopy continuity. The assessment of forest structure is essential in determining habitat suitability for giant squirrel.",12,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,22,10.2307/2389203,Arboreal mammal | Forest structure | GBH | Giant squirrel | Habitat selection | Ratufa indica | Riverine forest | Tree height,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030324534,SCOPUS_ID:0030324534,2-s2.0-0030324534,"Responses of Venezuelan Understory birds to selective logging, enrichment strips, and vine cutting",Mason D.,Biotropica,00063606,28,3,296-309,1996-01-01,1996,"This paper examines the impact of selective logging and rwo silvicultural treatments (enrichment strips and vine cutting) on understory birds in southern Venezuela. Birds were sampled using mist nets from 1992-93. Assemblages in each forest type were compared with reference plots in primary forest. While selective logging significantly affected understory bird assemblages, the effects were even greater when enrichment strips (linear plantations) were created following harvesting. Bird assemblages changed in proportion to the magnitude of the forestry disturbances. With increasing disturbance, nectanvores increased in abundance while the responses of frugivores were mixed. Insectivores dominated the understory avifauna and generally declined in abundance. The most diverse family of understory birds, the antbirds (Formicriidae), was typical of insectivores. Of the 22 species which occur in primary' forest, a few (two spp.) became abundant following selective logging, but most (16 spp) declined and several (four spp.) were not recorded in logged forest. Compositional changes and the frequency of extirpations were even greater following the creation of enrichment strips Eliminating this silvicultural practice, or replacing it with a less damaging alternative, would better conserve the forest avifauna Cutting vines, which did not greatly alter the structure of the forest understory. had little effect on understory birds.",92,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,23,10.2307/2389194,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030324533,SCOPUS_ID:0030324533,2-s2.0-0030324533,Macroinvertebrates and the processing of leaf litter in a tropical stream,Benstead J.P.,Biotropica,00063606,28,3,367-375,1996-01-01,1996,"The processing of leaf litter in temperate streams has been the subject of numerous studies but equivalent tropical ecosystems have received little attention. The decomposition and macroinvertebrate colonisation of leaf litter was investigated using litter bags placed in a first-order rainforest stream over a 48 day period Changes in leaf chemistry were also studied Decay of the fresh, mixed-species litter was rapid (2.5% day) in comparison to that typically observed m temperate streams The high water temperatures (21°C) at the study site are considered an important (actor in the delay rate observed Initially, average nitrogen content was high (3.5%). Content decreased to 3 percent after six days immersion and, thereafter, remained relatively constant The consequent lack of evidence for microbial conditioning was attributed to species-specific differences in decay rate, giving rue to an overlapping sequence of conditioning and mineralisation of each leaf species within individual litter bags Soluble polyphenols were largely leached from litter during the initial period of immersion Constancy in remaining polyphenol content may be due to complexing with proteins and or lignin compounds. The invertebrate community which colonised litter bags was dominated by insect groups and species richness was lower than that typical of many temperate streams Colonisation dynamics differed among functional feeding groups collector abundance increased on a linear basis whereas shredder and predator groups increased logarithmically. Despite differences in decay rate and taxonomic composition of the invertebrate community, the pattern of leaf litter utilisation and decay in the tropical stream studied was similar to chat typically observed in temperate streams.",72,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,24,10.2307/2389200,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030324515,SCOPUS_ID:0030324515,2-s2.0-0030324515,Spatial distribution of vascular epiphytes on three emergent canopy trees in French Guiana,Freiberg M.,Biotropica,00063606,28,3,345-355,1996-01-01,1996,"The distribution of vascular epiphytes was analyzed on three emergent trees (Hura crepitans, Ceiba pentandra, and Couratart itellata) A total number of species, including 46 orchids, in families was recorded. Number of species was highest in the center of the tree crowns while cover was highest in the middle third of the crown or equally distributed This leads to the assumption that succession does not always reach equilibrium on old branches towards crown center Distribution patterns of single species do not necessarily correspond to that of the total epiphyte mass The entire epiphyte cover is highest on the top of branches while certain species, that could be discussed as specialists on the basis of particular life-form characteristics, are equally abundant on the bottom There was no clear distribution pattern with respect to branch inclination Distribution patterns are partly explained by the life-form of the plants.",73,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,25,10.2307/2389198,Branch position | Epiphytes | French | Life-form | Spatial distribution,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030322346,SCOPUS_ID:0030322346,2-s2.0-0030322346,Malarial parasites (Plasmodium) of anolis lizards: Biogeography in the lesser antilles,Staats C.,Biotropica,00063606,28,3,388-393,1996-01-01,1996,"Anolis lizards (Iguanidae) were surveyed for malarial parasites on 14 islands in the eastern Lesser Antilles, St. John in the Virgin Islands, and Curacao and Aruba in the southern Caribbean. Two species of malaria were identified in 4859 lizards sampled from the 17 islands. Plasmodium floridense and P. azurophilum. There was no relationship between island size, elevation, or rainfall and the presence or absence of malaria. Some of the largest islands had no malaria, some large and small islands had one species, and some, including tiny Saba, had both species of Plasmodium, P. azurophilum was found throughout the Lesser Antilles from St. Martin to Grenada; P. floridense was restricted to the northern islands, not further south than Montserrat Our results, combined with surveys from other areas of the Caribbean basin, show both species of malaria infect anoles from distantly related taxonomic groups, suggesting that the parasites have had an ancient association with their lizard hosts.",20,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,26,10.2307/2389202,Anolis | Antilles | Biogeography | Caribbean | Lizards | Malaria | Plasmodium,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030322255,SCOPUS_ID:0030322255,2-s2.0-0030322255,Genetic and morphological variation in Vanzolinius discodactylus: A test of the river hypothesis of speciation,Gascon C.,Biotropica,00063606,28,3,376-387,1996-01-01,1996,"Allozyme and morphological variation among populations of an Amazonian frog were analyzed to test for a riverine effect on population differentiation. High levels of genetic diversity within populations and genetic diversification among populations were found. Although correlations between genetic and geographic distances of population pairs were positive, they were not significant and indicated that sites that were dose geographically were not genetically more similar. Only one of the 15 polymorphic loci showed any variation in allozyme frequency attributable to the presence of the river, but none of the overall among-population component of allozyme frequency variation (FST = 0.368) can be attributed to the river (FRT = 0.000). Significant differences in morphology (corrected for size differences) were found among the 11 populations in canonical variate space. In univariate Nested ANOVAs, five of the 12 morphological variables showed significant differences due to the presence of the river. However, cluster analysis performed on all morphological variables failed to detect obvious groups based on river bank locality. We could detect no congruence of pattern between morphological and genetic variation among populations. These results suggest true morphological characters may evolve at different rates than detectable allozyme differentiation.",49,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,27,10.2307/2389201,Amazonia | Amphibians | Barriers | Genetic structure | Morphological variation | Population differentiation | Tarzea | Terra firme forest | Vanzolinius discodactylus,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030322094,SCOPUS_ID:0030322094,2-s2.0-0030322094,"Tropical dry forests of St. Lucia, West Indies: Vegetation and soil properties",Gonzalez O.,Biotropica,00063606,28,4 A,618-626,1996-01-01,December 1996,"The tropical dry forest life zone of St. Lucia is largely covered by scrub forest characterized by a short canopy and a large number of small-diameter trees. However, it is unclear whether these short-stature forests result from edaphic properties that limit the development of taller-stature dry forest or result from the repeated harvest of wood. To investigate the influence of edaphic properties on forest composition and structure, we sampled 21 stands within the dry forest life zone of St. Lucia. Mean canopy height in the scrub forest was 4 m and stands contained an average of 39,407 stems ha-1; 96 percent of those stems were ≤5 cm in diameter. Mean basal area in the scrub forest (stems ≥1.0 cm DBH) was 15 m2 ha-1, 62 percent of which consisted of stems ≤5 cm in diameter. Guettarda scabra (Rubiaceae) and Croton spp. (Euphorbiaceae) were the most common species. Soil organic C averaged 3.2 percent, potential net N mineralization was 1.49 μg N g-1 d-1, and potential net nitrification was 1.61 μg NO3--N g-1 d-1. Concentrations of available P ranged from 1 to 3 mg kg-1. We found no relationship between vegetation and soil properties in the scrub forest of St. Lucia. Moreover, most soil properties in the short-stature scrub forest did not significantly differ from those of relatively undisturbed tropical dry forest in our study area, even though overstory composition and structure differed dramatically. Rates of net N mineralization in the scrub forest were 57 percent of those in a relatively undisturbed dry forest; that difference was significant. The similarity of soil properties between short-strature scrub forest and relatively undisturbed dry forest suggest that repeated disturbance, rather than edaphic properties, is a major influence on forest composition and structure within the dry forest zone of St. Lucia.",24,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,28,10.2307/2389048,Disturbance | Nitrification | Nitrogen mineralization | Soil properties | Species composition | St. Lucia | Stand structure | Tropical dry forests,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030320138,SCOPUS_ID:0030320138,2-s2.0-0030320138,Floral biology and pollination of the dioecious palm Phytelephas seemannii in Colombia: An adaptation to staphylinid beetles,Bernal R.,Biotropica,00063606,28,4 A,682-696,1996-01-01,December 1996,"We studied the inflorescence phenology, floral biology, insect visitation, and pollen transport of the vegetable ivory palm Phytelephas seemannii in tropical rain forest at the Pacific coast of Colombia. Inflorescences warm up before and during anthesis. Male inflorescences open mostly by day and females at night. Visitors include Coleoptera (Staphylinidae, Nitidulidae, Curculionidae, Scarabaeidae), Diptera (Drosophilidae, Sphaeroceridae), Hymenoptera (Apidae, Vespidae), and Acarina, which are attracted to the male inflorescences by pollen and breeding opportunities. Female inflorescences apparently offer no reward, and they attract visitors by odor mimicry. Pollination takes place from dawn and throughout the daytime, and is mostly carried out by three species of pollen-eating Amazoncharis (Staphylinidae: Aleocharinae) and by their predators, Xanthopygus (Staphylinidae: Staphylininae). Amazoncharis reproduces in the male inflorescences by constructing egg chambers in the fleshy receptacle of the flowers. This reproductive behavior resembles that of beetles in the closely related subtribe Gyrophaenina that reproduce in fleshy mushrooms, whose spores they eat. We suggest that the fleshy structure of the male flowers' receptacle in this species is an adaptation to the pollination by egg chamber constructing Alaeocharinae.",44,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,29,10.2307/2389054,Aleocharinae | Amazoncharis | Colombia | Dioecy | Flower-breeding | Palmae | Phytelephas | Pollen-feeding | Pollination | Staphylinidae,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030319540,SCOPUS_ID:0030319540,2-s2.0-0030319540,Tree phenology in a tropical montane forest in Rwanda,Sun C.,Biotropica,00063606,28,4 A,668-681,1996-01-01,December 1996,"The phenology of 568 trees of 49 species producing fleshy fruits was studied in a montane forest in Rwanda between January 1991 and January 1993. Fruiting peaked during the major wet season in March-May, but remained high during the major dry season in July-August. A period of reduced fruiting occurred in the beginning of each calendar year during the minor dry period. Leaf flushing peaked during the major dry season in July-August, whereas flowering peaked in the beginning of each calendar year. These observations were inconsistent with the general pattern predicted by an ""insolation-limitation hypothesis"" that community-wide flowering and leaf flushing in tropical forests should be closely related in time and that both phenophases reach their peaks during the period of the most intense insolation. When species were grouped by seed size, the large-seeded group displayed a greater temporal variation in fruit abundance (greater fruiting seasonality) than the small-seeded group. When species were examined individually, however, seed size was not related to either fruiting duration or within-species fruiting synchrony, two attributes determining the degree of fruiting seasonably of a species. Fruiting patterns manifested by a group thus could not be explained by attributes from species constituting the group. Different degrees of fruiting seasonality displayed by different seed-sized groups may be due to different degrees of within-group interspecific fruiting synchrony.",99,Journal,ar,Article,100,7,7,13817,undefined,0,FALSE,30,10.2307/2389053,Africa | Fruiting seasonality | Montane forest | Phenology | Rwanda | Seed size | Tropical forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030319528,SCOPUS_ID:0030319528,2-s2.0-0030319528,Ant dispersal of Croton priscus (Euphorbiaceae) seeds in a tropical semideciduous forest in Southeastern Brazil,Passos L.,Biotropica,00063606,28,4 A,697-700,1996-01-01,December 1996,"Seed dispersal of C. priscus was studied in a semideciduous forest in S.E. Brazil. C. priscus is a pioneer tree, with abundant capsules containing three elaiosome-bearing seeds. The seeds are explosively dispersed and the mean ballistic dispersal distance for two trees were 3.2 and 3.4 m. The explosive ejection of seeds is followed by ant exploitation. Eleven ant species were attracted to the elaiosomes of the seeds, but only two species regularly removed seeds. On average, Atta sexdens and Pheidole sp. 1 move seeds 2.5 and 1.0 m, respectively. The ants usually deposit the seeds in the nest. The seed removal rate was 88 percent (N = 100) over the first 24 hr of exposure. Our results indicate that elaiosome removal by ants probably does not improve germination rates in C. priscus. Seeds without elaisomes and seedlings of C. priscus were frequent on refuse piles of ant nest in the study area, suggesting that transport of the seeds by Attini and Pheidolini may provide beneficial effects in the Croton system.",38,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,31,10.2307/2389055,Ant-plant interaction | Ants | Ballistic dispersal | Croton | Euphorbiaceae | Myrmecochory | Seed dispersal | Seed rain,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030319526,SCOPUS_ID:0030319526,2-s2.0-0030319526,Activity and habitat use in a population of Ameiva ameiva in Southeastern Colombia,Blázquez M.C.,Biotropica,00063606,28,4 A,714-719,1996-01-01,December 1996,"The abundance, time of activity, time budget, and microhabitat selection of a population of Ameiva ameiva living in the Sierra of Chiribiquete (Southeastern Colombia) were studied. The area is isolated from the surrounding forest and has reduced trophic resources and few potential predators of lizards. The population is characterized by the small size of the lizards and by low density (22.1 indv/ha). Probably the special characteristics of the habitat make possible the lengthened daily activity pattern in both juvenile and adult individuals, but this pattern is also related to relative humidity. The juveniles showed a unimodal pattern with maximum frequency of sightings at midday, while the adults preferred the morning and afternoon hours. Both age groups used open, sunny areas and spent most of their time in foraging and basking behaviors.",4,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,32,10.2307/2389057,Ameiva ameiva | Colombia | Daily activity | Habitat use | Reptiles | Sauria,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030318933,SCOPUS_ID:0030318933,2-s2.0-0030318933,Host associations of two adventitious-root-climbing vines in a North Queensland tropical rain forest,Talley S.,Biotropica,00063606,28,3,356-366,1996-01-01,1996,"The abundance of adventitious-root-climbing vines, predominantly Freycinetia excelsa and Piper caninum, on potential host trees was investigated in a north Queensland tropical rain forest. All trees 10 cm DBH and greater were measured and assessed for adventitious-root-climber presence Additional trees of the most abundant species were examined giving a total of 833 trees Some 169-4 adventitious-root-climbing vines were recorded from the study area. Distribution over the rain forest trees was not homogeneous, but exhibited host associations. Interspecific differences between potential host trees were analyzed in terms of allelopathy, bark characteristics, and gross morphological features Bark characteristics are proposed as the main factor for the relative absence of adventitious-root-climbing vines on trees of Syzygium papyraccum and Austromyrtus shepherd. Thin, peeling, sloughable bark characterize these members of the Myttaceae Trees heavily infested by adventitious-root climbers include Beslschmdta collina with non-descript (though slightly rough) bark providing a good, stable climbing surface with little phytotoxicity, and Citronella smythis, with thick, corky, fissured bark, also lacking allelopathic materials Allelopathic effects of bark phytochemicals seem to be predominantly responsible for the absence of infestation of Alphitonia petries by adventitious-root climbers.",31,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,33,10.2307/2389199,Allelopathy | Australia | Bark characteristics | Hanas | Host pereference | Sines | Tropical rain forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030318796,SCOPUS_ID:0030318796,2-s2.0-0030318796,Ants inhabiting Cubitermes termitaries in African rain forests,Dejean A.,Biotropica,00063606,28,4 A,701-713,1996-01-01,December 1996,"We hypothetized that termitaries of Cubitermes with their alveolate structure might constitute good shelters for ant colonies. We tested this hypothesis in 10 forest of southern Cameroon whre we assessed a density of 124.48 ± 13.6 Cubitermes fungifaber and C. banski termitaries (both active and abandoned) per ha. Our worked was undertaken on 725 termitaries among which we distinguished three groups: active, vertical (358); abandoned, vertical (220); and fallen abandoned (147). The rate of termitaries sheltering ant societies is higher for those which are abandoned (92.5% for fallen ones; 83.6% for vertical ones) than for those which are active (43.8%). We recorded 799 ant societies belonging to 37 genera and 151 species, of which 11 are undescribed. We found up to six ant colonies per termitary. These termitaries, which are frequent in the understory, thus proved to be good shelters for ant societies. Moreover, this represents one of the highest levesls of diversity of ants ever recorded, although these termitaries correspond to a limited area in comparison to that represented by the soil and leaf litter, rotten wood lying on the ground, or trees' trunks and canopy. These results imply that in the rain forest the scarcity of nesting sites is one of the principal factors limiting the populations of the ground-dwelling ants. The termitaries sampled also sheltered 103 incipient ant colonies (12.9% of the total number of societies) which belong principally to the Formicinae (71.7% of the societies of Formicinae recorded were incipient; 4.3% for the Ponerinae; 5.9% for the Myrmicinae and 0% for the Cerpachyinae and the Dolichoderinae). Depending on the subfamily, the Cubitermes termitaries are used as shelter only during foundation (Formicinae) or during the entire life cycle (other subfamilies).",31,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,34,10.2307/2389056,Africa | Ant-termite relationships | Biodiversity | Cameroon | Rain forest | Social insects | Soil fauna,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030318795,SCOPUS_ID:0030318795,2-s2.0-0030318795,Responses to simulated drought and elevated nutrient supply among shade-tolerant tree seedlings of lowland tropical forest in Singapore,Burslem D.,Biotropica,00063606,28,4 A,636-648,1996-01-01,December 1996,"Seedlings of three tree species of lowland tropical rain forest in Singapore grown in pots of forest soil at low irradiance were subjected to simulated drought and nutrient addition treatments. The gravimetric soil water contents applied during drought simulations were within the range found during an eight-month survey of soil moisture content at 10 understory sites in primary forest in Singapore. Aspects of plant growth and dry mass allocation were influenced strongly by simulated drought for all three species. Morphological responses to the low-frequency watering regime were similar to those described for herbaceous crop plants subjected to water shortage, and suggest that the tree seedlings used are capable of withstanding substantial periods of low soil water availability. In addition, analysis of covariance showed that height and leaf area growth of seedlings of Antidesma cuspidatum were limited by Mg and height growth of seedlings of Vatica maingayi by one or more macro-nutrients. These results suggest that tree seedlings of tropical lowland rain forests may be limited by the availability of soil resources, as well as irradiance, when growing in deep shade.",79,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,35,10.2307/2389050,Drought response | Lowland tropical forest | Nutrient response | Plant physiological ecology | Shade-tolerant seedlings | Singapore | Tree seedling growth | Water relations,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030318130,SCOPUS_ID:0030318130,2-s2.0-0030318130,The diet of Resplendent Quetzal (Pharomachrus mocinno mocinno: Trogonidae) in a Mexican cloud forest,Avila H. M.L.,Biotropica,00063606,28,4 A,720-727,1996-01-01,December 1996,"The diet and feeding habits of the Resplendent Quetzal (Pharomachrus m. mocinno) were studied in the cloud forest of the ""El Triunfo"" Biosphere Reserve, Chiapas, Mexico. Adults fed on fruits of 15 plant species, six of which (40%) are members of the family Lauraceac; 63 percent of the fruit items consumed were from these species. Other fruit items consumed were from species belong to the families Theaceae (8.3%) and, with 4.2 percent each: Myrsinaceae, Araliaceae, Verbenaceae, Solanaceae, Myrtaceae, Melasomataceae, Moraceae and Clusiaceae. Quetzals took fruits on the wing from distal branches of trees. Feeding activity was highest in the late afternoon hours. Average sex ratio in feeding groups was 1:1. The diet of chicks consisted of fruits (24%) and insects and small vertebrates (76%) during their first 10 d, and 72 percent fruits and 28 percent animal food from then until fledging. Large fruits increased and soft bodied animals decreased significantly in the chick's diet between these two periods. Of the plant species fed to the chick 37.5 percent belonged to the family Lauraceae. Of the total fruit items, 50 percent belonged to this family, in contrast 10 higher proportions reported for P. m. costaricensis. In the overall chick's diet, Lauraceous fruit made up 19 percent, close to that reported for P. m. costaricensis. Other bird species that took fruit from the same trees as the quetzals fed from the inner branches while perching and fed mainly on non-lauraceous fruits, with small seeds. Our results support the view that the quetzal is a specialized frugivore, feeding mainly on fruits of the family Lauraceae. Quetzals may play an important role as seed dispersal agents especially during the non-breeding season, when they move up to 3 km/d, adding up to several dozen km in a season.",16,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,36,10.2307/2389058,Chiapas | Cloud forest | Diet | Frugivory | Lauraceae | Pharomachrus mocinno | Quetzal | Trogonidae,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030318123,SCOPUS_ID:0030318123,2-s2.0-0030318123,Coexistence and community structure of tropical trees in a Hawaiian montane rain forest,Hatfield J.S.,Biotropica,00063606,28,4 A,746-758,1996-01-01,December 1996,"We measured the diameter at breast height of all trees and shrubs ≥5 meters in height, including standing dead trees, on 68 0.04-hectare study plots in a montane, subtropical rain forest on Mauna Loa, Hawai'i. The canopy species consisted of 88 percent Metrosideros polymorpha (ohia) and 12 percent Acacia koa (koa). Negative associations were found between the densities of koa and ohia, the density of koa and the total basal area of ohia, and the total basal areas of koa and ohia. The two-species lottery competition model, a stochastic model in which the coexistence of two species in a space-limited community results from temporal variation in recruitment and death rates, predicts a quadratic-beta distribution for the proportion of space occupied by each species. A discrete version of the quadratic-beta distribution, the quadratic-beta binomial distribution, was fit to the live koa and ohia densities and assessed with goodness-of-fit tests. Likelihood ratio tests provided evidence that the mean adult death rates of the two species were equal but that the relative competitive abilities of the two species favored ohia. These tests were corroborated by a contingency table analysis of death rates based on standing dead trees and growth rate studies which report that koa grows much faster than ohia. The lottery model predicts a positive covariance between death rates and ohia recruitment when mean death rates are equal and koa has a higher growth rate than ohia. We argue that the competitive advantage of ohia is due to its superior dispersal ability into large gaps, which would yield the positive covariance described above, and it is this positive covariance term that skews the occupation of space in favor of ohia.",8,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,37,10.2307/2389061,Acacia koa | Coexistence | Competition | Hawaii | Lottery model | Metrosideros polymorpha | Montane rain forest,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030318120,SCOPUS_ID:0030318120,2-s2.0-0030318120,"Litterfall, temperate and tropical dominant trees, and climate in a Mexican lower montane forest",Williams-Linera G.,Biotropica,00063606,28,4 A,649-656,1996-01-01,December 1996,"Litterfall was measured monthly during three years in a lower montane forest at 1225 m in central Veracruz, Mexico. The focus was to determine litterfall inputs by dominant tree species from different phytogeographical affinities, and their relation to precipitation and temperature. Total annual litterfall was 8.45 ± 0.18 Mg ha-1 yr-1 (mean ± 1 SE), of which 70 percent were leaves, 15 percent woody parts, 3 percent reproductive parts, and 12 percent unclassified. Leaf litter was separated into holarctic and tropical species. Holarctic species (Carpinus caroliniana, Liquidambar macrophylla and Quercus spp.) leaf litter was 4.86 ± 0.31 Mg ha-1 yr-1, and tropical species (Turpinia insignis, Clethra mexicana, Ocotea psychotrioides and Eugenia xalapensis) was 1.03 ± 0.11 Mg ha-1 yr-1. No significant differences were found among years. Significant differences were found among months, and pronounced seasonal patterns in litterfall were observed. Total litterfall and leaf litter of holarctic species showed strong negative correlations with precipitation and minimum temperatures. In contrast, a significant positive correlation of litterfall with maximum temperature was found for tropical species. Litterfall production by individual tree species is related to their phytogeographical origin.",47,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,38,10.2307/2389051,Cloud forests | Litterfall | Lower montane forests | Mexico | Microenvironments | Phytogeography | Veracruz,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030318084,SCOPUS_ID:0030318084,2-s2.0-0030318084,Fine-root biomass in three successional stages of an Andean cloud forest in Colombia,Cavelier J.,Biotropica,00063606,28,4 A,728-736,1996-01-01,December 1996,"Stem density, basal area, the vertical distribution (0-25 cm) of roots (<2 mm and <5 mm) and its biomass were studied in a 10-year-old, a 20-year-old and a mature forest at La Planada cloud forest. There was an increase in canopy height (5-6 m to 20-22 m) and basal area (8.3 to 21.1 m2 ha-1) with increasing forest age, and a decrease in stem density (17,466 to 651 stems >2.5 cm ha-1). In all three forests, there was an exponential reduction in root biomass with increasing depth. Root biomass (<5 mm) in the first 10 cm of the soil, measured with soil cores on flat terrain, was not significantly different among the three successional stages (3.46, 3.71, 4.00 Mg ha-1, respectively). In contrast, the microtopography of the forest floor becomes more variable with increasing forest age. This increase in the surface roughness seems to be the result of increasing accumulation of dead logs and large branches that provide space for the expansion of root systems. Indeed, the aboveground root biomass (<5 mm) was higher in the mature forest (6.03 Mg ha-1) than in the 10-year-old successional forest (2.85 Mg ha-1). If changes in microtopography represent such an important resource for root growth, dead logs may be a key controlling factor in the succession of the aboveground biomass and structure of montane rain forests.",21,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,39,10.2307/2389059,Basal area | Belowground | Cloud forest | Colombia | Fine roots | Root biomass | Succession,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029773312,SCOPUS_ID:0029773312,2-s2.0-0029773312,Pollination of bactris by phyllotrox and epurea. implications of the palm breeding beetles on pollination at the community level,Listabarth C.,Biotropica,00063606,28,1,69-81,1996-01-01,1996,"The reproductive biology of three syntopical palm species. Bactris bifida. B. mmiuvia. and B. gasipacei was investigated to determine their pollination strategies and pollinators, and to elucidate their impact on pollination for the local palm assemblage. In Petuvian Amazonia, is pollinated mainly by beetles of the genera Phyllotox (Curculionidae) and Eparus (Nitidulidae), which are attracted to the protgynous, heavily scented inflorescences for mating and oviposition. In experiments (N = 15), beetles were constantly raised in the staminate flowers, which abscise after antheisi Pollinator activity is crepuscular-nocturnal and the beetles change from male phase inflorescences to female phase inflorescences during twilight. The non-overlap of sexual phases within individuals largely promotes outbreeding in Ba. The extensively cultivated B is pollinated by other species of Phyllotrox and Epurta than the primary forest species B bifida and B . The latter two share the same pollinators with two species of . These species constitute an assemblage of reproductively similar palms. The beetle pollinators are associated with the palms mainly at and above the generic level, although development of their larvae in the abscised flowers of the host species probably leads to a chemical preference and thus flower constancy"" to that species. At the end of the host plant's flowering period beetles may switch to another assemblage member, because the palms provide the same resources. The assemblage members are patchily distributed, and population density in such patches is extremely high. They show staggered flowering and the most abundant species within the assemblage flower 2 or even 3 times a year, while less abundant species flower once a year.",58,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,40,10.2307/2388772,Bactris(bascitridinac) cartharophtly | Community | Epurea (nitidalidact) | Palnse (arecaceae) | Phyllottox (curculionidac) | Plasm assemblagt | Pollination | Pollinator reproduction,NA,NA
