@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0028165652,SCOPUS_ID:0028165652,2-s2.0-0028165652,"Dispersal, fruit utilization and seed predation of Dysoxylum gaudichaudianum in early successional rainforest, Krakatau, Indonesia",Whittaker R.,Journal of Tropical Ecology,02664674,14697831,10,2,167-181,1994-01-01,May 1994,10.1017/S0266467400007811,"Dysoxylum gaudichaudianum is an important canopy tree on the Krakatau Islands, and its ecology is of significance to an understanding of successional dynamics. It is abundant on Panjang and Sertung, but only locally common on Rakata. A study was undertaken of three aspects of its seed ecology in July/August 1992, The chief dispersers of D. gaudichaudianum are suggested here to be birds, with two species of pigeon and a bulbul prominent as fruit feeders over a short observation period. Bird activity dislodges large numbers of fruits and seeds which fall to the ground where they form a resource available to other animals. It was observed that seeds of D. gaudichaudianum suffer varying levels of attrition on the forest floor, with 40% of the total sample lost over a 12-day period, compared with 23% which had germinated. When mature, opening fruits develop a fishy aroma, which is attractive to insects. They hasten the decay process and release the seeds. The soft, rotting tissues of fallen fruits support a small, short-lived successional insect community. After about five days on the forest floor only the seeds and the outer fruit coat remain. Despite the abundance of fruit of this species during the dry season and its obvious attraction to frugivorous birds, D. gaudichaudianum has still colonized only a small fraction of the near-coastal lowlands of Rakata. © 1994, Cambridge University Press. All rights reserved.",13,Journal,ar,Article,100,2,2,dispersal | Dysoxylum | frugivores | island colonization | Krakatau | rainforest | seed predation | succession,23435,ODA,undefined,Oregon Department of Agriculture,0,FALSE,23,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163043,SCOPUS_ID:0028163043,2-s2.0-0028163043,The basis of reproductive seasonality in Mastomys rats (Rodentia: Muridae) in Tanzania,Leirs H.,Journal of Tropical Ecology,02664674,14697831,10,1,55-66,1994-01-01,February 1994,10.1017/S0266467400007719,"starting after the rains and extending well into the dry season. During a two-year study in Tanzania, we tested three hypotheses to investigate the proximal causes of this seasonality. Food availability was no limiting factor since food supply could not induce continuous breeding. Temperature was always high and thus not a restrictive climatic factor. Diet was probably always sufficiently varied and protein-rich to allow reproduction. This contradicts earlier hypotheses that consider Mastomys as an opportunistic breeder in which reproduction is seasonally limited by poor conditions; environmental predictors were believed not to be involved since the animals live in an unpredictably unstable environment. However, although the occurrence of rain may be unpredictable, it is highly predictable that heavy rainfall will be followed by good conditions. Laboratory experiments show that sprouting grass has a stimulatory effect on reproduction, suggesting that breeding is triggered by new vegetation. Reproduction of the African murid genus Mastomys, multimammate rats, is seasonal. © 1994, Cambridge University Press. All rights reserved.",74,Journal,ar,Article,100,3,3,ger | Mastomys | multimammate rats | reproductive trig | Rodentia | seasonal reproduction | Tanzania,23435,NA,undefined,NA,0,FALSE,24,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028163026,SCOPUS_ID:0028163026,2-s2.0-0028163026,Seasonal diet of capuchin monkeys (Cebus apella) in a semideciduous forest in south-east Brazil,Galetti M.,Journal of Tropical Ecology,02664674,14697831,10,1,27-39,1994-01-01,February 1994,10.1017/S0266467400007689,". The diet of capuchin monkeys, Cebus apella, in a 250 ha semideciduous forest in south-east Brazil was studied for 44 consecutive months. Based on 367 feeding bouts the diet of capuchins was 53.9% fruit pulp, 16.0% seeds, 11.1% flowers, 6.3% leaves and new shoots, 1.5% roots and 13.9% corn from plantations surrounding the forest. Seventy-one plant species were consumed by capuchins. Food availability was markedly seasonal. During the dry season the fleshy fruit availability decreased, and at that time the capuchins became seed predators and flower-eaters. Several fruits eaten by capuchins in the dry season were not consumed by other frugivorous vertebrates, such as howler monkeys, parrots or squirrels, allowing capuchins to avoid competition with other arboreal frugivores. In semideciduous forests where fleshy fruits are less abundant than in the wet forests capuchins are important seed predators. © 1994, Cambridge University Press. All rights reserved.",85,Journal,ar,Article,100,2,2,NA,23435,FAPESP,undefined,Fundação de Amparo à Pesquisa do Estado de São Paulo,0,FALSE,25,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162851,SCOPUS_ID:0028162851,2-s2.0-0028162851,Sandfly stratification on tree buttresses in a Costa Rican tropical rainforest,Sutton S.L.,Journal of Tropical Ecology,02664674,14697831,10,1,87-101,1994-01-01,February 1994,10.1017/S0266467400007732,"In humid forests tree buttresses and tree trunks are used as diurnal resting sites by phlebotomine sandflies (Diptera: Psychodidac). When several species are present on the same buttress, the sandfly species are spatially segregated resulting in a pattern of vertical stratification on the buttress within 100 cm of ground level. A change in the distribution of one species induces a change in the distribution of an adjacent species. This is demonstrated under both natural and experimental conditions. Observations of sandflies at dawn and dusk have revealed that the buttress is used as a swarming site; this behaviour provides our favoured explanation for the patterns of vertical stratification on tree buttresses. © 1994, Cambridge University Press. All rights reserved.",2,Journal,ar,Article,100,2,2,buttress | Costa Rica | distribution | insect | phlebotomine | sandfly | stratification | tree | tropical rainforest,23435,NA,undefined,NA,0,FALSE,26,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162746,SCOPUS_ID:0028162746,2-s2.0-0028162746,"Factors influencing tree growth in tropical savanna: Studies of an abrupt Eucalyptus boundary at Yapilika, Melville Island, Northern Australia",Wilson B.,Journal of Tropical Ecology,02664674,14697831,10,1,103-120,1994-01-01,February 1994,10.1017/S0266467400007756,"Most of the land surface of Melville Island, Australia's second largest island, is covered in Eucalyptus savanna. One exception is an area at Yapilika where a large tract of savanna is dominated by Acacia shrubs. An ordination analysis of 122 quadrats revealed that the boundary of Eucalyptus dominance did not correspond to a major change in floristic composition. Detailed transect studies at one site on the boundary showed that Eucalyptus trees were abruptly replaced by a band of Crevillea trees which gradually gave way to Acacia shrub dominance. There was a gradual change in the floristic composition of the savanna across the boundary. The distributional limit of Eucalyptus was found to be independent of any hydrological discontinuity. There was a slight decrease (<2.5 m) in altitude from Eucalyptus to Acacia savanna. The Acacia savanna soils were sandier and their surface soil had significantly lower concentrations of Ca and Mg and significantly greater concentration of Al compared with the Eucalyptus savanna soils. Eucalyptus seedlings planted in the three savanna communities were not found to be under drought stress (pre-dawn leaf xylem potentials of >-0.9 MPa) during the dry season. Over a 12 month period Eucalyptus tttrodonta and E. miniata seedling growth was not significantly different on the Acacia or Eucalyptus savanna, although this result may be due to the counteracting effects of greater soil fertility and tree competition in the Eucalyptus savanna and lower soil fertility in the treeless, and hence competition-free, Acacia savanna. This hypothesis is supported by the significantly greater growth of Eucalyptus seedlings on fertilized Acacia savanna soils. The limited production, dispersal and establishment of Eucalyptus seeds and the greater frequency of fires in the Acacia savanna probably explains the abrupt limit to Eucalyptus dominance along the edaphic gradient. © 1994, Cambridge University Press. All rights reserved.",18,Journal,ar,Article,100,2,2,Australia | boundary | Eucalyptus hydrology | nutrients soils | tropical savanna,23435,NA,undefined,NA,0,FALSE,27,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162743,SCOPUS_ID:0028162743,2-s2.0-0028162743,"Vegetation changes following human disturbance of mid-montane forest in the Wau area, Papua New Guinea",Johan L.C.H.,Journal of Tropical Ecology,02664674,14697831,10,1,41-54,1994-01-01,February 1994,10.1017/S0266467400007707,"This paper examines the floristic changes that occur following human disturbance altitudinal range on Mt Kaindi, with disturbed forest, and Mt Missim, with undisturbed forest. Special attention was given to the status of Nothofagus pullei which is locally dominant on Mt Kaindi. A major change in floristic composition was observed between 1800 and 2000 m. The abundance and species composition of ferns and mosses above 2000 m characterizes the floristic differences. Nothofagus pullei was found to be a pioneer species with a long life-span, one which does not regenerate under its own cover. There were no other important floristic differences between Nothofagus-dominated forest and mixed mid-montane forest. Nothofagus pullei locally dominates the canopy and thereby suppresses the growth of other trees. © 1994, Cambridge University Press. All rights reserved.",15,Journal,ar,Article,100,3,3,mid-montane forest | Nothofagus | Papua New Guinea | vegetation succession | zonation,23435,AAU,undefined,Anand Agricultural University,0,FALSE,28,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0028162631,SCOPUS_ID:0028162631,2-s2.0-0028162631,Pollination biology and breeding systems of six Vochysia species (Vochysiaceae) in Central Brazil,Oliveira P.,Journal of Tropical Ecology,02664674,14697831,10,4,509-522,1994-01-01,November 1994,10.1017/S026646740000818X,". Six Vochysia species occurring in cerrado vegetation or gallery forest in central Brazil were studied for their pollination biology and breeding system. The species showed rather different • flowering phenologies, but presented a relatively uniform floral morphology and attracted a mostly similar spectrum of visitors. Principal pollinators were large Anthophoridae bees, but three species were also visited by sphingid moths while hummingbirds were opportunistic visitors to all species. Some observations indicated that the slight differences in flower size or habitat between species may have influenced the relative importance of bees versus hummingbirds or sphingids as effective pollinators. All six species were found to be self-incompatible with self-pollen tube rejection, usually accompanied by callose deposition, occurring in the mid-style. © 1994, Cambridge University Press. All rights reserved.",36,Journal,ar,Article,100,2,2,Brazil | pollination | Vochysia spp,23435,EC,CI1-0620,European Commission,0,FALSE,29,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028162605,SCOPUS_ID:0028162605,2-s2.0-0028162605,"The impact of simulated folivory on juveniles of Metrodorea pubescens (Rutaceae) in a gallery forest near Brasilia, Federal District, Brazil",Nascimento M.T.,Journal of Tropical Ecology,02664674,14697831,10,4,611-620,1994-01-01,December 1994,10.1017/S0266467400008282,"A field experiment was conducted to test the effects of simulated folivory on leaf production, plant growth rate and mortality of small individuals of Metrodorea pubescens in an evergreen gallery forest in central Brazil. Although complete defoliation decreased annual growth rate, both in absolute and relative values, it also stimulated leaf production. Mortality was observed only in individuals in the smallest size class, but was not statistically related to percentage defoliation. Recovery of completely defoliated individuals was rapid and after one year over 70% of their initial number of leaves was present. It is probable that insect folivory is not a direct cause of mortality of juveniles of this species. © 1994, Cambridge University Press. All rights reserved.",9,Journal,ar,Article,100,2,2,Brazil | cerrado | folivory | gallery forest | Metrodorea pubescens | mortality | plant | plant growth,23435,CNPq,403421/88-8,Conselho Nacional de Desenvolvimento Científico e Tecnológico,0,FALSE,30,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161920,SCOPUS_ID:0028161920,2-s2.0-0028161920,Vertical stratification of fruit bats(pteropodidae) in lowland dipterocarp rainforest in malaysia,Francis C.,Journal of Tropical Ecology,02664674,14697831,10,4,523-530,1994-01-01,November 1994,10.1017/S0266467400008191,"Mistnets were set at ground level and 11-30 m above ground in lowland rainforest at Kuala Lompat in peninsular Malaysia, and Sepilok in Sabah, to compare the abundance of fruit bats in the subcanopy and at ground level. Capture rates in the subcanopy were up to 100 times greater than at ground level, averaging 3-7 bats per net-night. Species diversity was higher in the subcanopy than forest understorey. Two species that were frequently captured in the subcanopy, Megaerops welmorei and Dyacopterus spadkeus, were previously thought to be rare. The abundance of Old World fruit bats in the subcanopy indicates that their roles in pollination and seed dispersal of Malaysian forest trees may be greater than previously recognized. Further research on foraging ranges, food selection and roosting habits is required to determine the overall importance of fruit bats in forest regeneration through seed dispersal, and the adequacy of existing reserves for their conservation. © 1994, Cambridge University Press. All rights reserved.",53,Journal,ar,Article,100,1,1,community ecology | dipterocarp forest | fruit bats | Malaysia | Megachiroptera | Pteropodidae rainforest | vertical stratification,23435,WCS,undefined,Wildlife Conservation Society,0,FALSE,31,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161838,SCOPUS_ID:0028161838,2-s2.0-0028161838,"Abundance and diversity of spiders from the canopy of tropical rainforests with particular reference to Sulawesi, Indonesia",Russell-Smith A.,Journal of Tropical Ecology,02664674,14697831,10,4,545-558,1994-01-01,November 1994,10.1017/S0266467400008221,"Spiders were sampled by knockdown insecticide fogging from the canopies of tropical rainforest sites in Dumoga-Bone National Park, Sulawesi, at altitudes of 210 m, 300 m, 400 m and 1150 m. The density of spiders in the canopies increased with altitude from 0.97 m- at 210 m to 14.6 at ll50m#x201CSpecies numbers increased five-fold between 210 m and 1150 m but species diversity (a of the log series) was greatest at 210 m and least at 1150 m, partially due to dominance of the fauna by few species at the highest altitude. Similarity between the spiders#x2019; communities (as measured by the Morisita-Horn index) was greatest between canopies at 300 m and 400 m and least at 400 m and 1150 m. Theridiidae were abundant inforests at all altitudes, Pholcidae and Salticidae in the lowland forests between 210 m and400 m and Clubionidae, Linyphiidae and Oonopidae in the montane forest at 1150 m. Theridiidaewas the most species-rich family at all altitudes (22-30#x0025; of all species). Other species-rich families included Araneidae (7-19#x0025;) and Salticidae (8-17#x0025;) in lowlandforests and Clubionidae (12#x0025;), Oonopidae (10#x0025;) and Salticidae (12#x0025;) in the montane forest. Published information on density, proportion and diversity of spiders incanopies of both tropical and temperate trees is reviewed and the results discussed in relation to those from the present study. © 1994, Cambridge University Press. All rights reserved.",41,Journal,ar,Article,100,2,2,abundance | altitude | canopy | diversity | Indonesia | rainforest | spiders | Sulawesi | tropical,23435,NA,undefined,NA,0,FALSE,32,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161782,SCOPUS_ID:0028161782,2-s2.0-0028161782,"Butterfly wing colour patterns and flying heights in the seasonally wet forest of Barro Colorado Island, Panama",Burd M.,Journal of Tropical Ecology,02664674,14697831,10,4,601-610,1994-01-01,November 1994,10.1017/S0266467400008270,"I investigated the extent to which adult butterflies with different wing colours display preferences for flying heights within a lowland tropical forest. Observations on eight colour groups, some of which comprised putative aposematic models and mimics while others contained non-aposematic species, were made from the forest floor and from a scaffold tower that reached above the canopy. Two groups (yellow pierids and papilionids and orange heliconiines) were most frequently observed in or above the canopy, and other groups were most frequently observed in or below the canopy. The evidence suggests that significant differences exist between some groups, but stratification does not occur among all colour groups. In particular, flight distributions of some mimicry rings overlap considerably. The light environments of different forest layers are variable, and the role that butterfly wing colours play in signalling or avoiding predation is little understood. However. the general lack of fine stratification of colour groups suggests that flight preferences do not occur because wing colours and patterns are especially cryptic against the background of particular forest layers. © 1994, Cambridge University Press. All rights reserved.",21,Journal,ar,Article,100,1,1,aposematism | Lepidoptera | microhabitat stratification | mimicry | Panama,23435,Princeton,undefined,Princeton University,0,FALSE,33,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028161760,SCOPUS_ID:0028161760,2-s2.0-0028161760,Phenological niches of coexisting serotinous plants in the Namib Desert,Günster A.,Journal of Tropical Ecology,02664674,14697831,10,4,531-544,1994-01-01,November 1994,10.1017/S026646740000821X,"Timing of germination and flowering under different environmental conditions was investigated in four coexisting serotinous desert plants: Blepharis grossa (annual herb), Geigeria alata, Geigeria ornativa (facultative perennial herbs) and Petalidium setosum (perennial shrub). Germination patterns were similar under varying environmental conditions in the study species, except for P. setosum, which germinated later when conditions were less favourable. B. grossa always germinated early, G. alata and G. ornativa later, which could be explained by differences in their seed dispersal mode. Thus no obvious niche separation in timing of germination was indicated in the study species. Flowering periods varied between seasons rather than between species and no niche separation in flowering times existed between the study plants. This might indicate that either interspecific competition plays a minor role in a community of desert serotinous plants or that niche separation exists in other components of the plants’ niche, such as seed dispersal, seedling establishment and/or microhabitat selection. © 1994, Cambridge University Press. All rights reserved.",10,Journal,ar,Article,100,1,1,desert | germination | Namibia | niche separation | phenology | seed dispersal | serotiny,23435,NA,undefined,NA,0,FALSE,34,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028160314,SCOPUS_ID:0028160314,2-s2.0-0028160314,"The effects of commercial mechanised selective logging on a transect in lowland rainforest in the Lope Reserve, Gabon",White L.J.,Journal of Tropical Ecology,02664674,14697831,10,3,313-322,1994-01-01,August 1994,10.1017/S0266467400007987,"Plots of 1.25 and 11.25 ha were enumerated for trees and lianes 310 cm and trees 2=70 cm dbh respectively along a line transect in the Lope Reserve, Gabon. In the small plot 511 trees and lianes of 116 species were found, and 175 trees of 48 species were present in the large plot. The plots were then subject to commercial mechanised logging and the enumerations were repeated once logging had been completed. The extraction rate was two trees ha1 and in the large plot a total of 31 (17.7%) trees representing 20.6% of the total original basal area died. Incidental damage in the small plot resulted in the loss of 10.8% of trees and lianes present, and 12.9% of the original basal area. Canopy cover was reduced by 10%. Damage levels were low compared with figures from most other tropical regions. The relevance of these figures to forest management in Gabon are discussed. © 1994, Cambridge University Press. All rights reserved.",46,Journal,ar,Article,100,1,1,damage levels | forest management | forest vegetation | Gabon | mechanised commercial logging | rain-,23435,WCS,undefined,Wildlife Conservation Society,0,FALSE,35,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028160192,SCOPUS_ID:0028160192,2-s2.0-0028160192,"Avifauna in three vegetation types on Mundanthurai Plateau, South India",Johnsingh A.,Journal of Tropical Ecology,02664674,14697831,10,3,323-335,1994-01-01,August 1994,10.1017/S0266467400007999,"Patterns of bird species diversity within three vegetation types were investigated by the line transect method on Mundanthurai Plateau, South India. Minimum numbers of species and individuals were seen in the study area during July and August. Such seasonal variation was more pronounced in riverine and dry deciduous forest than in the secondary vegetation which was avoided by most of the winter migrants. There was a greater species overlap between riverine and dry deciduous forest than between riverine and secondary vegetation. No relationship could be established between bird species diversity and tree species/foliage height diversity. The secondary vegetation had fewer specialized forest species and more generalists. Larger birds (200 g) were rare but smaller ones (50 g) were more common. The paper emphasizes that the conservation status of avifauna in managed forests in India needs to be assessed and monitored. © 1994, Cambridge University Press. All rights reserved.",22,Journal,ar,Article,100,1,1,bird species diversity | dry deciduous forest | India | line transect | managed forests | riverine forest | species diversity,23435,USFWS,8851-658-02,U.S. Fish and Wildlife Service,0,FALSE,36,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028160099,SCOPUS_ID:0028160099,2-s2.0-0028160099,"Population dynamics of two sympatric isopod species in a pine forest in central Java, Indonesia",Vink K.,Journal of Tropical Ecology,02664674,14697831,10,3,417-430,1994-01-01,August 1994,10.1017/S0266467400008087,"The populations of two dominant isopod species in a Pinus merkusii forest on the southern slope of mount Ungaran in central Java, Indonesia, were periodically sampled during one year using Tullgren extractions from soil cores. The aim of the research was to collect moreinformation about the life-cycles of tropical isopods by analysing size-class distributionsof two sympatric isopod species, belonging to the genus Burmoniscus. Biomass of the populations was estimated from length-weight conversions established for each species in the laboratory. The efficiency of the Tullgren extraction method was estimated by comparison to hand sorting; no difference was found between these methods. The abundance of the two species differed significantly with time. Burmoniscus Sp. A was more abundant during the wet season, whereas the population fluctuations of Burmoniscus Sp. B were more spread over the year. Reproduction of both species took place in the wet season. Burmoniscus Sp. A had one generation per year, while for Burmoniscus Sp. B the situation was unclear due to extensive overlap of sizeclasses. Comparisons were made with isopod abundance in other tropical and temperate forests. The mean density of the two species found in this study was 258 m for Burmoniscus Sp. Aand 272 m for Burmoniscus Sp. B, while biomass was 80.4 mg m and 37.6 mg m respectively. Thedatasuggest that densities of isopods in tropical pine forests may be considerably higher than in comparable temperate ecosystems. © 1994, Cambridge University Press. All rights reserved.",5,Journal,ar,Article,100,2,2,biomass | Burmon | Indonesia. Isopoda | iscus | life-cycle | phenology | pine forest | population dynamics | size class,23435,NA,undefined,NA,0,FALSE,37,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028160063,SCOPUS_ID:0028160063,2-s2.0-0028160063,"Spatial distribution of gaps along three catenas in the moist forest of Tai National Park, Ivory Coast",Poorter L.,Journal of Tropical Ecology,02664674,14697831,10,3,385-398,1994-01-01,August 1994,10.1017/S0266467400008063,"The spatial distribution of canopy gaps was analysed on three sites (total 71 ha) in the tropical moist forest of Tai National Park, Ivory Coast. Pattern analysis revealed a clustered distribution of gaps for two of the three sites. Catena dependent gap formation processes might explain local differences in the occurrence and distribution of gaps. Gap densities, sizes and percentage forest area in gap phase are higher on the upper and middle slopethan on the crest or lower slope. As a consequence, regeneration of gap dependent tree species might be directed to the catena positions with the highest disturbance regime. The spatial distribution of gap dependent species can be clumped, not only due to the regeneration within gaps, but also due to the clustered nature of gap distribution on its own. © 1994, Cambridge University Press. All rights reserved.",49,Journal,ar,Article,100,5,5,catena | forest dynamics | gap | Ivory Coast | Monte Carlo test | nearest neighbour | spatial distribution | tropical moist forest,23435,NA,undefined,NA,0,FALSE,38,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0028160048,SCOPUS_ID:0028160048,2-s2.0-0028160048,Tropical tree seedling dynamics: Recruitment patterns and their population consequences for three canopy species in Panama,Steven D.D.,Journal of Tropical Ecology,02664674,14697831,10,3,369-383,1994-01-01,August 1994,10.1017/S0266467400008038,"A study of seedling demography of three shade-tolerant canopy tree species (Quararibea asterolepis, Trichilia tuberculata, and Tetragastris panamensis) was initiated to integrate with long-term studies of tree fruit production and of tree population dynamics on Barro Colorado Island, Panama. Over a five-year period, all seedlings (heightlt;50 cm) and small saplings (height 50 cm to dbh 1 cm) were measured and monitored in permanent tree-centred transects (N#x003D; 10#x2013;11 trees per species). Survival rates increased with plantsize class and were similar among species. Maximum height growth rates increased with increasing plant size, but average growth rates did not; this disparity suggests the importance ofrelease from understorey suppression for long-term recruitment success. Among the three species, Quararibea had the lowest standing seedling densities and almost no sapling recruitment,whereas Tetragastris had the highest densities of both seedlings and saplings; Trichilia seedling and sapling densities were intermediate. In all three species, a few trees produced very high seedling and sapling densities in comparison with the sample average. All three species exhibited a year of exceptionally high new seedling recruitment during the study period; these good years were not coincident among the species but instead reflected the species#x2019; phenological differences. Since seedling survival becomes relatively constant and highafter the first few years of life (c. 80#x0025; y), such large new cohorts persist as a year-class effect in the seedling population and thus maintain seedling numbers over time. The interspecific differences in seedling and sapling dynamics were consistent with overall 10-year trends of a declining Quararibea population, a stable Trichilia population, and an increasing Tetragastris population. © 1994, Cambridge University Press. All rights reserved.",81,Journal,ar,Article,100,1,1,Barro Colorado Island | Panama | Quararibea asterolepis | Tetragastris panamensis | Trichilia tuberculata | tropical seedling demography,23435,NSF,BSR-86-05042,National Science Foundation,0,FALSE,39,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028160039,SCOPUS_ID:0028160039,2-s2.0-0028160039,Seed dispersal by forest chimpanzees in Uganda,Wrangham R.W.,Journal of Tropical Ecology,02664674,14697831,10,3,355-368,1994-01-01,August 1994,10.1017/S0266467400008026,"Reserve of western Uganda was assessed by analysing 1849 dung samples from two chimpanzee communities and by conducting germination trials on dispersed and non-dispersed seeds. Of the chimpanzee dung samples, 98.5% contained seeds, and fig seeds were the most common. The number of large seeds (2 mm) per dung sample was often high, even for species with a relatively large seed. For example, Mimusops bagshawei has a 15-mm diameter seed and had an average of 26.5 seeds per sample. In addition, many seed species were found in the dung repeatedly over several months. Germination trials demonstrated that the species of seed commonly collected from dung were viable. Comparisons of both the rate and success of germination of chimpanzee-dispersed seeds with seeds collected directly from the parent trees, showed that gut passage increased the speed and probability of germination. The number of large seeds dispersed by the chimpanzee population was estimated at 369 large seeds km day We suggest that in Kibale, chimpanzees may play a more significant role in primary seed dispersal than implied by their low numbers and biomass. The role of chimpanzees (Pan troglodytes) as seed dispersers in the Kibale Forest. © 1994, Cambridge University Press. All rights reserved.",134,Journal,ar,Article,100,2,2,chimpanzees conservation | forest regeneration | monkeys primates seed dispersal | Uganda,23435,NSF,BNS 87-04458,National Science Foundation,0,FALSE,40,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028155208,SCOPUS_ID:0028155208,2-s2.0-0028155208,"Studies on biomass and production of the lower subtropical evergreen broad-leaved forest in heishiding nature reserve, china. vi. distribution, biomass and production of roots",Zhanghe C.,Journal of Tropical Ecology,02664674,14697831,10,2,273-279,1994-01-01,May 1994,10.1017/S0266467400007926,NA,5,Journal,ar,Article,100,2,2,biomass | China | distribution | evergreen | forest | production | roots | subtropical,23435,NSFC,undefined,National Natural Science Foundation of China,0,FALSE,41,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028154378,SCOPUS_ID:0028154378,2-s2.0-0028154378,"Nutrient input by rainfall into secondary forests in East Kalimantan, Indonesia",Strigel G.,Journal of Tropical Ecology,02664674,14697831,10,2,285-288,1994-01-01,May 1994,10.1017/S0266467400007951,NA,12,Journal,ar,Article,100,4,4,Indonesia | interception | nutrient input | rainfall | throughfall | tropical rainforest,23435,NA,undefined,NA,0,FALSE,42,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028083363,SCOPUS_ID:0028083363,2-s2.0-0028083363,"Sacoglottis gabonensis fruiting and the seasonal movements of elephants in the Lope Reserve, Gabon",White L.J.T.,Journal of Tropical Ecology,02664674,14697831,10,1,121-125,1994-01-01,February 1994,10.1017/S0266467400007768,NA,45,Journal,ar,Article,100,1,1,elephant | fruit | Gabon | Loxodonta africana cyclotis | Sacoglollis gabor | seasonal migration,23435,WCS,undefined,Wildlife Conservation Society,0,FALSE,43,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0028026207,SCOPUS_ID:0028026207,2-s2.0-0028026207,"Use of space, and activity patterns of brazilian bamboo rats (kannabateomys amblyonyx) in exotic habitat",Stallings J.,Journal of Tropical Ecology,02664674,14697831,10,3,431-438,1994-01-01,August 1994,10.1017/S0266467400008099,NA,18,Journal,ar,Article,100,4,4,Bamboorats | BrazilianAtlanticForest | ecology | homerange,23435,SI,undefined,Smithsonian Institution,0,FALSE,44,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027975970,SCOPUS_ID:0027975970,2-s2.0-0027975970,Short communication: What is secondary forest?,Corlett R.,Journal of Tropical Ecology,02664674,14697831,10,3,445-447,1994-01-01,August 1994,10.1017/S0266467400008129,NA,59,Journal,ar,Article,100,1,1,disturbance | primary forest | secondary forest | succession | tropical forests,23435,NA,undefined,NA,0,FALSE,45,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027975969,SCOPUS_ID:0027975969,2-s2.0-0027975969,Short communication: Seasonality effects on small mammal trap success in madagascar,Stephenson P.,Journal of Tropical Ecology,02664674,14697831,10,3,439-444,1994-01-01,August 1994,10.1017/S0266467400008117,NA,10,Journal,ar,Article,100,1,1,NA,23435,NERC,undefined,Natural Environment Research Council,0,FALSE,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027975697,SCOPUS_ID:0027975697,2-s2.0-0027975697,Do mangroves float?,Rumbold D.,Journal of Tropical Ecology,02664674,14697831,10,2,281-284,1994-01-01,May 1994,10.1017/S026646740000794X,NA,5,Journal,ar,Article,100,2,2,buoyancy | log fishing mangroves | tunas | wood density,23435,NA,undefined,NA,0,FALSE,47,NA,NA
