@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0031853325,SCOPUS_ID:0031853325,2-s2.0-0031853325,Recruitment rates in forest plots: Gf estimates using growth rates and size distributions,Kohyama T.,Journal of Ecology,00220477,86,4,633-639,1998-01-01,1998,10.1046/j.1365-2745.1998.00286.x,"1 In censuses of tree populations in permanent plots, short census intervals and small population size lead to uncertainty in the observed recruitment rate of a minimum size. Increasing the census interval, however, underestimates the rate because of unrecorded 'recruit and die' events. 2 We propose a new Gf procedure for estimation of recruitment rates. Recruitment rate per area is obtained by multiplication of the density in the smallest size class (f) and the average size growth rate in that class (G) divided by the width of the class. This procedure is valid when the size distribution of the population examined is continuous with size. 3 When tree size structure is negative-exponentially distributed, as is often the case in natural rain forest populations, the Gf estimate of the recruitment rate for a given size class was least biased close to the midpoint size of this class. 4 Gf estimates agreed well with census estimates of recruitment rate from permanent plots in rain forests. A tendency for Gf estimates to be larger than census estimates disappeared when census estimates were corrected for mortality after recruitment. 5 The effects of plot size, census interval and variation in growth rate on estimates of recruitment rate were simulated using model populations. Small plot size caused substantially more among-plot deviation for the census count of recruitment events than for the Gf estimate. The census recruitment rate also showed larger variation among plots for shorter intervals than the Gf estimate, which was independent of census interval. The Gf estimates were therefore more accurate than census counts in many situations. More than several tens of trees were needed in a size class to allow a reliable Gf estimates.",20,Journal,ar,Article,100,2,2,Demography | Model population | Rain forests | Recruitment rate | Size structure | Transition rate | Tree population,29602,undefined,0,FALSE,NA,NA,46,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031850983,SCOPUS_ID:0031850983,2-s2.0-0031850983,Effects of supplementary feeding on growth and reproduction of three carnivorous plant species in a subarctic environment,Thorén L.,Journal of Ecology,00220477,86,3,501-510,1998-01-01,1998,10.1046/j.1365-2745.1998.00276.x,"1. The effect of supplementary feeding on growth and reproduction of three carnivorous plants species was investigated over a 6-year period. Pinguicula alpina, P. villosa and P. vulgaris populations growing at two altitudes in a subarctic environment were fed with fruit flies (Drosophila melanogaster). 2. Fed plants increased in size relative to control plants during the first years. Subsequently a stable size difference between feeding levels was established. The weight of the over-wintering part was higher in fed plants than in control plants. 3. The flowering frequency (i.e. proportion of plants in a population carrying flowers) was also higher in the fed plants. The proportion of flowering plants increased in the feeding treatment compared to control plants during more-or-less the whole experimental feeding period (5-6 years). Seed production also increased slowly in response to feeding. 4. No feeding effect on nitrogen and phosphorus concentrations in seeds and overwintering parts was found. 5. In most characteristics the high-altitude populations were less responsive than populations growing at low altitude. In the high-altitude population reproduction failed repeatedly, suggesting that seed output may be more dependent on abiotic factors than on resource availability in cold environments. 6. Pinguicula villosa and P. vulgaris used the new resources the same summer for increased leaf rosette growth and current reproduction, showing these species to be income breeders, while the third species (P. alpina) allocated a larger proportion to storage and future reproduction, characteristic of a capital breeder.",40,Journal,ar,Article,100,2,2,Capital breeder | Carnivorous plant | Income breeder | Nutrients | Pinguicula | Resource allocation,29602,undefined,1,TRUE,all,All Open Access,47,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031850982,SCOPUS_ID:0031850982,2-s2.0-0031850982,"Disturbance-induced density-dependent seed set in Shorea siamensis (Dipterocarpaceae), a tropical forest tree",Ghazoul J.,Journal of Ecology,00220477,86,3,462-473,1998-01-01,1998,10.1046/j.1365-2745.1998.00270.x,"1. The reproductive output of Shorea siamensis, a widespread dipterocarp tree, was assessed in relation to disturbance and tree density at three sites in western Thailand during the 1996 and 1997 flowering seasons. The locations were similar except in disturbance history, which was reflected in decreasing tree density from undisturbed via moderately disturbed to disturbed sites. 2. Hand pollination experiments showed S. siamensis to be partially self-incompatible due to differential pollen tube growth and abortion of inbred fruit. Although more than 90% of flowers from trees at all sites were pollinated, pollen tubes developed in only a small proportion of these flowers. Both pollen tube development and initial fruit production were highest at the undisturbed site. Many fruit, presumably selfed, were aborted during development at all sites, but significantly more fruit were aborted at the disturbed site, resulting in lowered production of mature fruit. 3. Shorea siamensis was pollinated by small Trigona bees, which exhibited significant declines in intertree movements with increasing distance between flowering trees. As resource availability did not differ between sites, differences in mature fruit set were considered to be mediated by changes in pollinator foraging behaviour at differing tree densities. Variation in seed set was found to be negatively correlated with distance to nearest conspecific both within and between sites. 4. At the two least disturbed sites observed seed set values corresponded with those expected by calculation. However, seed set at the disturbed site was significantly lower than expected. 5. Our results suggest that high reproductive success of S. siamensis is dependent upon cross-pollination which, through pollinator behaviour, is a function of tree isolation. This species may thus be subject to the Allee effect, where population viability is reduced disproportionately with a decline in population size or, as in this study, population density. The implications of these results for population recovery and genetic structure following disturbance are discussed.",163,Journal,ar,Article,100,3,3,Allee effect | Disturbance | Forest regeneration | Gene flow | Outcrossing | Pollination | Population viability,29602,undefined,1,TRUE,all,All Open Access,48,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031841429,SCOPUS_ID:0031841429,2-s2.0-0031841429,Consequences of sexually dimorphic timing of emergence and flowering in Silene latifolia,Purrington C.B.,Journal of Ecology,00220477,86,3,397-404,1998-01-01,1998,10.1046/j.1365-2745.1998.00262.x,"1. Males and females of dioecious plant species often differ in a variety of secondary characteristics, such as size, flower number and flowering time, suggesting that dioecious species have sex-specific selection histories. However, a potential source of these dimorphic traits is age differences between males and females. By sowing 3000 seeds of the dioecious perennial, Silene latifolia (Caryophyllaceae), on a single day, we were able to assess the contribution of sex differences in emergence time to the development of sexually dimorphic adult traits. 2. Females emerged before males in our experimental field population, but on average males flowered first. Age differences between males and females did not therefore cause the earlier flowering of males. 3. The consequence of the detected differences in emergence and phenology between males and females was explored by path analysis. Emergence time had a strong direct effect on flower production as well as an indirect effect through flowering time. The regression coefficient of flowering time on emergence time was significantly larger for male plants. 4. A phenotypic selection analysis revealed that seedlings emerging early suffered greater mortality than those emerging later. Seedlings emerging early, however, developed into plants with more flowers, indicating that there was a trade-off between survivorship and reproductive performance. Seeds with intermediate emergence times had the highest total fitness, indicating the presence of stabilizing selection. Despite the strong mortality selection against early emergers, we detected no shift in the sex ratio compared with the sex ratio of seeds matured under low-mortality greenhouse conditions.",33,Journal,ar,Article,100,2,2,Emergence time | Flowering time | Selection analysis | Sexual dimorphism,29602,undefined,1,TRUE,all,All Open Access,49,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031841428,SCOPUS_ID:0031841428,2-s2.0-0031841428,"A spatially precise study of Holocene fire history, climate and human impact within the Maurienne valley, North French Alps",Carcaillet C.,Journal of Ecology,00220477,86,3,384-396,1998-01-01,1998,10.1046/j.1365-2745.1998.00267.x,"1. If, within a vegetation type, fire regimes are climate dependent, then fire patterns should be synchronous at regional scales. If they are not synchronous, then fires may be dependent on local processes such as human-induced disturbances. 2. Two fire chronologies were developed using 34-radiocarbon dating measured by accelerator mass spectrometry (AMS) from wood charcoal buried in soil. These charcoal fragments were sampled in two study sites 10km apart in the Maurienne valley (Southern Vanoise massif, Savoy, France). 3. Asynchronous temporal fire patterns were seen at Aussois and Saint-Michel-de-Maurienne. This demonstrates the dependence of fires on local- or stand-scale environmental forcing; any direct relationship with climate is therefore rejected. 4. Slash-and-burn practices are probably the main source of Holocene fires in the Maurienne valley. However, deforestation did not occur throughout a site in any period, nor simultaneously at the same elevation in two different sites 10 km apart. The cultural landscape was shaped as early as the Neolithic and the Bronze Age, between 6000 and 3000 BP. 5. Deforestation at both study sites probably occurred in many stages in many small areas. The fire intervals were c. 500-1000 years. Deforested areas increased in extent over 2000-4000 years, until the present-day cultural landscape was established. This process stopped c. 2500 BP at Saint-Michel-de-Maurienne but is still active at Aussois.",133,Journal,ar,Article,100,1,1,AMS  C dating 14 | Deforestation | Fire intervals | Palaeoecology | Wood charcoal,29602,undefined,1,TRUE,all,All Open Access,50,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031840446,SCOPUS_ID:0031840446,2-s2.0-0031840446,Andromeda polifolia L.,Jacquemart A.,Journal of Ecology,00220477,86,3,527-541,1998-01-01,1998,10.1046/j.1365-2745.1998.00274.x,NA,22,Journal,re,Review,100,1,1,NA,29602,undefined,0,FALSE,NA,NA,51,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031839906,SCOPUS_ID:0031839906,2-s2.0-0031839906,Abundance-range size relationships in the herbaceous flora of central England,Thompson K.,Journal of Ecology,00220477,86,3,439-448,1998-01-01,1998,10.1046/j.1365-2745.1998.00264.x,"1. Using data from a survey of over 10 000 1-m2 quadrats in a 3000-kin2 area, we examined the relationship between abundance and range for the vascular plant flora of central England. 2. At the level of the whole landscape, abundance was not related to local, regional or national range. Local, regional and national range were closely related to each other. 3. At the level of the whole landscape, range was significantly and positively related to both niche breadth (expressed as the range of habitats exploited) and to habitat availability, although niche breadth appeared to be more important. Abundance was not related to niche breadth or habitat availability. Since specialist species are mainly confined to uncommon habitats (especially wetlands), we conclude that the relationship between range and niche breadth is not an artefact of widespread species passively sampling more habitats. 4. At the level of individual habitat types, significant positive relationships between range and abundance were common. These relationships remained after controlling for the effects of phylogeny. For predominantly annual weed communities, the relationship was linear, but for perennial communities it was markedly 'upper triangular', i.e. all combinations of range and abundance were found except wide range/low abundance. The evidence suggests that this difference can be attributed to the greater mobility of annual weeds.",87,Journal,ar,Article,100,3,3,Habitat | Land cover type | Niche breadth | Phylogeny | Rarity,29602,undefined,1,TRUE,all,All Open Access,52,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031835319,SCOPUS_ID:0031835319,2-s2.0-0031835319,Plant foraging and rhizome growth patterns of Solidago altissima in response to mowing and fertilizer application,Stoll P.,Journal of Ecology,00220477,86,2,341-354,1998-01-01,1998,10.1046/j.1365-2745.1998.00263.x,"1 The rhizome growth patterns of the clonal plant Solidago altissima were studied in response to mowing and fertilizer application in a field experiment. Rhizome systems of 120 clonal fragments were harvested in the spring of 1993, after 6 years of mowing (1987-92) and 2 years of fertilizer application (1991-92). The results were interpreted in the light of plant foraging theory. 2 The ages of the individual rhizomes comprising each rhizome system were determined and their length, number of offspring rhizomes, branching angles and the height of emerging shoots measured. Rhizomes were then washed, dried and weighed. 3 Persistent rhizomes, i.e. rhizomes that survived more than 1 year, were shorter and less numerous in mown plots and their dry mass was less than 50% of that in unmown plots. Thus, repeated mowing depleted the rhizomes of their stored resources and has been used as a measure to control the further spread of S. altissima. 4 In contrast, rhizomes established in 1992 produced 10% more daughter rhizomes, which were also 23% longer in mown than in unmown plots. 5 There was little evidence that the length, and no evidence that the number of rhizomes, was increased by fertilizer application. Nevertheless, fertilizer application increased the dry mass and decreased the specific length (length per unit dry mass) of rhizomes. 6 Rhizome branching angles were not consistently altered by the treatments. However, there was a significant interaction, i.e. angles increased in response to fertilizer in unmown but not in mown plots. 7 The observed rhizome growth patterns (3-5) could be explained by adaptive growth plasticity, i.e. foraging, in the first year followed by differential survival of long rhizomes in later years. However, the greater length of newly formed rhizomes in mown plots could also have been due to increased soil temperatures caused by the removal of standing biomass and litter, which increased irradiance at the soil surface. This suggests that the observed growth responses of the rhizome systems to mowing and fertilizer application were due to 'passive growth' rather than adaptive foraging.",58,Journal,ar,Article,100,3,3,Clonal growth | Plant foraging | Plasticity | Rhizome architecture,29602,undefined,1,TRUE,all,All Open Access,53,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031835317,SCOPUS_ID:0031835317,2-s2.0-0031835317,Responses of a subarctic dwarf shrub heath community to simulated environmental change,Press M.C.,Journal of Ecology,00220477,86,2,315-327,1998-01-01,1998,10.1046/j.1365-2745.1998.00261.x,"1 A dwarf shrub heath in subarctic Sweden was subjected to factorial manipulation of air temperature, water and nutrient supply for 5 years. The responses of the vegetation to the perturbations were then assessed by point intercept (quadrat) analysis followed by determination of above-ground biomass. 2 Nineteen vascular and 23 non-vascular species (or species groups) were recorded and the most dramatic response was that of the grass Calamagrostis lapponica to nutrient addition, with abundance being stimulated by a factor of more than 18 compared with plots not subjected to nutrient addition. Calamagrostis lapponica did not show any significant responses to temperature or water alone but there was a synergistic interaction between all three variables. 3 The abundance of the dominant dwarf shrubs (Empetrum hermaphroditum, Vaccinium vitis-idaea, V. myrtillus and V. uliginosum) was unaffected by the perturbations but elevated temperature stimulated the biomass of V. uliginosum by 125% and total shrub biomass by 16%. The low ratio of current year's growth to standing biomass may have concealed other responses of the dwarf shrub group to the perturbations. 4 The response of the non-vascular flora to the perturbations was either neutral or negative, with lichens showing the most dramatic responses. Lichen biomass on temperature- and nutrient-amended plots was 56% and 18%, respectively, of that on unperturbed plots. Nutrients also exerted a negative effect on the biomass of bryophytes, and the combined biomass of lichens and bryophytes on nutrient-treated plots was almost a third of that on plots which did not receive additional nutrients. 5 Total above-ground biomass was not affected by the perturbations but the total number of interceptions determined by point quadrat analysis was greater on the elevated temperature and nutrient-treated plots. Point quadrat analysis also revealed an accumulation of litter and standing dead material in response to the nutrient and temperature perturbations, both singly and in combination, suggesting a faster turnover of plant material. 6 Both temperature and nutrients increased canopy height and also interacted synergistically such that together they resulted in a mean canopy height of 14.9cm compared with 8.0 cm in plots subjected to neither perturbation. 7 Nutrient addition lowered species richness by 17.7%, mainly through its impact on the mosses and lichens. 8 In general, nutrient addition elicited the greatest response, followed by temperature, with water exerting little measurable influence. There were a number of important interactions that were often synergistic, and some involved water. 9 Species' responses were highly individualistic and changes in the community were mediated through the response of a small number of key species already present in the community, with no invasion of new species. In the short term at least, floristic diversity may decline as understorey species become less abundant and immigration by new species is inhibited by the dominance of clonal angiosperms.",214,Journal,ar,Article,100,5,5,Biomass | Nutrients | Species abundance | Temperature | Water,29602,R-82811201,1,TRUE,all,All Open Access,54,EPA,U.S. Environmental Protection Agency
true,https://api.elsevier.com/content/abstract/scopus_id/0031835315,SCOPUS_ID:0031835315,2-s2.0-0031835315,Long-term change in an unmanaged population of wych elm subjected to Dutch elm disease,Peterken G.,Journal of Ecology,00220477,86,2,205-218,1998-01-01,1998,10.1046/j.1365-2745.1998.00255.x,"1 Changes in a population of Ulmus glabra in Lady Park Wood (UK), a mixed deciduous native woodland, were studied by means of permanent transects. All individuals reaching 1.3 m height were recorded at irregular intervals from 1945 to 1993. 2 Dutch elm disease struck this population in about 1972. Most of the canopy and subcanopy stems were killed, but a few, slow-growing, subcanopy individuals survived unscathed. 3 Subsequent seedling regeneration and growth of sprouts from rootstocks of infected trees was substantial and vigorous. Twenty-three years after the outbreak of disease the number of elm individuals had increased by about 40%. Disease has, however, continued to afflict vigorous, exposed individuals. 4 The large-scale distribution of elm has been unaffected, but the small-scale pattern has changed due to the concentration of seedling regeneration in gaps. 5 The elm population appears to be differentiating into (i) a large high-turnover subpopulation of fast-growing, but repeatedly diseased maiden individuals and sprouts, and (ii) a small, low-turnover subpopulation of slow-growing individuals rooted in suboptimally dry, secluded sites.",37,Journal,ar,Article,100,2,2,Mortality | Regeneration | Temperate deciduous forest,29602,undefined,0,FALSE,NA,NA,55,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031835099,SCOPUS_ID:0031835099,2-s2.0-0031835099,"Forage variation in brood-rearing areas used by pacific black brant geese on the Yukon-Kuskokwim delta, Alaska",Person B.,Journal of Ecology,00220477,86,2,243-259,1998-01-01,1998,10.1046/j.1365-2745.1998.00249.x,"1 We investigated the effects of grazing by black brant geese on Carex subspathacea lawns on the Yukon-Kuskokwim delta, Alaska. 2 We compared variation in growth and forage quality in both grazed and temporarily exclosed sites to determine responses of C. subspathacea to grazing at landscape scales within two nesting colonies that had experienced different population dynamics over recent decades. 3 Landscapes differed in forage quality, grazing patterns, and in the effect grazing had on C. subspathacea forage characteristics. We found no effect of grazing on net above-ground primary productivity (NAPP) over a wide range of natural grazing intensities at the landscape scale. 4 No differences in forage quality, NAPP, or response of C. subspathacea growth rates to grazing pressures could be detected between colonies. This suggests that goose grazing does not have deleterious effects on C. subspathacea in this ecosystem. 5 It has been suggested that gosling growth rates are sensitive to seasonal declines in forage availability and quality. Spatial variation in forage quality and availability per sampled area exceeded seasonal variation in these characteristics and is likely to have dramatic effects on gosling growth and recruitment rates.",47,Journal,ar,Article,100,3,3,Graminoids | Grazing lawns | Plant-animal interactions | Salt marsh | Subarctic,29602,undefined,1,TRUE,all,All Open Access,56,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031833869,SCOPUS_ID:0031833869,2-s2.0-0031833869,A new species index for forest vascular plants: Development of functional indices based on mineralization rates of various forms of soil nitrogen,Diekmann M.,Journal of Ecology,00220477,86,2,269-283,1998-01-01,1998,10.1046/j.1365-2745.1998.00250.x,"1 Soil nitrogen mineralization rates for ammonium, nitrate and total-N were determined by incubation experiments for 661 sample plots of deciduous forest from different regions in southern Sweden. 2 Species N indices for nitrate and ammonium were calculated as the weighted averages of mineralized N in those plots where the species were present. 3 Optimized linear models were used to combine mineralization rates for NH4/+ + NO3/- to produce a functional N index for plots (FNIP) and to combine the species indices for NH4/+ + NO3/- to produce a functional N index for species (FNIS). 4 The sample scores along the first axis of a detrended correspondence analysis (DCA) were highly correlated with soil acidity and mineralized ammonium, whereas total-mineralized N accounted for most of the variation along the second DCA axis. The species scores along the first axis were highly correlated with the ammonium index. 5 FNIP was somewhat better correlated with the sample scores along axis 1 than mineralized ammonium, but only slightly better correlated than total-mineralized N relative to axis 2. Similar results were obtained for FNIS. 6 Ammonium index and FNIS explained more of the floristic variation along the ordination axes than Ellenberg's N indicator values. Weighted averages of these indices also showed higher correlations with the sample scores along the axes than corresponding averages of Ellenberg's N values. However, when ammonium index and FNIS for the most frequent species were transformed into classes, they were generally similar to the Ellenberg scale. 7 The ammonium indices differed considerably between regions, caused by differences in N deposition, total-N mineralization and nitrification rate. In one of the regions with comparatively low nitrification, the ammonium index was found to be uncorrelated with the species scores along the first DCA axis. FNIS differed much less between regions and thus was more robust; it appears to be a good and generally applicable expression of the species' responses to N availability in deciduous forest soils.",94,Journal,ar,Article,100,2,2,Detrended correspondence analysis | Ellenberg's indicator values | Linear model | Nitrification | Ordination axis,29602,undefined,1,TRUE,all,All Open Access,57,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031833178,SCOPUS_ID:0031833178,2-s2.0-0031833178,"Attributes of the seed bank after a century of primary succession on islands in Lake Hjalmaren, Sweden",Grandin U.,Journal of Ecology,00220477,86,2,293-303,1998-01-01,1998,10.1046/j.1365-2745.1998.00252.x,"1 A large number of islands was created when the water table of Lake Hjalmaren, south central Sweden, was lowered between 1882 and 1886. We have complete lists of vascular plant species for 40 of these islands from 1886, 1892, 1903-04, 1927-28 and 1984-85. 2 We have investigated the seed bank on nine of these islands and compared species composition at different soil depths with the species lists from the islands in 1886-1985, and with the present vegetation in the area of seed bank sampling. We have also investigated the distribution in the soil of seeds from species with different ecological attributes, including seed longevity, successional status, seed weight, seed form and species longevity. 3 Seeds in soil samples were allowed to germinate over the course of two summers with an intermediate cold storage. We found 1944 seeds representing 65 taxa. The mean seed density was 84 seeds dm-2. 4 The similarity between the surface soil (0-3 cm) seed bank and the vegetation at the different vegetation analyses increased from 1886 to 1993. The similarity between the present vegetation and the seed bank decreased with increasing soil depth, and the soil at 12-15 cm had no species in common with the present vegetation. Several species now absent from the vegetation were found in the seed bank. 5 Deeply buried seeds came from early successional, annual species with long-term persistent and low-weight seeds, as expected from seed bank theories, but were slightly elongated, which was in contrast to theories. Spherical seeds were associated with the surface soil, as were short-lived and high-weight seeds from late successional, perennial species.",56,Journal,ar,Article,100,2,2,Life history | Long-term study | Seed longevity | Soil depth distribution | Sorensen similarity,29602,undefined,1,TRUE,all,All Open Access,58,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031829584,SCOPUS_ID:0031829584,2-s2.0-0031829584,Mathematical constraints on transition matrix elasticity analysis,De Matos M.B.,Journal of Ecology,00220477,86,4,706-708,1998-01-01,1998,10.1046/j.1365-2745.1998.00294.x,NA,20,Journal,cp,Conference Paper,100,2,2,NA,29602,undefined,1,TRUE,all,All Open Access,59,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031828627,SCOPUS_ID:0031828627,2-s2.0-0031828627,Survival and growth of woody plant seedlings in the understorey of floodplain forests in South Carolina,Jones R.,Journal of Ecology,00220477,86,4,574-587,1998-01-01,1998,10.1046/j.1365-2745.1998.00287.x,"1 Survival and height growth of permanently tagged understorey seedlings in four river floodplain forests in South Carolina were monitored for 8 years. Regression models were used to determine if a common survival pattern emerged and if the pattern varied according to species, spatial location, time, seedling size and seedling growth. 2 For most of the populations, per capita survival was initially poor but increased steadily with age. A few populations, however, had relatively high survival rates for 1-3 years after establishment, or brief periods (1-2 years) with much lower survival. Although the underlying survival function was best described by a negative power curve, a log-logistic model also fit the data and provided more versatility for fitting individual populations. 3 Significant differences in general survival pattern were found among species, sites (forests), years of establishment (cohorts), and all two-way interactions of species, site and cohort. Species differences were large. Spikes in mortality for individual species and cohorts were synchronized within sites and to a lesser degree among sites. In some sites, weak relationships were noted between mortality and peak river discharge during summer (negatively correlated) and winter (positively correlated). 4 Species differed strongly in their initial height, but effects of cohort and site on height were also significant as were all two-way interactions of species, site and cohort. During the 8 years of this study, very few seedlings grew taller than 30 cm. For most species, taller seedlings had greater per capita survival. Height growth, however, was not consistently related to survival. Since mean size of survivors changed little with time, age may be a better variable than size to use in models of survival. 5 Simulation models could probably be developed using a log-logistic function that includes (in order of importance): seedling age, species, intensity of winter floods (some sites) and occurrence of summer droughts (some sites).",53,Journal,ar,Article,100,2,2,Advanced regeneration | Forested wetlands | Log-logistic function | Mortality | Seedling populations | Succession | Survival | Understorey,29602,undefined,1,TRUE,all,All Open Access,60,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031826360,SCOPUS_ID:0031826360,2-s2.0-0031826360,Treefall gap size effects on above- and below-ground processes in a tropical wet forest,Denslow J.,Journal of Ecology,00220477,86,4,597-609,1998-01-01,1998,10.1046/j.1365-2745.1998.00295.x,"1 We examined the effects of variation in gap size on above- and below-ground light and nutrient processes in a tropical wet forest in Costa Rica. 2 Trees were felled to create canopy openings ranging in size from 65 to 611 m2. Following treefall, we measured initial litter mass in the crown zone of six gaps. During the subsequent year, we measured litter decomposition rate and light levels as well as NH4-N, NO3-N and PO4-P levels in surface soils, soil moisture and fine root mass. We also measured growth rates of fertilized and non-fertilized plants of four species of Miconia (Melastomataceae) to assess nutrient limitation to plant growth in large gaps. 3 Light levels in the centres of gaps were significantly related to size of the canopy opening. After 1 year, light levels near the ground in larger openings (35-40% full sunlight immediately after treefall) declined to levels similar to those in smaller gaps (10-20%). 4 Although canopy opening had only slight effects on soil NH4-N, NO3-N pools were significantly greater in gaps than in understorey at both sites. The effect was positively correlated with gap size. Extractable PO4-P was also greater in gaps than in adjacent understorey, although the difference did not vary as a function of gap size. In three of six gaps, fine root biomass was less in gaps than in adjacent understorey. 5 Of four species of Miconia, only M. affinis, a small tree common in early secondary forests, grew significantly faster in fertilized than in non-fertilized treatments in three large gaps. 6 Our data suggest that higher nutrient pools in surface soils of treefall gaps may result from decomposition and mineralization of the large mass of fresh litter from the fallen tree. While growth rates of shade-tolerant rain forest trees and shrubs are not much affected by the increased nutrient availability even at high light levels; growth rates of pioneer or high-light demanding species may be enhanced by increased above- and below-ground resources.",261,Journal,ar,Article,100,3,3,Costa Rica | Light | Miconia | Nutrients | Relative growth rate,29602,undefined,1,TRUE,all,All Open Access,61,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031824499,SCOPUS_ID:0031824499,2-s2.0-0031824499,Comparative ecology of 11 sympatric species of Macaranga in Borneo: Tree distribution in relation to horizontal and vertical resource heterogeneity,Davies S.,Journal of Ecology,00220477,86,4,662-673,1998-01-01,1998,10.1046/j.1365-2745.1998.00299.x,"1 Horizontal and vertical heterogeneity of resource availability, coupled with the specialized use of resources by tree species, results in complex patterns of tree species distributions in tropical rain forests. We studied the horizontal and vertical distributions of 4014 individuals in 11 species of early successional Macaranga (Euphorbiaceae) in tropical rain forest in Sarawak, Malaysia. 2 The horizontal distribution of individual trees was assessed with respect to crown light levels, establishment microsites, and broader scale variation in soil textural properties. Vertical distribution was assessed using an allometric approach to estimate maximum tree height (H(max)) and the slope of the sapling height-diameter relationship. 3 Average light levels intercepted and the proportion of individuals in each of five crown illumination classes varied significantly among the 11 species. Species ranged from extremely high-light demanding, to quite shade tolerant. Average light levels intercepted by trees generally increased through ontogeny, but the ranking of species did not change significantly. 4 Fewer individuals of the more shade-tolerant species established on disturbed microsites, irrespective of light levels. Among the more high-light demanding species, the proportion of trees on different types of disturbed sites varied. 5 Trees of seven species were significantly more common on clay-rich soils, two preferred sand-rich soils, and two were not strongly affected by soil texture. 6 H(max) ranged from 5.5 to 31.3 m and was negatively correlated with shade tolerance among species, although among the more high-light demanding species there was a wide range of tree sizes. Among species, H(max) was negatively correlated with both the slope and y-intercept of the sapling height-diameter relationship, indicating that small-statured species (also more shade tolerant) had more slender saplings than larger statured species. 7 Heterogeneity of resource availability leads to differences in horizontal and vertical tree distribution, which are important for the coexistence of 11 Macaranga species.",199,Journal,ar,Article,100,5,5,Microenvironment | Rain forest | Shade tolerance | Species coexistence | Tree allometry | Tree spatial distribution,29602,undefined,1,TRUE,all,All Open Access,62,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031823146,SCOPUS_ID:0031823146,2-s2.0-0031823146,Variation in the demography of a woodland understorey herb (Primula vulgaris) along the forest regeneration cycle: Projection matrix analysis,Valverde T.,Journal of Ecology,00220477,86,4,545-562,1998-01-01,1998,10.1046/j.1365-2745.1998.00280.x,"1 Gaps in the forest canopy allow establishment of many understorey species. As gaps close, their demographic behaviour is affected by changing environmental conditions. A demographic analysis of Primula vulgaris populations in forest patches with varying canopy openness was carried out to investigate the effect of forest canopy dynamics on the demography of this forest understorey herb. 2 Eight P. vulgaris populations across a range of light conditions were studied in three deciduous temperate forests in Britain. Demographic data were collected in each population during summer 1992, 1993 and 1994, and stage-based population projection matrices were built to describe their demography for two growth periods (1992-93 and 1993-94). 3 Population growth rate (λ) varied from 0.97 to 1.98 in 1992-93, and from 0.88 to 1.23 in 1993-94. There was a significant positive correlation between λ and diffuse light for the two periods studied: generally, population growth rate was lower in darker patches, implying that populations decline as the canopy closes. Lower λ-values in 1993-94 were the result of increased mortality and decreased fecundity compared to 1992-93. In most cases the observed population structures were significantly different from the calculated stable-stage distributions. 4 Sensitivity analysis showed that λ was most sensitive to changes in matrix transitions that corresponded to growth from small to adult stages, especially those that implied fast growth. Elasticity analysis revealed that the contribution of fecundity elements to λ was small, but populations in brighter patches showed comparatively higher fecundity elasticities than populations under the closed canopy. High elasticities corresponded to the entries that implied growth (especially in brighter patches) or persistence in adult categories (predominantly in darker patches). 5 The observed variation in the demography of P. vulgaris in different patches along the forest regeneration cycle stresses the importance of studying the variation in plant population dynamics across the range of habitat patches in which the plant naturally occurs.",140,Journal,ar,Article,100,2,2,Canopy gaps | Demographic change | Gap-dependent species | Population dynamics | Sensitivity and elasticity analysis,29602,undefined,0,FALSE,NA,NA,63,NA,NA
