@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,dc:description,pubmed-id,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/2342544137,SCOPUS_ID:2342544137,2-s2.0-2342544137,Sexual selection and sex linkage,Kirkpatrick M.,Evolution,00143820,58,4,683-691,2004-01-01,April 2004,109,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,167,10.1111/j.0014-3820.2004.tb00401.x,"Some animal groups, such as birds, seem prone to extreme forms of sexual selection. One contributing factor may be sex linkage of genes affecting male displays and female preferences. Here we show that sex linkage can have substantial effects on the genetic correlation between these traits and consequently for Fisher's runaway and the good-genes mechanisms of sexual selection. Under some kinds of sex linkage (e.g. Z-linked preferences), a runaway is more likely than under autosomal inheritance, while under others (e.g., X-linked preferences and autosomal displays), the good-genes mechanism is particularly powerful. These theoretical results suggest empirical tests based on the comparative method.",15154544,Good genes | Runaway process | Sex linkage | Sexual selection,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342525221,SCOPUS_ID:2342525221,2-s2.0-2342525221,Waiting for sympatric speciation,Bolnick D.,Evolution,00143820,58,4,895-899,2004-01-01,April 2004,78,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,168,10.1111/j.0014-3820.2004.tb00421.x,"While it now appears likely that sympatric speciation is possible, its generality remains contentious. If it really is rare, then most natural populations must not fit the assumptions of sympatric speciation theory. A better understanding of these assumptions may help identify when sympatric speciation is or is not likely. This paper investigates two such assumptions: that genetic variation for stringent assortative mating is not limiting and that females are not penalized for mating assortatively. Simulations demonstrate that the speed of sympatric speciation is very sensitive to the population's capacity for stringent assortative mating and is potentially extremely slow. The rapid divergence often thought to be a hallmark of sympatric speciation may only occur in a restricted area of parameter space.",15154564,Adaptive speciation | Assortative mating | Constraint | Evolutionary branching | Speciation rate,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342511542,SCOPUS_ID:2342511542,2-s2.0-2342511542,Intratetrad mating and the evolution of linkage relationships,Antonovics J.,Evolution,00143820,58,4,702-709,2004-01-01,April 2004,27,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,169,10.1111/j.0014-3820.2004.tb00403.x,"Mating among the immediate products of meiosis (intratetrad mating) is a common feature of many organisms with parthenogenesis or with mating-type determination in the haploid phase. Using a three-locus deterministic model we show that intratetrad mating, unlike other systems of mating, allows sheltering of deleterious recessive alleles even if there is only partial linkage between a mating locus and a load locus. Moreover, modifiers that reduce recombination between the load and mating-type locus will spread to fixation, even when there is no linkage disequilibrium between these loci in the population as a whole. This seeming contradiction to classical expectation is because partial linkage generates linkage disequilibrium among segregating loci within a tetrad, which then acts as the ""mating unit."".",15154546,Automixis | Centromere interference | Genetic load | Haplo-lethal | Mating-type bias | Microbotryum | Self-fertilization,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342488108,SCOPUS_ID:2342488108,2-s2.0-2342488108,The quantitative genetics of floral trait variation in Lobelia: Potential constraints on adaptive evolution,Caruso C.,Evolution,00143820,58,4,732-740,2004-01-01,April 2004,64,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,170,10.1111/j.0014-3820.2004.tb00406.x,"Although pollinator-mediated natural selection has been measured on many floral traits and in many species, the extent to which selection is constrained from producing optimal floral phenotypes is less frequently studied. In particular, negative correlations between flower size and flower number are hypothesized to be a major constraint on the evolution of floral displays, yet few empirical studies have documented such a trade-off. To determine the potential for genetic constraints on the adaptive evolution of floral displays, I estimated the quantitative genetic basis of floral trait variation in two populations of Lobelia siphilitica. Restricted maximum likelihood (REML) analyses of greenhouse-grown half-sib families were used to estimate genetic variances and covariances for flower number and six measures of flower size. There was significant genetic variation for all seven floral traits in both populations. Flower number was negatively genetically correlated with four measures of flower size in one population and three measures in the other. When the genetic variance-covariance matrices were combined with field estimates of phenotypic selection gradients, the predicted multivariate evolutionary response was less than or opposite in sign to the selection gradient for flower number and five of six measures of flower size, suggesting genetic constraints on the evolution of these traits. More generally, my results indicate that the adaptive evolution of floral displays can be constrained by trade-offs between flower size and number, as has been assumed by many theoretical models of floral evolution.",15154549,Flower number | Flower size | Genetic constraint | Genetic correlation | Lobelia siphilitica | Natural selection,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342486077,SCOPUS_ID:2342486077,2-s2.0-2342486077,Evolution of hierarchical cytoplasmic inheritance in the plasmodial slime mold Physarum polycephalum,Iwanaga A.,Evolution,00143820,58,4,710-722,2004-01-01,April 2004,4,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,171,10.1111/j.0014-3820.2004.tb00404.x,"A striking linear dominance relationship for uniparental mitochondrial transmission is known between many mating types of plasmodial slime mold Physarum polycephalum. We herein examine how such hierarchical cytoplasmic inheritance evolves in isogamous organisms with many self-incompatible mating types. We assume that a nuclear locus determines the mating type of gametes and that another nuclear locus controls the digestion of mitochondria DNAs (mtDNAs) of the recipient gamete after fusion. We then examine the coupled genetic dynamics for the evolution of self-incompatible mating types and biased mitochondrial transmission between them. In Physarum, a multiallelic nuclear locus matA controls both the mating type of the gametes and the selective elimination of the mtDNA in the zygotes. We theoretically examine two potential mechanisms that might be responsible for the preferential digestion of mitochondria in the zygote. In the first model, the preferential digestion of mitochondria is assumed to be the outcome of differential expression levels of a suppressor gene carried by each gamete (suppression-power model). In the second model (site-specific nuclease model), the digestion of mtDNAs is assumed to be due to their cleavage by a site-specific nuclease that cuts the mtDNA at unmethylated recognition sites. Also assumed is that the mtDNAs are methylated at the same recognition site prior to the fusion, thereby being protected against the nuclease of the same gamete, and that the suppressor alleles convey information for the recognition sequences of nuclease and methylase. In both models, we found that a linear dominance hierarchy evolves as a consequence of the buildup of a strong linkage disequilibrium between the mating-type locus and the suppressor locus, though it fails to evolve if the recombination rate between the two loci is larger than a threshold. This threshold recombination rate depends on the number of mating types and the degree of fitness reduction in the heteroplasmic zygotes. If the recombination rate is above the threshold, suppressor alleles are equally distributed in each mating type at evolutionary equilibrium. Based on the theoretical results of the site-specific nuclease model, we propose that a nested subsequence structure in the recognition sequence should underlie the linear dominance hierarchy of mitochondrial transmission.",15154547,Cytoplasmic inheritance | Heteroplasmy | Linear dominance hierarchy | Physarum polycephalum | Preferential digestion of mitochondria | Self-incompatible mating type,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342473914,SCOPUS_ID:2342473914,2-s2.0-2342473914,The effect of learning on experimental evolution of resource preference in Drosophila melanogaster,Mery F.,Evolution,00143820,58,4,757-767,2004-01-01,April 2004,64,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,172,10.1111/j.0014-3820.2004.tb00409.x,"Learning is thought to be adaptive in variable environments, whereas constant, predictable environments are supposed to favor unconditional, genetically fixed responses. A dichotomous view of behavior as either learned or innate ignores a potential evolutionary interaction between the learned and innate components of a behavioral response. We addressed this interaction in the context of oviposition substrate choice in Drosophila melanogaster, asking two main questions. First, will learning also evolve in a constant environment in which it always pays to show the same choice? Second, how does an opportunity to learn affect the evolution of the innate (genetic) component of oviposition substrate choice? We exposed experimental populations to four selection regimes, involving selection on oviposition substrate preference (an orange versus a pineapple medium). In two selection regimes the flies were selected for preference either for the orange medium, or for the pineapple medium. In the remaining two selection regimes the flies were also selected for preference for either orange or pineapple, but additionally could use past experience (aversion learning) to decide which medium it paid to avoid. Lines exposed to the latter selection regimes evolved improved learning ability, indicating that learning may be advantageous even if the same behavioral response is favored every generation. Furthermore, of the two selection regimes that favored oviposition on the pineapple medium, the regime that allowed for learning led to the evolution of a stronger innate preference for pineapple, than the regime that did not allow for learning. In contrast, of the two regimes that selected for oviposition on the orange medium, the one that allowed for learning led to a smaller evolutionary change of the innate preference. Thus, an opportunity to learn facilitated the evolution of innate preference under selection for preference for pineapple, but hindered it under selection for preference for orange. We discuss possible mechanisms for this effect.",15154552,Baldwin effect | Behavior | Habitat choice | Learning | Plasticity | Resource preference,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342470010,SCOPUS_ID:2342470010,2-s2.0-2342470010,AFLPs resolve phylogeny and reveal mitochondrial introgression within a species flock of African electric fish (Mormyroidea: Teleostei),Sullivan J.,Evolution,00143820,58,4,825-841,2004-01-01,April 2004,109,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,173,10.1111/j.0014-3820.2004.tb00415.x,"Estimating species phylogeny from a single gene tree can be especially problematic for studies of species flocks in which diversification has been rapid. Here we compare a phylogenetic hypothesis derived from cytochrome b (cyt b) sequences with another based on amplified fragment length polymorphisms (AFLP) for 60 specimens of a monophyletic riverine species flock of mormyrid electric fishes collected in Gabon, west-central Africa. We analyze the aligned cyt b sequences by Wagner parsimony and AFLP data generated from 10 primer combinations using neighbor-joining from a Nei-Li distance matrix, Wagner parsimony, and Dollo parsimony. The different analysis methods yield AFLP tree topologies with few conflicting nodes. Recovered basal relationships in the group are similar between cyt b and AFLP analyses, but differ substantially at many of the more derived nodes. More of the clades recovered with the AFLP characters are consistent with the morphological characters used to designate operational taxonomic units in this group. These results support our hypothesis that the mitochondrial gene tree differs from the overall species phylogeny due at least in part to mitochondrial introgession among lineages. Mapping the two forms of electric organ found in this group onto the AFLP tree suggests that posteriorly innervated electrocytes with nonpenetrating stalks have independently evolved from anteriorly innervated, penetrating-stalk electrocytes at least three times.",15154558,Amplified fragment length polymorphism | Cytochrome b | Electric fish | Gene trees | Hybridization | Signal evolution,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342464289,SCOPUS_ID:2342464289,2-s2.0-2342464289,Evolution of mouthbrooding and life-history correlates in the fighting fish genus Betta,Rüber L.,Evolution,00143820,58,4,799-813,2004-01-01,April 2004,50,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,174,10.1111/j.0014-3820.2004.tb00413.x,"The origin of and evolutionary transitions among the extraordinary diverse forms of parental care in teleost fish remain largely unknown. The ""safe harbor"" hypothesis predicts that the evolution from a ""guarding"" to a ""brooding"" form of care in teleost fish is associated with shifts in reproductive and life-history features such as reduced fecundity, and increased egg volume with higher parental investment. Robust phylogenetic hypotheses may help to identify evolutionary changes in key traits associated with differences in the form of parental care. Here, we used reconstruction of ancestral character states to study the evolution of the two forms of parental care, bubble nesting and mouthbrooding in the fighting fish genus Betta. We also applied a comparative analysis using the phylogenetic generalized least-squares method to test the ""safe harbor"" hypothesis by evaluating differences between the two forms of parental care in standard length, life-history traits, and three habitat variables. Evolutionary hypotheses were derived from the first molecular phylogeny (nuclear and mitochondrial DNA sequence data; 4448 bp) of this speciose group. Ancestral character state reconstructions of the evolution of the form of parental care in the genus Betta, using the methods of unweighted parsimony and maximum likelihood, are uncertain and further indicate a high rate of evolutionary transitions. Applying different weights for the suspected directionality of changes, based on the consistent phenotypic and behavioral differences found between bubble nesters and mouthbrooders, recurrent origin of mouthbrooding in the genus Betta is favored using parsimony. Our comparative analyses further demonstrate that bubble nesters and mouthbrooders do not have a consistent set of life-history correlates. The form of parental care in Betta is correlated only with offspring size, with mouthbrooders having significantly bigger offspring than bubble nesters, but is not correlated with egg volume, clutch size, and broodcare duration, nor with any of the three habitat variables tested. Our results thus challenge the general predictions of the ""safe harbor"" hypothesis for the evolution of alternative brood care forms in the fighting fish genus Betta.",15154556,Brood care | Bubble nesting | Comparative method | Mitochondrial DNA | Phylogenetic generalized least-squares | Phylogeny | RAG1,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342464253,SCOPUS_ID:2342464253,2-s2.0-2342464253,Haplodiploidy as an outcome of coevolution between male-killing cytoplasmic elements and their hosts,Normark B.,Evolution,00143820,58,4,790-798,2004-01-01,April 2004,51,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,175,10.1111/j.0014-3820.2004.tb00412.x,"Haplodiploidy (encompassing both arrhenotoky and paternal genome elimination) could have originated from coevolution between male-killing endosymbiotic bacteria and their hosts. In insects, haplodiploidy tends to arise in lineages that rely on maternally transmitted bacteria for nutrition and that have gregarious broods in which competition between siblings may occur. When siblings compete, there is strong selection on maternally transmitted elements to kill males. I consider a hypothetical bacterial phenotype that renders male zygotes effectively haploid by preventing chromosome decondensation in male-determining sperm nuclei. By causing high male mortality, such a phenotype can be advantageous to the bacterial lineage. By eliminating paternal genes, it can also be advantageous to the host female. A simple model shows that the host female will benefit under a wide range of values for the efficiency of resource re-allocation, the efficiency of transmission, and the viability of haploid males. This hypothesis helps to explain the ecological correlates of the origins of haplodiploidy, as well as such otherwise puzzling phenomena as obligate cannibalism by male Micromalthus beetles, reversion to diploidy by aposymbiotic male stictococcid scale insects, and the bizarre genomic constitution of scale insect bacteriomes.",15154555,Bacteria | Endosymbionts | Insecta | Mutualism | Pseudoarrhenotoky | Symbiosis,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342458352,SCOPUS_ID:2342458352,2-s2.0-2342458352,Genetic variability and drift load in populations of an aquatic snail,Puurtinen M.,Evolution,00143820,58,4,749-756,2004-01-01,April 2004,36,Journal,ar,Article,100,5,5,22104,undefined,0,FALSE,176,10.1111/j.0014-3820.2004.tb00408.x,"Population genetic theory predicts that in small populations, random genetic drift will fix and accumulate slightly deleterious mutations, resulting in reduced reproductive output. This genetic load due to random drift (i.e., drift load) can increase the extinction risk of small populations. We studied the relationship between genetic variability (indicator of past population size) and reproductive output in eight isolated, natural populations of the hermaphroditic snail Lymnaea stagnalis. In a common laboratory environment, snails from populations with the lowest genetic variability mature slower and have lower fecundity than snails from genetically more variable populations. This result suggests that past small population size has resulted in increased drift load, as predicted. The relationship between genetic variability and reproductive output is independent of the amount of nonrandom mating within populations. However, reproductive output and the current density of snails in the populations were not correlated. Instead, data from the natural populations suggest that trematode parasites may determine, at least in part, population densities of the snails.",15154551,Allelic richness | Drift load | Extinction risk | Lymnaea stagnalis | Mutational meltdown | Trematode parasites,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342456442,SCOPUS_ID:2342456442,2-s2.0-2342456442,Does linkage disequilibrium generate heterozygosity-fitness correlations in great reed warblers?,Hansson B.,Evolution,00143820,58,4,870-879,2004-01-01,April 2004,95,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,177,10.1111/j.0014-3820.2004.tb00418.x,"Heterozygosity-fitness correlations (HFCs) at noncoding genetic markers are commonly assumed to reflect fitness effects of heterozygosity at genomewide distributed genes in partially inbred populations. However, in populations with much linkage disequilibrium (LD), HFCs may arise also as a consequence of selection on fitness loci in the local chromosomal vicinity of the markers. Recent data suggest that relatively high levels of LD may prevail in many ecological situations. Consequently, LD may be an important factor, together with partial inbreeding, in causing HFCs in natural populations. In the present study, we evaluate whether LD can generate HFCs in a small and newly founded population of great reed warblers (Acrocephalus arundinaceus). For this purpose dyads of full siblings of which only one individual survived to adult age (i.e., returned to breed at the study area) were scored at 19 microsatellite loci, and at a gene region of hypothesized importance for survival, the major histocompatibility complex (MHC). By examining siblings, we controlled for variation in the inbreeding coefficient and thus excluded genome-wide fitness effects in our analyses. We found that recruited individuals had significantly higher multilocus heterozygosity (MLH), and mean d2 (a microsatellite-specific variable), than their nonrecruited siblings. There was a tendency for the survivors to have a more diverse MHC than the nonsurvivors. Single-locus analyses showed that the strength of the genotype-survival association was especially pronounced at four microsatellite loci. By using genotype data from the entire breeding population, we detected significant LD between five of 162 pairs of microsatellite loci after accounting for multiple tests. Our present finding of a significant within-family multilocus heterozygosity-survival association in a nonequilibrium population supports the view that LD generates HFCs in natural populations.",15154561,Heterozygosity | Inbreeding depression | Linkage disequilibrium | Major histocompatibility complex | Microsatellite,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2342452552,SCOPUS_ID:2342452552,2-s2.0-2342452552,The role of diversification in causing the correlates of dioecy,Vamosi J.,Evolution,00143820,58,4,723-731,2004-01-01,April 2004,63,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,178,10.1111/j.0014-3820.2004.tb00405.x,"Dioecy is reported to be correlated with a number of ecological traits, including tropical distribution, woody growth form, plain flowers, and fleshy fruits. Previous analyses have concentrated on determining whether dioecy is more likely to evolve in lineages possessing these traits, rather than considering the speciation and extinction rates of dioecious lineages with certain combinations of traits. To address the association between species richness in dioecious lineages as a function of the ecological traits, we compared the evolutionary success (i.e., relative species richness) of dioecious focal lineages with that of their nondioecious sister groups. This test was repeated for the evolutionary success of randomly chosen nondioecious lineages (control lineages) compared with their nondioecious sister groups. If the possession of certain ecological traits enhances the evolutionary success of dioecious lineages, we predict an association between the presence of these traits and relative species richness in the former, but not latter, set of sister-group comparisons. Dioecious focal lineages with a higher number of these traits experienced higher evolutionary success in sister-group comparisons, whereas no trend was found for the control focal lineages. The increase in evolutionary success was especially true for dioecious focal lineages that had a tropical distribution or fleshy fruit. We discuss how these results provide strong support for differential evolutionary success theories for the correlations between dioecy and the ecological traits considered.",15154548,Angiosperms | Breeding system | Dioecy | Ecological correlations | Extinction | Phylogeny | Sister-group comparison | Speciation,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/19244386505,SCOPUS_ID:19244386505,2-s2.0-19244386505,Vibrational communication and reproductive isolation in the Enchenopa binotata species complex of treehoppers (Hemiptera: Membracidae),Rodríguez R.L.,Evolution,00143820,58,3,571-578,2004-01-01,March 2004,105,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,179,10.1111/j.0014-3820.2004.tb01679.x,"Sexual communication can contribute to population divergence and speciation because of its effect on assortative mating. We examined the role of communication in assortative mating in the Enchenopa binotata species complex of treehoppers. These plant-feeding insects are a well studied case of sympatric speciation resulting from shifts to novel host-plant species. Shifting to hosts with different phenologies causes changes in life-history timing. In concert with high host fidelity, these changes reduce gene flow between populations on ancestral and novel hosts and facilitate a rapid response to divergent natural selection. However, some interbreeding can still occur because of partial overlap of mating periods. Additional behavioral mechanisms resulting in reproductive isolation may thus be important for divergence. In E. binotata, mating pairs form after an exchange of plant-borne vibrational signals. We used playback experiments to examine the relevance of inter- and intraspecific variation in male advertisement signals for female mate choice in a member of the E. binotata species complex. Female signals given in response to male signals provided a simple and reliable assay. Male species and male individual identity were important determinants of female responses. Females failed to respond to the signals of the two most closely related species in the complex, but they responded strongly to the signals of conspecific males, as well as to those of the most basal species in the complex. Communication systems in the E. binotata species complex can therefore play a role in reproductive isolation. Female responses were influenced by among-individual variation in male signals and females, suggesting the involvement of sexual selection in the evolution of these communication systems.",15119440,Diversity | Insect communication | Mate choice | Speciation | Vibrational signals,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/19244377494,SCOPUS_ID:19244377494,2-s2.0-19244377494,Variational and genetic properties of developmental stability in Dalechampia scandens,Pélabon C.,Evolution,00143820,58,3,504-514,2004-01-01,March 2004,30,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,180,10.1111/j.0014-3820.2004.tb01674.x,"Because low developmental stability may compromise the precision with which adaptations can be reached, the variability and genetic basis of developmental stability are important evolutionary parameters. Developmental stability is also an important clue to understanding how traits are regulated to achieve their phenotypic target value. However, developmental stability must be studied indirectly through proxy variables, such as fluctuating asymmetry, that are suggested to have noisy and often nonlinear relationships to the underlying variable of interest. In this paper we first show that mean-standardized measures of variance and covariance in fluctuating asymmetry, unlike heritabilities, repeatabilities, and correlations, are linearly related to corresponding measures of variation in underlying developmental stability. We then examine the variational properties of developmental stability in a population of the Neotropical vine, Dalechampia scandens (Euphorbiaceae). By studying fluctuating asymmetry in a large number of floral characters in both selfed and outcrossed individuals in a diallel design, we assemble strong evidence that both additive genetic and individual variation and covariation in developmental stability are virtually absent in this population.",15119435,Dalechampia scandens | Developmental stability | Evolvability | Fluctuating asymmetry | Genetic variation | Heritability | Homozygosity,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842580605,SCOPUS_ID:1842580605,2-s2.0-1842580605,The diffusive spread of alleles in heterogeneous populations,Skalski G.,Evolution,00143820,58,3,470-478,2004-01-01,March 2004,1,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,181,10.1111/j.0014-3820.2004.tb01670.x,"The spread of genes and individuals through space in populations is relevant in many biological contexts. I study, via systems of reaction-diffusion equations, the spatial spread of advantageous alleles through structured populations. The results show that the temporally asymptotic rate of spread of an advantageous allele, a kind of invasion speed, can be approximated for a class of linear partial differential equations via a relatively simple formula, c = 2√rD̄, that is reminiscent of a classic formula attributed to R. A. Fisher. The parameters r and D̄ represent an asymptotic growth rate and an average diffusion rate, respectively, and can be interpreted in terms of eigenvalues and eigenvectors that depend on the population's demographic structure. The results can be applied, under certain conditions, to a wide class of nonlinear partial differential equations that are relevant to a variety of ecological and evolutionary scenarios in population biology. I illustrate the approach for computing invasion speed with three examples that allow for heterogeneous dispersal rates among different classes of individuals within model populations.",15119431,Allele | Diffusion | Fisher equation | Gene | Invasion speed | Selection | Structured population,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842580582,SCOPUS_ID:1842580582,2-s2.0-1842580582,Power and potential bias in field studies of natural selection,Hersch E.I.,Evolution,00143820,58,3,479-485,2004-01-01,March 2004,95,Journal,re,Review,100,2,2,22104,undefined,1,TRUE,182,10.1111/j.0014-3820.2004.tb01671.x,"The advent of multiple regression analyses of natural selection has facilitated estimates of both the direct and indirect effects of selection on many traits in numerous organisms. However, low power in selection studies has possibly led to a bias in our assessment of the levels of selection shaping natural populations. Using calculations and simulations based on the statistical properties of selection coefficients, we find that power to detect total selection (the selection differential) depends on sample size and the strength of selection relative to the opportunity of selection. The power of detecting direct selection (selection gradients) is more complicated and depends on the relationship between the correlation of each trait and fitness and the pattern of correlation among traits. In a review of 298 previously published selection differentials, we find that most studies have had insufficient power to detect reported levels of selection acting on traits and that, in general, the power of detecting weak levels of selection is low given current study designs. We also find that potential publication bias could explain the trend that reported levels of direct selection tend to decrease as study sizes increase, suggesting that current views of the strength of selection may be inaccurate and biased upward. We suggest that studies should be designed so that selection is analyzed on at least several hundred individuals, the total opportunity of selection be considered along with the pattern of selection on individual traits, and nonsignificant results be actively reported combined with an estimate of power.",15119432,Experimental design | Power | Publication bias | Regression | Selection differentials | Selection gradients,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842580508,SCOPUS_ID:1842580508,2-s2.0-1842580508,Parasitism increases and decreases the costs of insecticide resistance in mosquitoes,Agnew P.,Evolution,00143820,58,3,579-586,2004-01-01,March 2004,63,Journal,ar,Article,100,5,5,22104,undefined,1,TRUE,183,10.1111/j.0014-3820.2004.tb01680.x,"Adaptations conferring resistance to xenobiotics (antibiotics, insecticides, herbicides, etc.) are often costly to the organism's fitness in the absence of the selecting agent. In such conditions, and unless other mutations compensate for the costs of resistance, sensitive individuals are expected to out-reproduce resistant individuals and drive resistance alleles to a low frequency, with the rate and magnitude of this decline being proportional to the costs of resistance. However, this evolutionary dynamic is open to modification by other sources of selection acting on the relative fitness of susceptible and resistant individuals. Here we show parasitism not only as a source of selection capable of modifying the costs of organophosphate insecticide resistance in mosquitoes, but also that qualitatively different interactions (increasing or decreasing the relative fitness of resistant individuals) occurred depending on the particular form of resistance involved. As estimates of the parasite's fitness also varied according to its host's form of resistance, our data illustrate the potential for epidemiological feedbacks to influence the strength and direction of selection acting on resistance mutations in untreated environments.",15119441,Cost | Host | Insecticide | Microsporidia | Mosquito | Parasite | Resistance,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842580505,SCOPUS_ID:1842580505,2-s2.0-1842580505,Codiversification in an ant-plant mutualism: Stem texture and the evolution of host use in Crematogaster (Formicidae: Myrmicinae) inhabitants of Macaranga (Euphorbiaceae),Quek S.,Evolution,00143820,58,3,554-570,2004-01-01,March 2004,193,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,184,10.1111/j.0014-3820.2004.tb01678.x,"We investigate the evolution of host association in a cryptic complex of mutualistic Crematogaster (Decacrema) ants that inhabits and defends Macaranga trees in Southeast Asia. Previous phylogenetic studies based on limited samplings of Decacrema present conflicting reconstructions of the evolutionary history of the association, inferring both cospeciation and the predominance of host shifts. We use cytochrome oxidase I (COI) to reconstruct phylogenetic relationships in a comprehensive sampling of the Decacrema inhabitants of Macaranga. Using a published Macaranga phylogeny, we test whether the ants and plants have cospeciated. The COI phylogeny reveals 10 well-supported lineages and an absence of cospeciation. Host shifts, however, have been constrained by stem traits that are themselves correlated with Macaranga phylogeny. Earlier lineages of Decacrema exclusively inhabit waxy stems, a basal state in the Pachystemon clade within Macaranga, whereas younger species of Pachystemon, characterized by nonwaxy stems, are inhabited only by younger lineages of Decacrema. Despite the absence of cospeciation, the correlated succession of stem texture in both phylogenies suggests that Decacrema and Pachystemon have diversified in association, or codiversified. Subsequent to the colonization of the Pachystemon clade, Decacrema expanded onto a second clade within Macaranga, inducing the development of myrmecophytism in the Pruinosae group. Confinement to the aseasonal wet climate zone of western Malesia suggests myrmecophytic Macaranga are no older than the wet forest community in Southeast Asia, estimated to be about 20 million years old (early Miocene). Our calculation of COI divergence rates from several published arthropod studies that relied on tenable calibrations indicates a generally conserved rate of approximately 1.5% per million years. Applying this rate to a rate-smoothed Bayesian chronogram of the ants, the Decacrema from Macaranga are inferred to be at least 12 million years old (mid-Miocene). However, using the extremes of rate variation in COI produces an age as recent as 6 million years. Our inferred timeline based on 1.5% per million years concurs with independent biogeographical events in the region reconstructed from palynological data, thus suggesting that the evolutionary histories of Decacrema and their Pachystemon hosts have been contemporaneous since the mid-Miocene. The evolution of myrmecophytism enabled Macaranga to radiate into enemy-free space, while the ants' diversification has been shaped by stem traits, host specialization, and geographic factors. We discuss the possibility that the ancient and exclusive association between Decacrema and Macaranga was facilitated by an impoverished diversity of myrmecophytes and phytoecious (obligately plant inhabiting) ants in the region.",15119439,Coevolution | Cospeciation | Decacrema | Macaranga | Myrmecophyte | Phytoecy | Southeast Asia,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842580494,SCOPUS_ID:1842580494,2-s2.0-1842580494,Phylogenetic comparative analysis of life-history variation among populations of the lizard Sceloporus undulatus: An example and prognosis,Niewiarowski P.H.,Evolution,00143820,58,3,619-633,2004-01-01,March 2004,51,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,185,10.1111/j.0014-3820.2004.tb01684.x,"Over the past 15 years, phylogenetic comparative methods (PCMs) have become standard in the study of life-history evolution. To date, most studies have focused on variation among species or higher taxonomic levels, generally revealing the presence of significant phylogenetic effects as well as residual variation potentially attributable to adaptive evolution. Recently, population-level phylogenetic hypotheses have become available for many species, making it possible to apply PCMs directly to the level at which experiments are typically used to test adaptive hypotheses. In this study, we present the results of PCMs applied to life-history variation among populations of the widespread and well-studied lizard Sceloporus undulatus. Using S. undulatus (which may represent four closely related species) as an example, we explore the benefits of using PCMs at the population level, as well as consider the importance of several thorny methodological problems including but not limited to nonindependence of populations, lack of sufficient variation in traits, and the typically small sample sizes dictated by the difficulty of collecting detailed demographic data. We show that phylogenetic effects on life-history variation among populations of 5. undulatus appear to be unimportant, and that several classic trade-offs expected by theory and revealed by many interspecific comparisons are absent. Our results suggest that PCMs applied to variation in life-history traits below the species level may be of limited value, but more studies like ours are needed to draw a general conclusion. Finally, we discuss several outstanding problems that face studies seeking to apply PCMs below the species level.",15119445,Independent contrasts | Life history | Phrynosomatid | Phylogenetic comparative method | Sceloporus undulatus,all,All Open Access,NA,NA
