@_fa,@seq,author-url,authid,orcid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,3,https://api.elsevier.com/content/author/author_id/6602669926,6602669926,0000-0002-8870-8622,Passarelli L.M.,Passarelli,Lilian M.,L.M.,true,60023103,47
true,4,https://api.elsevier.com/content/author/author_id/50362426300,50362426300,0000-0001-9630-3927,Zárate D.A.,Zárate,Diego A.,D.A.,true,60077376,47
true,5,https://api.elsevier.com/content/author/author_id/57218926389,57218926389,0000-0001-7295-0046,Cuarán V.L.,Cuarán,Viviana Lucia,V.L.,true,60077376,47
true,6,https://api.elsevier.com/content/author/author_id/57202060247,57202060247,0000-0001-8115-8798,Plata-Arboleda S.,Plata-Arboleda,Sayonara,S.,true,60016278,47
true,1,https://api.elsevier.com/content/author/author_id/57221630957,57221630957,0000-0002-9728-0015,Arcos Severo M.,Arcos Severo,Minerva,M.,true,60002281,48
true,2,https://api.elsevier.com/content/author/author_id/57221629486,57221629486,0000-0002-0089-701X,Gutiérrez Cedillo J.G.,Gutiérrez Cedillo,Jesús Gastón,J.G.,true,60002281,48
true,3,https://api.elsevier.com/content/author/author_id/57192918633,57192918633,0000-0003-2889-3923,Balderas Plata M.Á.,Balderas Plata,Miguel Ángel,M.Á.,true,60002281,48
true,4,https://api.elsevier.com/content/author/author_id/55567705600,55567705600,0000-0001-9924-3376,Martínez García C.G.,Martínez García,Carlos Galdino,C.G.,true,113930941,48
true,1,https://api.elsevier.com/content/author/author_id/57353769500,57353769500,0000-0002-0198-1336,Arias-Paco A.,Arias-Paco,Andrés,A.,true,60071929,49
true,2,https://api.elsevier.com/content/author/author_id/57354719600,57354719600,0000-0003-4755-5137,Mata-Nuñez M.,Mata-Nuñez,Melanie,M.,true,60071929,49
true,3,https://api.elsevier.com/content/author/author_id/57218997640,57218997640,0000-0001-7014-8623,Alvarado-Barrantes R.,Alvarado-Barrantes,Ricardo,R.,true,60071929,49
true,1,https://api.elsevier.com/content/author/author_id/57224910321,57224910321,0000-0002-9974-9198,Pérez-Postigo I.,Pérez-Postigo,Isabel,I.,true,60008943,50
true,2,https://api.elsevier.com/content/author/author_id/6602210440,6602210440,0000-0002-1800-4320,Vibrans H.,Vibrans,Heike,H.,true,60033065,50
true,3,https://api.elsevier.com/content/author/author_id/7005742190,7005742190,0000-0001-6559-2033,Bendix J.,Bendix,Jörg,J.,true,60012556,50
true,4,https://api.elsevier.com/content/author/author_id/6505479806,6505479806,0000-0002-4980-8989,Cuevas-Guzmán R.,Cuevas-Guzmán,Ramón,R.,true,60008943,50
true,1,https://api.elsevier.com/content/author/author_id/37020580300,37020580300,0000-0003-0465-9956,Sosa-Cornejo I.,Sosa-Cornejo,Ingmar,I.,true,60012676,51
true,2,https://api.elsevier.com/content/author/author_id/57203355035,57203355035,0000-0002-7280-3932,Martín-Del-campo R.,Martín-Del-campo,Rodolfo,R.,true,60085955,51
true,3,https://api.elsevier.com/content/author/author_id/57354719400,57354719400,0000-0003-3879-3643,Contreras-Aguilar H.R.,Contreras-Aguilar,Héctor R.,H.R.,true,60012676,51
true,4,https://api.elsevier.com/content/author/author_id/57354250600,57354250600,0000-0002-2847-9055,Enciso-Saracho F.,Enciso-Saracho,Fernando,F.,true,60012676,51
true,5,https://api.elsevier.com/content/author/author_id/57354560800,57354560800,0000-0003-3110-2918,González-Camacho Z.B.,González-Camacho,Zuleika Beatriz,Z.B.,true,60012676,51
true,6,https://api.elsevier.com/content/author/author_id/57354560900,57354560900,0000-0002-0257-6826,Guardado-González J.I.,Guardado-González,Jesus I.,J.I.,true,127300672,51
true,7,https://api.elsevier.com/content/author/author_id/13404774200,13404774200,0000-0001-7552-2303,Campista-Leon S.,Campista-Leon,Samuel,S.,true,60012676,51
true,8,https://api.elsevier.com/content/author/author_id/10140126200,10140126200,0000-0001-5881-4558,Peinado-Guevara L.I.,Peinado-Guevara,Luz I.,L.I.,true,60012676,51
true,1,https://api.elsevier.com/content/author/author_id/6507589406,6507589406,0000-0002-7290-1639,Olvera-Vargas M.,Olvera-Vargas,Miguel,M.,true,60008943,52
true,2,https://api.elsevier.com/content/author/author_id/6507781926,6507781926,0000-0002-5869-5277,Figueroa-Rangel B.L.,Figueroa-Rangel,Blanca L.,B.L.,true,60008943,52
true,3,https://api.elsevier.com/content/author/author_id/57353769400,57353769400,0000-0002-1341-1605,Robles C.S.,Robles,Christiam Solís,C.S.,true,60008943,52
true,1,https://api.elsevier.com/content/author/author_id/57354407600,57354407600,0000-0002-3533-5236,Quiñones-Llópiz J.D.,Quiñones-Llópiz,Jesús D.,J.D.,true,60071531,53
true,2,https://api.elsevier.com/content/author/author_id/56040870500,56040870500,0000-0001-7622-7381,Rodríguez-Fourquet C.,Rodríguez-Fourquet,Concepción,C.,true,60071531,53
true,3,https://api.elsevier.com/content/author/author_id/6602730793,6602730793,0000-0002-4959-5987,Luppi T.,Luppi,Tomás,T.,true,60004518,53
true,4,https://api.elsevier.com/content/author/author_id/35775086700,35775086700,0000-0001-5190-370X,Farias N.E.,Farias,Nahuel E.,N.E.,true,60004518,53
true,1,https://api.elsevier.com/content/author/author_id/57354878300,57354878300,0000-0003-3723-7151,Villarraga D.T.,Villarraga,Daniella Tafurt,D.T.,true,60172553,54
true,2,https://api.elsevier.com/content/author/author_id/57213594630,57213594630,0000-0003-1954-4393,Molina A.,Molina,Andrés,A.,true,60172336,54
true,3,https://api.elsevier.com/content/author/author_id/7003661787,7003661787,0000-0002-2468-529X,Duque G.,Duque,Guillermo,G.,true,60172553,54
true,1,https://api.elsevier.com/content/author/author_id/39361159700,39361159700,0000-0003-3666-0767,Correa-Ochoa M.A.,Correa-Ochoa,Mauricio Andres,M.A.,true,60055833,55
true,2,https://api.elsevier.com/content/author/author_id/57216223928,57216223928,0000-0003-2349-1044,Vélez-Monsalve L.C.,Vélez-Monsalve,Leidy Catalina,L.C.,true,60055833,55
true,3,https://api.elsevier.com/content/author/author_id/57189893702,57189893702,0000-0002-9395-5417,Saldarriaga-Molina J.C.,Saldarriaga-Molina,Julio César,J.C.,true,60055833,55
true,1,https://api.elsevier.com/content/author/author_id/6603820092,6603820092,0000-0001-7764-2966,Monge-Nájera J.,Monge-Nájera,Julián,J.,true,60113197,56
true,2,https://api.elsevier.com/content/author/author_id/57354891500,57354891500,0000-0002-7081-9092,Batista D.O.,Batista,Dianelis Olivera,D.O.,true,60052951,56
true,3,https://api.elsevier.com/content/author/author_id/7402554934,7402554934,0000-0002-2557-8736,Ho Y.S.,Ho,Yuh Shan,Y.S.,true,60072429,56
true,1,https://api.elsevier.com/content/author/author_id/57193907088,57193907088,0000-0001-8050-461X,Luque-Fernández C.R.,Luque-Fernández,César R.,C.R.,true,60089535,57
true,2,https://api.elsevier.com/content/author/author_id/57227700500,57227700500,0000-0003-4487-3068,Caballero K.,Caballero,Kenny,K.,true,60119159,57
true,3,https://api.elsevier.com/content/author/author_id/57227147800,57227147800,0000-0001-6367-5345,Pauca G.A.,Pauca,Gregory Anthony,G.A.,true,60089535,57
true,4,https://api.elsevier.com/content/author/author_id/57217309808,57217309808,0000-0002-7605-4326,Villegas L.,Villegas,Luis,L.,true,60105309,57
true,5,https://api.elsevier.com/content/author/author_id/57228244600,57228244600,0000-0002-5512-5025,Alcelay I.,Alcelay,Ibai,I.,true,60089535,57
true,6,https://api.elsevier.com/content/author/author_id/57196375689,57196375689,0000-0003-4901-7738,Machaca J.,Machaca,John,J.,true,123924780,57
true,1,https://api.elsevier.com/content/author/author_id/57226706398,57226706398,0000-0002-0300-8599,Da Silva C.V.,Da Silva,Carolina Viana,C.V.,true,60013918,58
true,2,https://api.elsevier.com/content/author/author_id/35731630200,35731630200,0000-0002-4695-987X,Martins S.V.,Martins,Sebastião Venâncio,S.V.,true,60013918,58
true,3,https://api.elsevier.com/content/author/author_id/57062017500,57062017500,0000-0003-4826-3187,Villa P.M.,Villa,Pedro Manuel,P.M.,true,60013918,58
true,4,https://api.elsevier.com/content/author/author_id/57224308525,57224308525,0000-0001-5911-2179,Correa Kruschewsky G.,Correa Kruschewsky,Gabriel,G.,true,126723679,58
true,5,https://api.elsevier.com/content/author/author_id/57223019574,57223019574,0000-0001-7257-1775,Dias A.A.,Dias,Andreia Aparecida,A.A.,true,126723679,58
true,6,https://api.elsevier.com/content/author/author_id/57223005089,57223005089,0000-0002-1437-5503,Nabeta F.H.,Nabeta,Fabio Haruki,F.H.,true,126723679,58
true,1,https://api.elsevier.com/content/author/author_id/57226721553,57226721553,0000-0003-2133-6622,Fallas-Montero E.,Fallas-Montero,Ezequiel,E.,NA,NA,59
true,2,https://api.elsevier.com/content/author/author_id/26431688800,26431688800,0000-0003-1720-5291,Vílchez-Alvarado B.,Vílchez-Alvarado,Braulio,B.,true,60099123,59
true,1,https://api.elsevier.com/content/author/author_id/57190132545,57190132545,NA,Serra F.C.V.,Serra,Flávia Cristina Vieira,F.C.V.,true,60015786,60
true,2,https://api.elsevier.com/content/author/author_id/23984788200,23984788200,NA,Almeida E.B.,Almeida,Eduardo Bezerra,E.B.,true,60015786,60
true,1,https://api.elsevier.com/content/author/author_id/57226717199,57226717199,0000-0002-3169-5015,Arrieta-González R.,Arrieta-González,Rosa,R.,true,60105707,61
true,2,https://api.elsevier.com/content/author/author_id/57226726529,57226726529,0000-0002-0774-8391,Paez J.,Paez,Juan,J.,true,60054319,61
true,3,https://api.elsevier.com/content/author/author_id/45960994100,45960994100,0000-0002-3103-9878,Dominguez-Haydar Y.,Dominguez-Haydar,Yamileth,Y.,true,60105707,61
true,4,https://api.elsevier.com/content/author/author_id/35739275800,35739275800,NA,Salgado-Negret B.,Salgado-Negret,Beatriz,B.,true,60055696,61
true,1,https://api.elsevier.com/content/author/author_id/7006566470,7006566470,0000-0001-7270-104X,Cordero R.A.S.,Cordero,Roberto A.S.,R.A.S.,true,60071924,62
true,2,https://api.elsevier.com/content/author/author_id/57226716859,57226716859,0000-0001-5343-5639,Garrido A.,Garrido,Ana,A.,true,60027800,62
true,3,https://api.elsevier.com/content/author/author_id/55505694200,55505694200,0000-0002-3396-0599,Pérez-Molina J.P.,Pérez-Molina,Junior Pastor,J.P.,true,60071924,62
true,4,https://api.elsevier.com/content/author/author_id/36855684800,36855684800,NA,Ramírez-Alán Ó.,Ramírez-Alán,Óscar,Ó.,true,60071924,62
true,5,https://api.elsevier.com/content/author/author_id/57226728860,57226728860,0000-0002-3441-6202,Chávez J.L.,Chávez,José Luis,J.L.,true,126722644,62
true,1,https://api.elsevier.com/content/author/author_id/57226705927,57226705927,0000-0002-2188-4461,González-Carballo G.C.,González-Carballo,Gian Carlo,G.C.,true,60071929,63
true,2,https://api.elsevier.com/content/author/author_id/57192974402,57192974402,0000-0001-5599-0652,Rodríguez C.,Rodríguez,César,C.,true,60071929,63
true,1,https://api.elsevier.com/content/author/author_id/56870865600,56870865600,0000-0002-7074-3534,Martínez B.,Martínez,Blanca,B.,true,60104009,64
true,2,https://api.elsevier.com/content/author/author_id/55340685500,55340685500,0000-0003-2026-0371,López Camacho R.,López Camacho,René,R.,true,60104009,64
true,3,https://api.elsevier.com/content/author/author_id/57201424021,57201424021,0000-0003-2193-7516,Castillo L.S.,Castillo,Luis Santiago,L.S.,true,60087090,64
true,4,https://api.elsevier.com/content/author/author_id/57210318623,57210318623,0000-0002-9832-8498,Bernal R.,Bernal,Rodrigo,R.,true,122507909,64
true,1,https://api.elsevier.com/content/author/author_id/55247400000,55247400000,NA,Lopeztegui Castillo A.,Lopeztegui Castillo,Alexander,A.,true,60004432,65
true,2,https://api.elsevier.com/content/author/author_id/55247697300,55247697300,NA,Capetillo Piñar N.,Capetillo Piñar,Norberto,N.,true,126490438,65
true,1,https://api.elsevier.com/content/author/author_id/36705961100,36705961100,0000-0002-5330-4505,Espinosa C.I.,Espinosa,Carlos I.,C.I.,true,60072064,66
true,2,https://api.elsevier.com/content/author/author_id/57224981194,57224981194,0000-0002-8990-6487,Reyes C.,Reyes,Carlos,C.,true,60072064,66
true,3,https://api.elsevier.com/content/author/author_id/53984207200,53984207200,0000-0001-9394-2790,Jara-Guerrero A.,Jara-Guerrero,Andrea,A.,true,60072064,66
true,1,https://api.elsevier.com/content/author/author_id/57224976047,57224976047,NA,Silva da Silva J.,Silva da Silva,Joilson,J.,true,60001890,67
true,2,https://api.elsevier.com/content/author/author_id/57222010409,57222010409,NA,Dos Santos Braga B.S.,Dos Santos Braga,Brenda Stefany,B.S.,true,60001890,67
true,3,https://api.elsevier.com/content/author/author_id/57224051137,57224051137,NA,da Silva Costa J.,da Silva Costa,Juliane,J.,true,60001890,67
true,4,https://api.elsevier.com/content/author/author_id/55937667700,55937667700,NA,Schlemmer Brasil L.,Schlemmer Brasil,Leandro,L.,true,60001890,67
true,5,https://api.elsevier.com/content/author/author_id/57224976739,57224976739,NA,Lobato de Oliveira-Bahia V.R.,Lobato de Oliveira-Bahia,Verônica Regina,V.R.,true,60001890,67
true,6,https://api.elsevier.com/content/author/author_id/57224969692,57224969692,NA,Pimentel Leal R.,Pimentel Leal,Relionan,R.,true,60069338,67
true,7,https://api.elsevier.com/content/author/author_id/7203033300,7203033300,NA,Felipe Marques J.R.,Felipe Marques,José Ribamar,J.R.,true,60069338,67
true,8,https://api.elsevier.com/content/author/author_id/14066261700,14066261700,NA,de Araújo Guimarães D.A.,de Araújo Guimarães,Diva Anélie,D.A.,true,60001890,67
true,1,https://api.elsevier.com/content/author/author_id/6504320910,6504320910,NA,Buitrón Sánchez B.E.,Buitrón Sánchez,Blanca Estela,B.E.,true,60032442,68
true,2,https://api.elsevier.com/content/author/author_id/57193142174,57193142174,NA,Cuen-Romero F.J.,Cuen-Romero,Francisco Javier,F.J.,true,60032897,68
true,3,https://api.elsevier.com/content/author/author_id/6602380974,6602380974,NA,Beresi M.S.,Beresi,Matilde Sylvia,M.S.,true,60004518,68
true,4,https://api.elsevier.com/content/author/author_id/6603679199,6603679199,NA,Monreal R.,Monreal,Rogelio,R.,true,60032897,68
true,1,https://api.elsevier.com/content/author/author_id/7102788762,7102788762,NA,Ebert T.A.,Ebert,Thomas A.,T.A.,true,60013402,69
true,1,https://api.elsevier.com/content/author/author_id/57221438833,57221438833,NA,Lizarazo M.C.G.,Lizarazo,Mayra Camila Guerrero,M.C.G.,true,60055696,70
true,2,https://api.elsevier.com/content/author/author_id/57221439721,57221439721,NA,Pinilla-Agudelo G.,Pinilla-Agudelo,Gabriel,G.,true,60055696,70
true,3,https://api.elsevier.com/content/author/author_id/57221436916,57221436916,NA,Galindo I.J.E.,Galindo,Ingrid Julieth Estrada,I.J.E.,true,60055696,70
true,1,https://api.elsevier.com/content/author/author_id/57217032032,57217032032,NA,Borges-Jesús K.P.,Borges-Jesús,Karla P.,K.P.,true,60013136,71
true,2,https://api.elsevier.com/content/author/author_id/57217036347,57217036347,NA,Cú-Vizcarra J.D.,Cú-Vizcarra,José D.,J.D.,true,60024712,71
true,3,https://api.elsevier.com/content/author/author_id/6508133323,6508133323,NA,Escalona-Segura G.,Escalona-Segura,Griselda,G.,true,60015438,71
true,4,https://api.elsevier.com/content/author/author_id/6504257035,6504257035,NA,Vargas-Contreras J.A.,Vargas-Contreras,Jorge A.,J.A.,true,60013136,71
true,1,https://api.elsevier.com/content/author/author_id/57195241057,57195241057,NA,Rezende U.C.,Rezende,Uiara Costa,U.C.,true,60015104,72
true,2,https://api.elsevier.com/content/author/author_id/56896753800,56896753800,NA,Cardoso J.C.F.,Cardoso,João Custódio Fernandes,J.C.F.,true,60015104,72
true,3,https://api.elsevier.com/content/author/author_id/7202060620,7202060620,NA,Hanson P.,Hanson,P.,P.,true,60071929,72
true,4,https://api.elsevier.com/content/author/author_id/35191007100,35191007100,NA,Oliveira D.C.,Oliveira,D. C.,D.C.,true,60015104,72
true,1,https://api.elsevier.com/content/author/author_id/57221399229,57221399229,NA,González-Sánchez J.N.,González-Sánchez,José Norman,J.N.,true,60013281,73
true,2,https://api.elsevier.com/content/author/author_id/56000773000,56000773000,NA,González-Esquinca A.R.,González-Esquinca,Alma Rosa,A.R.,true,60013281,73
true,3,https://api.elsevier.com/content/author/author_id/55701723600,55701723600,NA,Durán-Ruiz C.A.,Durán-Ruiz,Claudia Azucena,C.A.,true,60013281,73
true,4,https://api.elsevier.com/content/author/author_id/46161089500,46161089500,NA,De-La-cruz-chacón I.,De-La-cruz-chacón,Iván,I.,true,60013281,73
true,5,https://api.elsevier.com/content/author/author_id/55581025400,55581025400,NA,Castro-Moreno M.,Castro-Moreno,Marisol,M.,true,60013281,73
true,1,https://api.elsevier.com/content/author/author_id/24398348100,24398348100,NA,Cubero-Pardo P.,Cubero-Pardo,Priscilla,P.,true,102010531,74
true,2,https://api.elsevier.com/content/author/author_id/57221389735,57221389735,NA,Chavarría-Chaves J.B.,Chavarría-Chaves,Juan B.,J.B.,true,60071929,74
true,3,https://api.elsevier.com/content/author/author_id/57197762688,57197762688,NA,Romero-Chaves R.,Romero-Chaves,Raquel,R.,true,60071929,74
true,1,https://api.elsevier.com/content/author/author_id/57221390701,57221390701,NA,Uribe-Arjona A.,Uribe-Arjona,Alina,A.,true,60105337,75
true,2,https://api.elsevier.com/content/author/author_id/57221390990,57221390990,NA,de Patiño H.A.,de Patiño,Hildaura Acosta,H.A.,true,60105337,75
true,3,https://api.elsevier.com/content/author/author_id/57221392824,57221392824,NA,Martínez-Cortés V.,Martínez-Cortés,Víctor,V.,true,60105337,75
true,4,https://api.elsevier.com/content/author/author_id/57221396645,57221396645,NA,Correa-Ceballos D.,Correa-Ceballos,David,D.,true,60105337,75
true,5,https://api.elsevier.com/content/author/author_id/57221001876,57221001876,NA,Rodríguez A.,Rodríguez,Abdiel,A.,true,60105337,75
true,6,https://api.elsevier.com/content/author/author_id/57221396501,57221396501,NA,Gómez-Leija L.,Gómez-Leija,Leandra,L.,true,60105337,75
true,7,https://api.elsevier.com/content/author/author_id/57221391985,57221391985,NA,Vega N.,Vega,Natalia,N.,true,60105337,75
true,8,https://api.elsevier.com/content/author/author_id/28067853300,28067853300,NA,Gutiérrez J.M.,Gutiérrez,José María,J.M.,true,60071929,75
true,9,https://api.elsevier.com/content/author/author_id/57206032817,57206032817,NA,Otero-Patiño R.,Otero-Patiño,Rafael,R.,true,60055833,75
true,1,https://api.elsevier.com/content/author/author_id/55557241200,55557241200,NA,Villamarín C.,Villamarín,Christian,C.,true,60104441,76
true,2,https://api.elsevier.com/content/author/author_id/56481668900,56481668900,NA,Villamarín-Cortez S.,Villamarín-Cortez,Santiago,S.,true,60001769,76
true,3,https://api.elsevier.com/content/author/author_id/57203834969,57203834969,NA,Salcido D.M.,Salcido,Danielle M.,D.M.,true,60001769,76
true,4,https://api.elsevier.com/content/author/author_id/55538484200,55538484200,NA,Herrera-Madrid M.,Herrera-Madrid,Mauricio,M.,true,122193024,76
true,5,https://api.elsevier.com/content/author/author_id/32467496300,32467496300,NA,Ríos-Touma B.,Ríos-Touma,Blanca,B.,true,60104441,76
true,1,https://api.elsevier.com/content/author/author_id/6505692279,6505692279,NA,Jiménez-Prado P.,Jiménez-Prado,Pedro,P.,true,60072063,77
true,2,https://api.elsevier.com/content/author/author_id/6505991046,6505991046,NA,Aguirre W.,Aguirre,Windsor,W.,true,60026860,77
true,1,https://api.elsevier.com/content/author/author_id/24365893900,24365893900,NA,Galván-Villa C.M.,Galván-Villa,Cristian Moisés,C.M.,true,60008943,78
true,2,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco Alonso,F.A.,true,60032442,78
true,1,https://api.elsevier.com/content/author/author_id/57211033417,57211033417,NA,Camacho-Portocarrero R.F.,Camacho-Portocarrero,Rosa F.,R.F.,true,60065192,79
true,2,https://api.elsevier.com/content/author/author_id/36650556200,36650556200,NA,Duarte-Gándica I.,Duarte-Gándica,Irene,I.,true,60065192,79
true,3,https://api.elsevier.com/content/author/author_id/55263568700,55263568700,NA,Altamiranda-Saavedra M.,Altamiranda-Saavedra,Mariano,M.,true,60111158,79
true,1,https://api.elsevier.com/content/author/author_id/57221397088,57221397088,NA,Duarte-Vargas J.H.,Duarte-Vargas,Jesús H.,J.H.,true,60056455,80
true,2,https://api.elsevier.com/content/author/author_id/57191519795,57191519795,NA,Melo O.,Melo,Omar,O.,true,60056455,80
true,3,https://api.elsevier.com/content/author/author_id/16176026500,16176026500,NA,Mora-Delgado J.,Mora-Delgado,Jairo,J.,true,60056455,80
true,4,https://api.elsevier.com/content/author/author_id/57195339932,57195339932,NA,Castañeda-Serrano R.,Castañeda-Serrano,Román,R.,true,60056455,80
true,5,https://api.elsevier.com/content/author/author_id/23981645200,23981645200,NA,Váquiro H.,Váquiro,Henry,H.,true,60056455,80
true,1,https://api.elsevier.com/content/author/author_id/57195482513,57195482513,NA,Bortolucci W.d.C.,Bortolucci,Wanessa de Campos,W.d.C.,true,60010835,81
true,2,https://api.elsevier.com/content/author/author_id/57195482721,57195482721,NA,de Oliveira H.L.M.,de Oliveira,Herika Line Marko,H.L.M.,true,60010835,81
true,3,https://api.elsevier.com/content/author/author_id/57218598656,57218598656,NA,Oliva L.R.,Oliva,Leiluana Roque,L.R.,true,115757223,81
true,4,https://api.elsevier.com/content/author/author_id/7103326165,7103326165,NA,Gonçalves J.E.,Gonçalves,José Eduardo,J.E.,true,115757223,81
true,5,https://api.elsevier.com/content/author/author_id/55319200300,55319200300,NA,Júnior R.P.,Júnior,Ranulfo Piau,R.P.,true,60010835,81
true,6,https://api.elsevier.com/content/author/author_id/56463441400,56463441400,NA,Fernandez C.M.M.,Fernandez,Carla Maria Mariano,C.M.M.,true,60010835,81
true,7,https://api.elsevier.com/content/author/author_id/16238035000,16238035000,NA,Colauto N.B.,Colauto,Nelson Barros,N.B.,true,60010835,81
true,8,https://api.elsevier.com/content/author/author_id/16239286700,16239286700,NA,Linde G.A.,Linde,Giani Andrea,G.A.,true,60010835,81
true,9,https://api.elsevier.com/content/author/author_id/22979363800,22979363800,NA,Gazim Z.C.,Gazim,Zilda Cristiani,Z.C.,true,60010835,81
true,1,https://api.elsevier.com/content/author/author_id/57221399888,57221399888,NA,Gutiérrez F.S.,Gutiérrez,Facundo Sánchez,F.S.,true,60016888,82
true,2,https://api.elsevier.com/content/author/author_id/55993745400,55993745400,NA,Hernández J.I.V.,Hernández,Juan Ignacio Valdez,J.I.V.,true,60033065,82
true,3,https://api.elsevier.com/content/author/author_id/35603733300,35603733300,NA,de la Rosa P.H.,de la Rosa,Patricia Hernández,P.H.,true,60033065,82
true,4,https://api.elsevier.com/content/author/author_id/36630184600,36630184600,NA,Escudero J.S.,Escudero,Julio Sánchez,J.S.,true,60033065,82
true,5,https://api.elsevier.com/content/author/author_id/57210809931,57210809931,NA,Sánchez Á.S.,Sánchez,Ángel Sol,Á.S.,true,60006537,82
true,6,https://api.elsevier.com/content/author/author_id/36197940300,36197940300,NA,Cruz C.C.,Cruz,Carlos Castillejos,C.C.,true,60028381,82
true,7,https://api.elsevier.com/content/author/author_id/57218169141,57218169141,NA,Brindis-Santos A.I.,Brindis-Santos,Alfredo Isaac,A.I.,true,60016888,82
true,1,https://api.elsevier.com/content/author/author_id/29068140100,29068140100,NA,Oliva-Hernández J.,Oliva-Hernández,Jorge,J.,true,60017983,83
true,2,https://api.elsevier.com/content/author/author_id/57218899062,57218899062,NA,López-Herrera M.A.,López-Herrera,María Aurelia,M.A.,true,60017983,83
true,3,https://api.elsevier.com/content/author/author_id/57221395934,57221395934,NA,Castillo-Linares E.B.,Castillo-Linares,Erika Belem,E.B.,true,60017983,83
true,1,https://api.elsevier.com/content/author/author_id/6507314810,6507314810,NA,Santos-Moreno A.,Santos-Moreno,Antonio,A.,true,60019176,84
true,2,https://api.elsevier.com/content/author/author_id/57201197335,57201197335,NA,Hernández-Aguilar I.,Hernández-Aguilar,Itandehui,I.,true,60015438,84
true,1,https://api.elsevier.com/content/author/author_id/56026311500,56026311500,NA,Raúl Gío-Argaez F.,Raúl Gío-Argaez,F.,F.,true,60032442,85
true,2,https://api.elsevier.com/content/author/author_id/16233224000,16233224000,NA,Gómez-Espinosa C.,Gómez-Espinosa,Catalina,C.,true,60022139,85
true,3,https://api.elsevier.com/content/author/author_id/57221404065,57221404065,NA,Romero S.,Romero,Saraí,S.,true,60007909,85
true,1,https://api.elsevier.com/content/author/author_id/57221400273,57221400273,NA,Shoaib G.,Shoaib,Ghazala,G.,true,60070606,86
true,2,https://api.elsevier.com/content/author/author_id/35896862700,35896862700,NA,Shah G.M.,Shah,Ghulam Mujtaba,G.M.,true,60070606,86
true,3,https://api.elsevier.com/content/author/author_id/57218866884,57218866884,NA,Shad N.,Shad,Nasir,N.,true,60004148,86
true,4,https://api.elsevier.com/content/author/author_id/6701739945,6701739945,NA,Dogan Y.,Dogan,Yunus,Y.,true,60014930,86
true,5,https://api.elsevier.com/content/author/author_id/55279252500,55279252500,NA,Siddique Z.,Siddique,Zeeshan,Z.,true,60264834,86
true,6,https://api.elsevier.com/content/author/author_id/57037625900,57037625900,NA,Shah A.H.,Shah,Abbas Hussain,A.H.,NA,NA,86
true,7,https://api.elsevier.com/content/author/author_id/57207908932,57207908932,NA,Farooq M.,Farooq,Muhammad,M.,NA,NA,86
true,8,https://api.elsevier.com/content/author/author_id/56221512800,56221512800,NA,Khan K.R.,Khan,Khalid Rasheed,K.R.,NA,NA,86
true,9,https://api.elsevier.com/content/author/author_id/16646893700,16646893700,NA,Nedelcheva A.,Nedelcheva,Anely,A.,true,60019878,86
true,1,https://api.elsevier.com/content/author/author_id/57193003569,57193003569,NA,Dantas A.R.,Dantas,Adelson Rocha,A.R.,true,60029159,87
true,2,https://api.elsevier.com/content/author/author_id/14819497000,14819497000,NA,Guedes M.C.,Guedes,Marcelino Carneiro,M.C.,true,60009625,87
true,3,https://api.elsevier.com/content/author/author_id/57214106014,57214106014,NA,Vasconcelos C.d.C.,Vasconcelos,Caroline da Cruz,C.d.C.,true,60029159,87
true,4,https://api.elsevier.com/content/author/author_id/57221398133,57221398133,NA,Isacksson J.G.L.,Isacksson,Jaynna Gonar Lôbo,J.G.L.,true,60112767,87
true,5,https://api.elsevier.com/content/author/author_id/57221391678,57221391678,NA,Pastana D.N.B.,Pastana,Dayane Nathália Barbosa,D.N.B.,true,60017841,87
true,6,https://api.elsevier.com/content/author/author_id/56199486700,56199486700,NA,Lira-Guedes A.C.,Lira-Guedes,Ana Cláudia,A.C.,true,60009625,87
true,7,https://api.elsevier.com/content/author/author_id/7004139928,7004139928,NA,Piedade M.T.F.,Piedade,Maria Teresa Fernandez,M.T.F.,true,60029159,87
true,1,https://api.elsevier.com/content/author/author_id/57221403627,57221403627,NA,Muñoz P.,Muñoz,Pablo,P.,true,60071929,88
true,2,https://api.elsevier.com/content/author/author_id/57519649500,57519649500,NA,García-Rodríguez A.,García-Rodríguez,Adrián,A.,true,60032442,88
true,3,https://api.elsevier.com/content/author/author_id/14065085600,14065085600,NA,Sandoval L.,Sandoval,Luis,L.,true,60071929,88
true,1,https://api.elsevier.com/content/author/author_id/57209399090,57209399090,NA,Serdiati N.,Serdiati,Novalina,N.,true,60103784,89
true,2,https://api.elsevier.com/content/author/author_id/55022874100,55022874100,NA,Arfiati D.,Arfiati,Diana,D.,true,60069392,89
true,3,https://api.elsevier.com/content/author/author_id/57190676948,57190676948,NA,Widodo M.S.,Widodo,Maheno Sri,M.S.,true,60069392,89
true,4,https://api.elsevier.com/content/author/author_id/57202236581,57202236581,NA,Lelono T.D.,Lelono,Tri Djoko,T.D.,true,60069392,89
true,5,https://api.elsevier.com/content/author/author_id/22985950300,22985950300,NA,Ndobe S.,Ndobe,Samliok,S.,true,60103784,89
