@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number,orcid
true,1,https://api.elsevier.com/content/author/author_id/57193560878,57193560878,Gantiva E.R.A.,Gantiva,E. R.Alberto,E.R.A.,true,125209699,50,NA
true,2,https://api.elsevier.com/content/author/author_id/55546297800,55546297800,Díez M.G.C.,Díez,M. G.Claudia,M.G.C.,true,60052098,50,NA
true,3,https://api.elsevier.com/content/author/author_id/16239382400,16239382400,Moreno F.H.H.,Moreno,Flavio H.H.,F.H.H.,true,60052098,50,NA
true,1,https://api.elsevier.com/content/author/author_id/56507493200,56507493200,Murillo-García O.E.,Murillo-García,Oscar E.,O.E.,true,60066812,51,NA
true,2,https://api.elsevier.com/content/author/author_id/57203962383,57203962383,De la Vega M.E.,De la Vega,Maria E.,M.E.,true,60066812,51,NA
true,3,https://api.elsevier.com/content/author/author_id/57200200635,57200200635,Pérez-Castillo K.,Pérez-Castillo,Katherine,K.,true,60066812,51,NA
true,1,https://api.elsevier.com/content/author/author_id/57219389244,57219389244,Trang N.T.N.,Trang,Nguyễn Thị Nha,N.T.N.,true,60211721,52,NA
true,2,https://api.elsevier.com/content/author/author_id/6603820092,6603820092,Monge-Nájera J.,Monge-Nájera,Julián,J.,true,60113197,52,NA
true,3,https://api.elsevier.com/content/author/author_id/7402554934,7402554934,Ho Y.S.,Ho,Yuh Shan,Y.S.,true,60072429,52,NA
true,1,https://api.elsevier.com/content/author/author_id/35387384700,35387384700,Cabrera-Paez Y.,Cabrera-Paez,Yureidy,Y.,true,60008943,53,NA
true,2,https://api.elsevier.com/content/author/author_id/35094976100,35094976100,Aguilar-Betancourt C.M.,Aguilar-Betancourt,Consuelo M.,C.M.,true,60008943,53,NA
true,3,https://api.elsevier.com/content/author/author_id/6602584757,6602584757,González-Sansón G.,González-Sansón,Gaspar,G.,true,60008943,53,NA
true,1,https://api.elsevier.com/content/author/author_id/57219376026,57219376026,Iglesias Rodríguez M.V.,Iglesias Rodríguez,María Victoria,M.V.,true,122163034,54,NA
true,2,https://api.elsevier.com/content/author/author_id/56543756500,56543756500,Umaña-Castro R.,Umaña-Castro,Rodolfo,R.,true,60071924,54,NA
true,3,https://api.elsevier.com/content/author/author_id/57219378799,57219378799,Garcia Mesa L.,Garcia Mesa,Lirialis,L.,true,60070393,54,NA
true,4,https://api.elsevier.com/content/author/author_id/57219392304,57219392304,Ortiz Guilarte E.,Ortiz Guilarte,Eudalys,E.,true,122163034,54,NA
true,5,https://api.elsevier.com/content/author/author_id/57219376019,57219376019,Núñez Moreira R.,Núñez Moreira,Roberto,R.,true,122163034,54,NA
true,6,https://api.elsevier.com/content/author/author_id/57219388902,57219388902,Álvarez Valcárcel C.,Álvarez Valcárcel,Carlos,C.,true,60046703,54,NA
true,7,https://api.elsevier.com/content/author/author_id/6603046605,6603046605,Lugioyo Gallardo G.M.,Lugioyo Gallardo,Gladys Margarita,G.M.,true,122163034,54,NA
true,1,https://api.elsevier.com/content/author/author_id/16634318600,16634318600,Allegrucci N.,Allegrucci,Natalia,N.,true,60032057,55,NA
true,2,https://api.elsevier.com/content/author/author_id/24075012600,24075012600,Velazquez M.S.,Velazquez,Maria Silvana,M.S.,true,60032057,55,NA
true,3,https://api.elsevier.com/content/author/author_id/55777723800,55777723800,Russo M.L.,Russo,María Leticia,M.L.,true,60032057,55,NA
true,4,https://api.elsevier.com/content/author/author_id/57190231578,57190231578,Vianna M.F.,Vianna,Maria Florencia,M.F.,true,60032057,55,NA
true,5,https://api.elsevier.com/content/author/author_id/57219394550,57219394550,Abarca C.,Abarca,Camila,C.,true,60032057,55,NA
true,6,https://api.elsevier.com/content/author/author_id/8563546900,8563546900,Scorsetti A.C.,Scorsetti,Ana Clara,A.C.,true,60032057,55,NA
true,1,https://api.elsevier.com/content/author/author_id/57194226119,57194226119,Fonsêca N.C.,Fonsêca,Nathan Castro,N.C.,true,60000958,56,NA
true,2,https://api.elsevier.com/content/author/author_id/57033926600,57033926600,Meunier I.M.J.,Meunier,Isabelle Maria Jacqueline,I.M.J.,true,60000958,56,NA
true,3,https://api.elsevier.com/content/author/author_id/55191382600,55191382600,Lins-E-silva A.C.B.,Lins-E-silva,Ana Carolina Borges,A.C.B.,true,60000958,56,NA
true,1,https://api.elsevier.com/content/author/author_id/57219380453,57219380453,Castro-Martínez A.L.,Castro-Martínez,Astrid Lorena,A.L.,true,60077378,57,NA
true,2,https://api.elsevier.com/content/author/author_id/56218005400,56218005400,Gil-Leguizamón P.A.,Gil-Leguizamón,Pablo Andrés,P.A.,true,60077378,57,NA
true,3,https://api.elsevier.com/content/author/author_id/24802537400,24802537400,Morales-Puentes M.E.,Morales-Puentes,María Eugenia,M.E.,true,60077378,57,NA
true,1,https://api.elsevier.com/content/author/author_id/24075012600,24075012600,Velázquez M.S.,Velázquez,María S.,M.S.,true,60003697,58,NA
true,2,https://api.elsevier.com/content/author/author_id/6505539452,6505539452,Fabisik J.C.,Fabisik,Juan C.,J.C.,true,60009264,58,NA
true,3,https://api.elsevier.com/content/author/author_id/7006216000,7006216000,Barrera M.,Barrera,Marcelo,M.,true,60110315,58,NA
true,4,https://api.elsevier.com/content/author/author_id/16634318600,16634318600,Allegrucci N.,Allegrucci,Natalia,N.,true,60003697,58,NA
true,5,https://api.elsevier.com/content/author/author_id/57219393219,57219393219,Valdés F.E.,Valdés,Fabricio E.,F.E.,true,60003697,58,NA
true,6,https://api.elsevier.com/content/author/author_id/57219394550,57219394550,Abarca C.L.,Abarca,Camila L.,C.L.,true,60003697,58,NA
true,7,https://api.elsevier.com/content/author/author_id/7006188499,7006188499,Cabello M.,Cabello,Marta,M.,true,60003697,58,NA
true,1,https://api.elsevier.com/content/author/author_id/57219395270,57219395270,Cordero-Umaña K.E.,Cordero-Umaña,Keilor E.,K.E.,true,122870537,59,NA
true,2,https://api.elsevier.com/content/author/author_id/16048178000,16048178000,Santidrián-Tomillo P.,Santidrián-Tomillo,Pilar,P.,true,118642441,59,NA
true,1,https://api.elsevier.com/content/author/author_id/57219387491,57219387491,Sandoval-Ramírez A.,Sandoval-Ramírez,Adriana,A.,true,60022139,60,NA
true,2,https://api.elsevier.com/content/author/author_id/6507576186,6507576186,de Guevara G.C.L.,de Guevara,Genoveva Cerdenares Ladrón,G.C.L.,true,60023058,60,NA
true,3,https://api.elsevier.com/content/author/author_id/6507632572,6507632572,Rojas-Herrera A.A.,Rojas-Herrera,Agustín Aucencio,A.A.,true,60022139,60,NA
true,4,https://api.elsevier.com/content/author/author_id/22939601300,22939601300,Violante-González J.,Violante-González,Juan,J.,true,60022139,60,NA
true,5,https://api.elsevier.com/content/author/author_id/16636058700,16636058700,García-Ibáñez S.,García-Ibáñez,Sergio,S.,true,60022139,60,NA
true,6,https://api.elsevier.com/content/author/author_id/55899073900,55899073900,Hernández-Gómez J.C.,Hernández-Gómez,Juan Carlos,J.C.,true,60022139,60,NA
true,1,https://api.elsevier.com/content/author/author_id/26032331600,26032331600,Rincón-Baron E.J.,Rincón-Baron,Edgar Javier,E.J.,true,60106657,61,NA
true,2,https://api.elsevier.com/content/author/author_id/57218927158,57218927158,Grisales-Echeverri C.,Grisales-Echeverri,Claudia,C.,true,60055833,61,NA
true,3,https://api.elsevier.com/content/author/author_id/57218926389,57218926389,Cuaran V.L.,Cuaran,Viviana Lucia,V.L.,true,60077376,61,NA
true,4,https://api.elsevier.com/content/author/author_id/57218927067,57218927067,Nadya Lorena C.B.,Nadya Lorena,Cardona B.,C.B.,true,60055833,61,NA
true,1,https://api.elsevier.com/content/author/author_id/57220659150,57220659150,Marín J.,Marín,Jaime,J.,true,60066812,62,NA
true,2,https://api.elsevier.com/content/author/author_id/26032331600,26032331600,Barón E.J.R.,Barón,Edgar Javier Rincón,E.J.R.,true,60106657,62,NA
true,3,https://api.elsevier.com/content/author/author_id/6701672081,6701672081,Montoya-Lerma¹ J.,Montoya-Lerma¹,James,J.,NA,NA,62,NA
true,1,https://api.elsevier.com/content/author/author_id/55712374900,55712374900,Agudelo-Martínez J.C.,Agudelo-Martínez,Juan Carlos,J.C.,true,60172325,63,NA
true,2,https://api.elsevier.com/content/author/author_id/22953851100,22953851100,Pérez-Buitrago N.,Pérez-Buitrago,Néstor,N.,true,60172325,63,NA
true,1,https://api.elsevier.com/content/author/author_id/57203955522,57203955522,Panche-Chocué J.,Panche-Chocué,Jeferson,J.,true,60066812,64,NA
true,2,https://api.elsevier.com/content/author/author_id/22940856100,22940856100,González-Obando R.,González-Obando,Ranulfo,R.,true,60066812,64,NA
true,3,https://api.elsevier.com/content/author/author_id/6603052855,6603052855,García Aldrete A.N.,García Aldrete,Alfonso N.,A.N.,true,60032442,64,NA
true,1,https://api.elsevier.com/content/author/author_id/56856819100,56856819100,Díaz-Bolaños R.E.,Díaz-Bolaños,Ronald Eduardo,R.E.,true,60071929,65,NA
true,1,https://api.elsevier.com/content/author/author_id/57195592927,57195592927,Cotoras D.D.,Cotoras,Darko D.,D.D.,true,60025093,66,NA
true,2,https://api.elsevier.com/content/author/author_id/6603459603,6603459603,Zumbado M.A.,Zumbado,Manuel A.,M.A.,true,60071921,66,NA
true,1,https://api.elsevier.com/content/author/author_id/57210311269,57210311269,Chávez E.J.,Chávez,Elpis J.,E.J.,true,123569349,67,NA
true,2,https://api.elsevier.com/content/author/author_id/8512219600,8512219600,Arauz R.,Arauz,Randall,R.,true,122309291,67,NA
true,3,https://api.elsevier.com/content/author/author_id/9640137200,9640137200,Hearn A.,Hearn,Alex,A.,true,100713759,67,NA
true,4,https://api.elsevier.com/content/author/author_id/57207777750,57207777750,Nalesso E.,Nalesso,Elena,E.,true,123569349,67,NA
true,5,https://api.elsevier.com/content/author/author_id/57207780426,57207780426,Steiner T.,Steiner,Todd,T.,true,100713759,67,NA
true,1,https://api.elsevier.com/content/author/author_id/57202886794,57202886794,Tenorio J.,Tenorio,Javier,J.,true,60071924,68,NA
true,2,https://api.elsevier.com/content/author/author_id/57218905897,57218905897,Hidalgo C.,Hidalgo,Carmen,C.,true,60071924,68,NA
true,3,https://api.elsevier.com/content/author/author_id/7006665676,7006665676,Montoya M.,Montoya,Michel,M.,NA,NA,68,NA
true,4,https://api.elsevier.com/content/author/author_id/36855684800,36855684800,Ramírez-Alán O.,Ramírez-Alán,Oscar,O.,true,60071924,68,NA
true,1,https://api.elsevier.com/content/author/author_id/57191342076,57191342076,Chacón I.S.,Chacón,Iria S.,I.S.,true,60071924,69,NA
true,2,https://api.elsevier.com/content/author/author_id/42162325200,42162325200,Soley F.G.,Soley,Fernando G.,F.G.,true,60071929,69,NA
true,1,https://api.elsevier.com/content/author/author_id/56017955200,56017955200,Víquez C.,Víquez,Carlos,C.,true,125106393,70,NA
true,1,https://api.elsevier.com/content/author/author_id/56856828900,56856828900,López-Garro A.,López-Garro,Andrés,A.,true,116476327,71,NA
true,2,https://api.elsevier.com/content/author/author_id/56856645800,56856645800,Zanella I.,Zanella,Ilena,I.,true,116476327,71,NA
true,3,https://api.elsevier.com/content/author/author_id/56856797700,56856797700,Golfín-Duarte G.,Golfín-Duarte,Geiner,G.,true,125105325,71,NA
true,4,https://api.elsevier.com/content/author/author_id/56856793300,56856793300,Pérez-Montero M.,Pérez-Montero,Maikel,M.,true,125105325,71,NA
true,1,https://api.elsevier.com/content/author/author_id/56241715900,56241715900,Torres-Hernández E.,Torres-Hernández,Eloísa,E.,true,60032442,72,NA
true,2,https://api.elsevier.com/content/author/author_id/57201119584,57201119584,Betancourt-Resendes I.,Betancourt-Resendes,Isai,I.,true,60020052,72,NA
true,3,https://api.elsevier.com/content/author/author_id/6602926301,6602926301,Díaz-Jaimes P.,Díaz-Jaimes,Píndaro,P.,true,60032442,72,NA
true,4,https://api.elsevier.com/content/author/author_id/55802033100,55802033100,Angulo A.,Angulo,Arturo,A.,true,60071929,72,NA
true,5,https://api.elsevier.com/content/author/author_id/7004660684,7004660684,Espinoza E.,Espinoza,Eduardo,E.,true,60111039,72,NA
true,6,https://api.elsevier.com/content/author/author_id/8878221000,8878221000,Domínguez-Domínguez O.,Domínguez-Domínguez,Omar,O.,true,60032816,72,NA
true,1,https://api.elsevier.com/content/author/author_id/6603274598,6603274598,Fernández-álamo M.A.,Fernández-álamo,María Ana,M.A.,true,60032442,73,NA
true,1,https://api.elsevier.com/content/author/author_id/57218906423,57218906423,Ruiz-Boyer A.,Ruiz-Boyer,Armando,A.,true,60071930,74,NA
true,2,https://api.elsevier.com/content/author/author_id/57217178338,57217178338,Rodríguez-González A.,Rodríguez-González,Alexánder,A.,true,60071930,74,NA
true,1,https://api.elsevier.com/content/author/author_id/9640137200,9640137200,Hearn A.,Hearn,Alex,A.,true,60072059,75,NA
true,2,https://api.elsevier.com/content/author/author_id/57207780426,57207780426,Steiner T.,Steiner,Todd,T.,true,122256096,75,NA
true,3,https://api.elsevier.com/content/author/author_id/8512219600,8512219600,Arauz R.,Arauz,Randall,R.,true,122256096,75,NA
true,1,https://api.elsevier.com/content/author/author_id/57192981154,57192981154,Méndez-Soto M.,Méndez-Soto,Maricelle,M.,true,60071930,76,NA
true,1,https://api.elsevier.com/content/author/author_id/57217184878,57217184878,Mora-Escalante R.E.,Mora-Escalante,Rodney E.,R.E.,true,60071929,77,NA
true,2,https://api.elsevier.com/content/author/author_id/55666082200,55666082200,Lizano O.G.,Lizano,Omar G.,O.G.,true,60071929,77,NA
true,3,https://api.elsevier.com/content/author/author_id/13806152600,13806152600,Alfaro E.J.,Alfaro,Eric J.,E.J.,true,60071929,77,NA
true,4,https://api.elsevier.com/content/author/author_id/57218910804,57218910804,Rodríguez A.,Rodríguez,Alejandro,A.,true,60071929,77,NA
true,1,https://api.elsevier.com/content/author/author_id/55883855600,55883855600,Acuña F.H.,Acuña,Fabián H.,F.H.,true,60002864,78,NA
true,2,https://api.elsevier.com/content/author/author_id/35422127200,35422127200,Cortés J.,Cortés,Jorge,J.,true,60071929,78,NA
true,3,https://api.elsevier.com/content/author/author_id/35368369000,35368369000,Garese A.,Garese,Agustín,A.,true,60002864,78,NA
true,4,https://api.elsevier.com/content/author/author_id/55884171500,55884171500,González-Muñoz R.,González-Muñoz,Ricardo,R.,true,60002864,78,NA
true,1,https://api.elsevier.com/content/author/author_id/57218895314,57218895314,Rojas-Alfaro R.,Rojas-Alfaro,Rebeca,R.,true,60071929,79,NA
true,2,https://api.elsevier.com/content/author/author_id/56543756500,56543756500,Umaña-Castro R.,Umaña-Castro,Rodolfo,R.,true,60071924,79,NA
true,3,https://api.elsevier.com/content/author/author_id/6504483165,6504483165,Rojas-Campos N.,Rojas-Campos,Norman,N.,true,60071929,79,NA
true,4,https://api.elsevier.com/content/author/author_id/6506204207,6506204207,Vargas-Montero M.,Vargas-Montero,Maribel,M.,true,60071929,79,NA
true,1,https://api.elsevier.com/content/author/author_id/57218176928,57218176928,Varela-Sánchez A.,Varela-Sánchez,Andrea,A.,true,60015098,80,NA
true,2,https://api.elsevier.com/content/author/author_id/6602368299,6602368299,Templado J.,Templado,José,J.,true,60015098,80,NA
true,3,https://api.elsevier.com/content/author/author_id/55991046600,55991046600,Machordom A.,Machordom,Annie,A.,true,60015098,80,NA
true,1,https://api.elsevier.com/content/author/author_id/57218176127,57218176127,López-Jiménez I.T.,López-Jiménez,Ibis Tarini,I.T.,true,60055833,81,NA
true,2,https://api.elsevier.com/content/author/author_id/55645849800,55645849800,Flórez-Leiva L.,Flórez-Leiva,Lenin,L.,true,60055833,81,NA
true,3,https://api.elsevier.com/content/author/author_id/12785982200,12785982200,Quan-Young L.I.,Quan-Young,Lizette Irene,L.I.,true,60077386,81,NA
true,1,https://api.elsevier.com/content/author/author_id/57218177435,57218177435,Calderón-Peña R.,Calderón-Peña,Randy,R.,true,60046703,82,NA
true,2,https://api.elsevier.com/content/author/author_id/57218176236,57218176236,Betancourt-Avila R.,Betancourt-Avila,Ryan,R.,true,60046703,82,NA
true,3,https://api.elsevier.com/content/author/author_id/57218176578,57218176578,Rodríguez-Fajardo E.,Rodríguez-Fajardo,Elizabeth,E.,true,60046703,82,NA
true,4,https://api.elsevier.com/content/author/author_id/15846479100,15846479100,Martínez-González Y.,Martínez-González,Yoel,Y.,true,60046703,82,NA
true,5,https://api.elsevier.com/content/author/author_id/56071222100,56071222100,Azanza-Ricardo J.,Azanza-Ricardo,Julia,J.,true,60046703,82,NA
true,1,https://api.elsevier.com/content/author/author_id/8608451000,8608451000,Rojas-Vera J.,Rojas-Vera,Janne,J.,true,60002439,83,NA
true,2,https://api.elsevier.com/content/author/author_id/35344495600,35344495600,Díaz A.B.,Díaz,Alexis Buitrago,A.B.,true,60002439,83,NA
true,3,https://api.elsevier.com/content/author/author_id/6701788408,6701788408,Arvelo F.A.,Arvelo,Francisco A.,F.A.,true,124801650,83,NA
true,4,https://api.elsevier.com/content/author/author_id/8401731700,8401731700,Sojo F.J.,Sojo,Felipe J.,F.J.,true,124801650,83,NA
true,5,https://api.elsevier.com/content/author/author_id/7202765539,7202765539,Suarez A.I.,Suarez,Alírica I.,A.I.,true,60001197,83,NA
true,6,https://api.elsevier.com/content/author/author_id/7004555185,7004555185,Rojas L.,Rojas,Luis,L.,true,60002439,83,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA
true,1,https://api.elsevier.com/content/author/author_id/24477704200,24477704200,Landínez-García R.M.,Landínez-García,Ricardo M.,R.M.,true,60052098,85,NA
true,2,https://api.elsevier.com/content/author/author_id/24477913800,24477913800,Márquez E.J.,Márquez,Edna J.,E.J.,true,60052098,85,NA
true,1,https://api.elsevier.com/content/author/author_id/57216760477,57216760477,de Barros M.S.F.,de Barros,Matheus Souza Ferreira,M.S.F.,true,60005405,86,NA
true,2,https://api.elsevier.com/content/author/author_id/55416168200,55416168200,Calado T.C.D.S.,Calado,Tereza Cristina Dos Santos,T.C.D.S.,true,60005405,86,NA
true,3,https://api.elsevier.com/content/author/author_id/57214721482,57214721482,Dos Santos E.V.,Dos Santos,Ewerton Vieira,E.V.,true,60005405,86,NA
true,4,https://api.elsevier.com/content/author/author_id/57218176894,57218176894,Silva A.S.,Silva,Alberis Santos,A.S.,true,60005405,86,NA
true,5,https://api.elsevier.com/content/author/author_id/57218177859,57218177859,Albuquerque L.G.d.A.,Albuquerque,Letícia Gomes de Andrade,L.G.d.A.,true,60005405,86,NA
true,1,https://api.elsevier.com/content/author/author_id/57218176912,57218176912,Vázquez-Ozuna M.I.,Vázquez-Ozuna,María Isabel,M.I.,true,60022139,87,NA
true,2,https://api.elsevier.com/content/author/author_id/6507576186,6507576186,de Guevara G.C.L.,de Guevara,Genoveva Cerdenares Ladrón,G.C.L.,true,60023058,87,NA
true,3,https://api.elsevier.com/content/author/author_id/6507632572,6507632572,Rojas-Herrera A.A.,Rojas-Herrera,Agustín Aucencio,A.A.,true,60022139,87,NA
true,4,https://api.elsevier.com/content/author/author_id/22939601300,22939601300,Violante-González J.,Violante-González,Juan,J.,true,60022139,87,NA
true,5,https://api.elsevier.com/content/author/author_id/16636058700,16636058700,García-Ibañez S.,García-Ibañez,Sergio,S.,true,60022139,87,NA
true,6,https://api.elsevier.com/content/author/author_id/6505792601,6505792601,Rosas-Guerrero V.M.,Rosas-Guerrero,Víctor Manuel,V.M.,true,60022139,87,NA
true,1,https://api.elsevier.com/content/author/author_id/57190732582,57190732582,Nieva Cocilio R.A.,Nieva Cocilio,Rodrigo A.,R.A.,true,60004518,88,NA
true,2,https://api.elsevier.com/content/author/author_id/15123933700,15123933700,Acosta J.C.,Acosta,Juan C.,J.C.,true,60017292,88,NA
true,3,https://api.elsevier.com/content/author/author_id/18834098100,18834098100,Blanco G.M.,Blanco,Graciela M.,G.M.,true,60017292,88,NA
true,1,https://api.elsevier.com/content/author/author_id/57218177778,57218177778,Neves J.B.,Neves,Josias Batista,J.B.,true,60005993,89,NA
true,2,https://api.elsevier.com/content/author/author_id/16306846700,16306846700,Gubiani É.A.,Gubiani,Éder André,É.A.,true,60005993,89,NA
true,3,https://api.elsevier.com/content/author/author_id/57218177040,57218177040,da Silva P.R.L.,da Silva,Pedro Rogério Leandro,P.R.L.,true,60005993,89,NA
true,4,https://api.elsevier.com/content/author/author_id/14064409000,14064409000,Baumgartner D.,Baumgartner,Dirceu,D.,true,60005993,89,NA
true,5,https://api.elsevier.com/content/author/author_id/7102913760,7102913760,Baumgartner G.,Baumgartner,Gilmar,G.,true,60005993,89,NA
true,1,https://api.elsevier.com/content/author/author_id/55152849200,55152849200,Lorenzón R.E.,Lorenzón,Rodrigo E.,R.E.,true,60019376,90,NA
true,2,https://api.elsevier.com/content/author/author_id/55876773700,55876773700,León E.J.,León,Evelina J.,E.J.,true,60019376,90,NA
true,3,https://api.elsevier.com/content/author/author_id/57016756900,57016756900,Juani M.,Juani,Marcelo,M.,true,60019376,90,NA
true,4,https://api.elsevier.com/content/author/author_id/7003401900,7003401900,Beltzer A.H.,Beltzer,Adolfo H.,A.H.,true,60019376,90,NA
true,5,https://api.elsevier.com/content/author/author_id/6602912439,6602912439,Peltzer P.M.,Peltzer,Paola M.,P.M.,true,60004518,90,NA
true,6,https://api.elsevier.com/content/author/author_id/6603813215,6603813215,Lajmanovich R.C.,Lajmanovich,Rafael C.,R.C.,true,60004518,90,NA
true,7,https://api.elsevier.com/content/author/author_id/8945648600,8945648600,Attademo A.M.,Attademo,Andrés M.,A.M.,true,60004518,90,NA
true,1,https://api.elsevier.com/content/author/author_id/57217184878,57217184878,Mora-Escalante R.E.,Mora-Escalante,Rodney E.,R.E.,true,60071929,91,NA
true,2,https://api.elsevier.com/content/author/author_id/57217182175,57217182175,Ureña-Mora J.P.,Ureña-Mora,Juan Pablo,J.P.,true,60071929,91,NA
true,1,https://api.elsevier.com/content/author/author_id/57160387900,57160387900,Acosta-Vargas L.,Acosta-Vargas,Luis,L.,true,60071924,92,NA
true,2,https://api.elsevier.com/content/author/author_id/7003363780,7003363780,Rovere A.E.,Rovere,Adriana E.,A.E.,true,60017346,92,NA
true,3,https://api.elsevier.com/content/author/author_id/15735855100,15735855100,Camacho-Sandoval J.,Camacho-Sandoval,Jorge,J.,true,60099123,92,NA
true,1,https://api.elsevier.com/content/author/author_id/56692864400,56692864400,Esquivel-Garrote O.,Esquivel-Garrote,Octavio,O.,true,60071929,93,NA
true,2,https://api.elsevier.com/content/author/author_id/6507229940,6507229940,Morales-Ramírez Á.,Morales-Ramírez,Álvaro,Á.,true,60071929,93,NA
true,1,https://api.elsevier.com/content/author/author_id/56856736600,56856736600,Moreno-Díaz M.L.,Moreno-Díaz,Mary L.,M.L.,true,60071924,94,NA
true,1,https://api.elsevier.com/content/author/author_id/57217183144,57217183144,Bonilla-Mata R.,Bonilla-Mata,Rafael,R.,true,60099123,95,NA
true,2,https://api.elsevier.com/content/author/author_id/57160387900,57160387900,Acosta-Vargas L.G.,Acosta-Vargas,Luis Guillermo,L.G.,true,60099123,95,NA
true,1,https://api.elsevier.com/content/author/author_id/6504641850,6504641850,Umaña-Tenorio L.A.,Umaña-Tenorio,Loengrin Alfonso,L.A.,true,60071930,96,NA
true,1,https://api.elsevier.com/content/author/author_id/36727571600,36727571600,Estrada-Chavarría A.,Estrada-Chavarría,Armando,A.,true,60071930,97,NA
true,2,https://api.elsevier.com/content/author/author_id/6603602076,6603602076,Sánchez-González J.,Sánchez-González,Joaquín,J.,true,60071930,97,NA
true,3,https://api.elsevier.com/content/author/author_id/57217178338,57217178338,Rodríguez-González A.,Rodríguez-González,Alexander,A.,true,60071930,97,NA
true,1,https://api.elsevier.com/content/author/author_id/56692864400,56692864400,Esquivel-Garrote O.,Esquivel-Garrote,Octavio,O.,true,60071929,98,NA
true,2,https://api.elsevier.com/content/author/author_id/6507229940,6507229940,Morales-Ramírez Á.,Morales-Ramírez,Álvaro,Á.,true,60071929,98,NA
true,1,https://api.elsevier.com/content/author/author_id/56449435700,56449435700,Plasencia-Vázquez A.H.,Plasencia-Vázquez,Alexis Herminio,A.H.,true,60013136,99,NA
true,2,https://api.elsevier.com/content/author/author_id/6508133323,6508133323,Escalona-Segura G.,Escalona-Segura,Griselda,G.,true,121489920,99,NA
true,3,https://api.elsevier.com/content/author/author_id/57217036347,57217036347,Cú-Vizcarra J.D.,Cú-Vizcarra,José Domingo,J.D.,true,60024712,99,NA
true,4,https://api.elsevier.com/content/author/author_id/57217032032,57217032032,Borges-Jesús K.P.,Borges-Jesús,Karla Paola,K.P.,true,60024712,99,NA
true,5,https://api.elsevier.com/content/author/author_id/57201802593,57201802593,Rodríguez A.S.,Rodríguez,Annery Serrano,A.S.,true,60013136,99,NA
true,6,https://api.elsevier.com/content/author/author_id/24481290200,24481290200,Ferrer-Sánchez Y.,Ferrer-Sánchez,Yarelys,Y.,true,60110666,99,NA
true,7,https://api.elsevier.com/content/author/author_id/6504257035,6504257035,Vargas-Contreras J.A.,Vargas-Contreras,Jorge Albino,J.A.,true,60013136,99,NA
true,1,https://api.elsevier.com/content/author/author_id/57196008617,57196008617,Morales-Guzmán G.,Morales-Guzmán,Gilberto,G.,NA,NA,100,NA
true,2,https://api.elsevier.com/content/author/author_id/22940248900,22940248900,Alarcón A.,Alarcón,Alejandro,A.,NA,NA,100,NA
true,3,https://api.elsevier.com/content/author/author_id/56000760700,56000760700,Ferrera-Cerrato R.,Ferrera-Cerrato,Ronald,R.,NA,NA,100,NA
true,4,https://api.elsevier.com/content/author/author_id/8554101700,8554101700,Rivera-Cruz M.D.C.,Rivera-Cruz,María Del Carmen,M.D.C.,NA,NA,100,NA
true,5,https://api.elsevier.com/content/author/author_id/57188658646,57188658646,Torres-Bustillos L.G.,Torres-Bustillos,Luis Gilberto,L.G.,true,60019176,100,NA
true,6,https://api.elsevier.com/content/author/author_id/12788636400,12788636400,Mendoza-López M.R.,Mendoza-López,Ma Remedios,M.R.,true,60007909,100,NA
true,1,https://api.elsevier.com/content/author/author_id/26032331600,26032331600,Rincón Barón E.J.,Rincón Barón,Edgar Javier,E.J.,true,60106657,101,NA
true,2,https://api.elsevier.com/content/author/author_id/57216085860,57216085860,Guerra B.E.,Guerra,Beatriz Elena,B.E.,true,60106657,101,NA
true,3,https://api.elsevier.com/content/author/author_id/57217005217,57217005217,Sandoval Meza A.X.,Sandoval Meza,Adriana Ximena,A.X.,true,60106657,101,NA
true,4,https://api.elsevier.com/content/author/author_id/24724314300,24724314300,Espinosa-Matías S.,Espinosa-Matías,Silvia,S.,true,60032442,101,NA
true,1,https://api.elsevier.com/content/author/author_id/57191446332,57191446332,Taşkın T.,Taşkın,Turgut,T.,true,60027981,102,NA
true,2,https://api.elsevier.com/content/author/author_id/56010231400,56010231400,Taşkın D.,Taşkın,Duygu,D.,true,60198715,102,NA
true,3,https://api.elsevier.com/content/author/author_id/57196054486,57196054486,Cam M.E.,Cam,Muhammet Emin,M.E.,true,60027981,102,NA
true,4,https://api.elsevier.com/content/author/author_id/6602494121,6602494121,Bulut G.,Bulut,Gizem,G.,true,60027981,102,NA
true,1,https://api.elsevier.com/content/author/author_id/56942412500,56942412500,González-Córdoba M.,González-Córdoba,Marcela,M.,true,107023697,103,0000-0003-1397-6056
true,2,https://api.elsevier.com/content/author/author_id/35097053400,35097053400,Zúñiga M.D.C.,Zúñiga,María Del Carmen,M.D.C.,true,107023697,103,NA
true,3,https://api.elsevier.com/content/author/author_id/35096226200,35096226200,Giraldo L.P.,Giraldo,Lina Paola,L.P.,true,107023697,103,NA
true,4,https://api.elsevier.com/content/author/author_id/57214546025,57214546025,Ramírez Y.P.,Ramírez,Yuly Paulina,Y.P.,true,107023697,103,NA
true,5,https://api.elsevier.com/content/author/author_id/57203230994,57203230994,Chará J.,Chará,Julián,J.,true,107023697,103,NA
